year,test,LEA,school,subject,proficiency
2017,SAGE,ALPINE DISTRICT,WESTFIELD SCHOOL,Mathematics,0.54
2017,SAGE,ALPINE DISTRICT,DEERFIELD SCHOOL,Mathematics,0.47
2017,SAGE,ALPINE DISTRICT,PONY EXPRESS SCHOOL,Mathematics,0.31
2017,SAGE,ALPINE DISTRICT,FREEDOM SCHOOL,Mathematics,0.73
2017,SAGE,ALPINE DISTRICT,SARATOGA SHORES SCHOOL,Mathematics,0.59
2017,SAGE,ALPINE DISTRICT,EAGLE VALLEY SCHOOL,Mathematics,0.35
2017,SAGE,ALPINE DISTRICT,FOX HOLLOW SCHOOL,Mathematics,0.52
2017,SAGE,ALPINE DISTRICT,HARVEST SCHOOL,Mathematics,0.62
2017,SAGE,ALPINE DISTRICT,ALPINE SCHOOL,Mathematics,0.64
2017,SAGE,ALPINE DISTRICT,ASPEN SCHOOL,Mathematics,0.54
2017,SAGE,ALPINE DISTRICT,BARRATT SCHOOL,Mathematics,0.62
2017,SAGE,ALPINE DISTRICT,BONNEVILLE SCHOOL,Mathematics,0.35
2017,SAGE,ALPINE DISTRICT,CASCADE SCHOOL,Mathematics,0.41
2017,SAGE,ALPINE DISTRICT,CEDAR RIDGE SCHOOL,Mathematics,0.86
2017,SAGE,ALPINE DISTRICT,CENTRAL SCHOOL,Mathematics,0.50
2017,SAGE,ALPINE DISTRICT,CHERRY HILL SCHOOL,Mathematics,0.44
2017,SAGE,ALPINE DISTRICT,EAGLECREST SCHOOL,Mathematics,0.60
2017,SAGE,ALPINE DISTRICT,FORBES SCHOOL,Mathematics,0.53
2017,SAGE,ALPINE DISTRICT,GROVECREST SCHOOL,Mathematics,0.52
2017,SAGE,ALPINE DISTRICT,HIGHLAND SCHOOL,Mathematics,0.69
2017,SAGE,ALPINE DISTRICT,HILLCREST SCHOOL,Mathematics,0.33
2017,SAGE,ALPINE DISTRICT,LEGACY SCHOOL,Mathematics,0.73
2017,SAGE,ALPINE DISTRICT,LEHI SCHOOL,Mathematics,0.74
2017,SAGE,ALPINE DISTRICT,ORCHARD SCHOOL,Mathematics,0.41
2017,SAGE,ALPINE DISTRICT,MEADOW SCHOOL,Mathematics,0.63
2017,SAGE,ALPINE DISTRICT,NORTHRIDGE SCHOOL,Mathematics,0.41
2017,SAGE,ALPINE DISTRICT,LINDON SCHOOL,Mathematics,0.65
2017,SAGE,ALPINE DISTRICT,OREM SCHOOL,Mathematics,0.59
2017,SAGE,ALPINE DISTRICT,SCERA PARK SCHOOL,Mathematics,0.33
2017,SAGE,ALPINE DISTRICT,MANILA SCHOOL,Mathematics,0.64
2017,SAGE,ALPINE DISTRICT,ROCKY MOUNTAIN SCHOOL,Mathematics,0.47
2017,SAGE,ALPINE DISTRICT,SEGO LILY SCHOOL,Mathematics,0.65
2017,SAGE,ALPINE DISTRICT,SHARON SCHOOL,Mathematics,0.39
2017,SAGE,ALPINE DISTRICT,SHELLEY SCHOOL,Mathematics,0.58
2017,SAGE,ALPINE DISTRICT,SUNCREST SCHOOL,Mathematics,0.21
2017,SAGE,ALPINE DISTRICT,VALLEY VIEW SCHOOL,Mathematics,0.45
2017,SAGE,ALPINE DISTRICT,VINEYARD SCHOOL,Mathematics,0.43
2017,SAGE,ALPINE DISTRICT,NORTH POINT SCHOOL,Mathematics,0.61
2017,SAGE,ALPINE DISTRICT,RIDGELINE SCHOOL,Mathematics,0.71
2017,SAGE,ALPINE DISTRICT,HIDDEN HOLLOW SCHOOL,Mathematics,0.65
2017,SAGE,ALPINE DISTRICT,SAGE HILLS SCHOOL,Mathematics,0.56
2017,SAGE,ALPINE DISTRICT,MOUNTAIN TRAILS SCHOOL,Mathematics,0.27
2017,SAGE,ALPINE DISTRICT,TRAVERSE MOUNTAIN SCHOOL,Mathematics,0.61
2017,SAGE,ALPINE DISTRICT,DRY CREEK SCHOOL,Mathematics,0.64
2017,SAGE,ALPINE DISTRICT,RIVERVIEW SCHOOL,Mathematics,0.67
2017,SAGE,ALPINE DISTRICT,THUNDER RIDGE SCHOOL,Mathematics,0.56
2017,SAGE,ALPINE DISTRICT,BLACK RIDGE SCHOOL,Mathematics,0.48
2017,SAGE,ALPINE DISTRICT,RIVER ROCK SCHOOL,Mathematics,0.63
2017,SAGE,ALPINE DISTRICT,SPRINGSIDE SCHOOL,Mathematics,0.53
2017,SAGE,ALPINE DISTRICT,SPRINGSIDE SCHOOL,Mathematics,0.57
2017,SAGE,ALPINE DISTRICT,RIVER ROCK SCHOOL,Mathematics,0.66
2017,SAGE,ALPINE DISTRICT,BLACK RIDGE SCHOOL,Mathematics,0.49
2017,SAGE,ALPINE DISTRICT,THUNDER RIDGE SCHOOL,Mathematics,0.46
2017,SAGE,ALPINE DISTRICT,RIVERVIEW SCHOOL,Mathematics,0.58
2017,SAGE,ALPINE DISTRICT,DRY CREEK SCHOOL,Mathematics,0.60
2017,SAGE,ALPINE DISTRICT,TRAVERSE MOUNTAIN SCHOOL,Mathematics,0.68
2017,SAGE,ALPINE DISTRICT,MOUNTAIN TRAILS SCHOOL,Mathematics,0.29
2017,SAGE,ALPINE DISTRICT,SAGE HILLS SCHOOL,Mathematics,0.42
2017,SAGE,ALPINE DISTRICT,HIDDEN HOLLOW SCHOOL,Mathematics,0.73
2017,SAGE,ALPINE DISTRICT,RIDGELINE SCHOOL,Mathematics,0.77
2017,SAGE,ALPINE DISTRICT,NORTH POINT SCHOOL,Mathematics,0.67
2017,SAGE,ALPINE DISTRICT,VINEYARD SCHOOL,Mathematics,0.40
2017,SAGE,ALPINE DISTRICT,VALLEY VIEW SCHOOL,Mathematics,0.48
2017,SAGE,ALPINE DISTRICT,SUNCREST SCHOOL,Mathematics,0.18
2017,SAGE,ALPINE DISTRICT,SHELLEY SCHOOL,Mathematics,0.66
2017,SAGE,ALPINE DISTRICT,SHARON SCHOOL,Mathematics,0.46
2017,SAGE,ALPINE DISTRICT,SEGO LILY SCHOOL,Mathematics,0.58
2017,SAGE,ALPINE DISTRICT,ROCKY MOUNTAIN SCHOOL,Mathematics,0.52
2017,SAGE,ALPINE DISTRICT,MANILA SCHOOL,Mathematics,0.61
2017,SAGE,ALPINE DISTRICT,SCERA PARK SCHOOL,Mathematics,0.50
2017,SAGE,ALPINE DISTRICT,OREM SCHOOL,Mathematics,0.77
2017,SAGE,ALPINE DISTRICT,LINDON SCHOOL,Mathematics,0.73
2017,SAGE,ALPINE DISTRICT,NORTHRIDGE SCHOOL,Mathematics,0.39
2017,SAGE,ALPINE DISTRICT,MEADOW SCHOOL,Mathematics,0.61
2017,SAGE,ALPINE DISTRICT,ORCHARD SCHOOL,Mathematics,0.71
2017,SAGE,ALPINE DISTRICT,LEHI SCHOOL,Mathematics,0.64
2017,SAGE,ALPINE DISTRICT,LEGACY SCHOOL,Mathematics,0.74
2017,SAGE,ALPINE DISTRICT,HILLCREST SCHOOL,Mathematics,0.68
2017,SAGE,ALPINE DISTRICT,HIGHLAND SCHOOL,Mathematics,0.77
2017,SAGE,ALPINE DISTRICT,GROVECREST SCHOOL,Mathematics,0.57
2017,SAGE,ALPINE DISTRICT,GREENWOOD SCHOOL,Mathematics,0.55
2017,SAGE,ALPINE DISTRICT,GENEVA SCHOOL,Mathematics,0.48
2017,SAGE,ALPINE DISTRICT,FORBES SCHOOL,Mathematics,0.51
2017,SAGE,ALPINE DISTRICT,EAGLECREST SCHOOL,Mathematics,0.67
2017,SAGE,ALPINE DISTRICT,CHERRY HILL SCHOOL,Mathematics,0.36
2017,SAGE,ALPINE DISTRICT,CENTRAL SCHOOL,Mathematics,0.48
2017,SAGE,ALPINE DISTRICT,CEDAR RIDGE SCHOOL,Mathematics,0.81
2017,SAGE,ALPINE DISTRICT,CASCADE SCHOOL,Mathematics,0.73
2017,SAGE,ALPINE DISTRICT,BONNEVILLE SCHOOL,Mathematics,0.46
2017,SAGE,ALPINE DISTRICT,BARRATT SCHOOL,Mathematics,0.47
2017,SAGE,ALPINE DISTRICT,ASPEN SCHOOL,Mathematics,0.62
2017,SAGE,ALPINE DISTRICT,ALPINE SCHOOL,Mathematics,0.61
2017,SAGE,ALPINE DISTRICT,HARVEST SCHOOL,Mathematics,0.67
2017,SAGE,ALPINE DISTRICT,FOX HOLLOW SCHOOL,Mathematics,0.57
2017,SAGE,ALPINE DISTRICT,EAGLE VALLEY SCHOOL,Mathematics,0.48
2017,SAGE,ALPINE DISTRICT,SARATOGA SHORES SCHOOL,Mathematics,0.48
2017,SAGE,ALPINE DISTRICT,FREEDOM SCHOOL,Mathematics,0.64
2017,SAGE,ALPINE DISTRICT,PONY EXPRESS SCHOOL,Mathematics,0.29
2017,SAGE,ALPINE DISTRICT,DEERFIELD SCHOOL,Mathematics,0.69
2017,SAGE,ALPINE DISTRICT,WESTFIELD SCHOOL,Mathematics,0.78
2017,SAGE,ALPINE DISTRICT,SNOW SPRINGS SCHOOL,Mathematics,0.69
2017,SAGE,ALPINE DISTRICT,MOUNT MAHOGANY SCHOOL,Mathematics,0.47
2017,SAGE,ALPINE DISTRICT,FOOTHILL SCHOOL,Mathematics,0.55
2017,SAGE,ALPINE DISTRICT,WINDSOR SCHOOL,Mathematics,0.48
2017,SAGE,ALPINE DISTRICT,WESTMORE SCHOOL,Mathematics,0.72
2017,SAGE,ALPINE DISTRICT,WESTMORE SCHOOL,Mathematics,0.46
2017,SAGE,ALPINE DISTRICT,WINDSOR SCHOOL,Mathematics,0.38
2017,SAGE,ALPINE DISTRICT,FOOTHILL SCHOOL,Mathematics,0.59
2017,SAGE,ALPINE DISTRICT,MOUNT MAHOGANY SCHOOL,Mathematics,0.49
2017,SAGE,ALPINE DISTRICT,SNOW SPRINGS SCHOOL,Mathematics,0.70
2017,SAGE,ALPINE DISTRICT,WESTFIELD SCHOOL,Mathematics,0.75
2017,SAGE,ALPINE DISTRICT,DEERFIELD SCHOOL,Mathematics,0.59
2017,SAGE,ALPINE DISTRICT,PONY EXPRESS SCHOOL,Mathematics,0.38
2017,SAGE,ALPINE DISTRICT,FREEDOM SCHOOL,Mathematics,0.65
2017,SAGE,ALPINE DISTRICT,SARATOGA SHORES SCHOOL,Mathematics,0.71
2017,SAGE,ALPINE DISTRICT,EAGLE VALLEY SCHOOL,Mathematics,0.45
2017,SAGE,ALPINE DISTRICT,FOX HOLLOW SCHOOL,Mathematics,0.60
2017,SAGE,ALPINE DISTRICT,HARVEST SCHOOL,Mathematics,0.60
2017,SAGE,ALPINE DISTRICT,ALPINE SCHOOL,Mathematics,0.73
2017,SAGE,ALPINE DISTRICT,ASPEN SCHOOL,Mathematics,0.30
2017,SAGE,ALPINE DISTRICT,BARRATT SCHOOL,Mathematics,0.61
2017,SAGE,ALPINE DISTRICT,BONNEVILLE SCHOOL,Mathematics,0.49
2017,SAGE,ALPINE DISTRICT,CASCADE SCHOOL,Mathematics,0.50
2017,SAGE,ALPINE DISTRICT,CEDAR RIDGE SCHOOL,Mathematics,0.72
2017,SAGE,ALPINE DISTRICT,CENTRAL SCHOOL,Mathematics,0.52
2017,SAGE,ALPINE DISTRICT,CHERRY HILL SCHOOL,Mathematics,0.29
2017,SAGE,ALPINE DISTRICT,EAGLECREST SCHOOL,Mathematics,0.66
2017,SAGE,ALPINE DISTRICT,FORBES SCHOOL,Mathematics,0.56
2017,SAGE,ALPINE DISTRICT,GENEVA SCHOOL,Mathematics,0.46
2017,SAGE,ALPINE DISTRICT,GREENWOOD SCHOOL,Mathematics,0.63
2017,SAGE,ALPINE DISTRICT,GROVECREST SCHOOL,Mathematics,0.52
2017,SAGE,ALPINE DISTRICT,HIGHLAND SCHOOL,Mathematics,0.72
2017,SAGE,ALPINE DISTRICT,HILLCREST SCHOOL,Mathematics,0.43
2017,SAGE,ALPINE DISTRICT,LEGACY SCHOOL,Mathematics,0.61
2017,SAGE,ALPINE DISTRICT,LEHI SCHOOL,Mathematics,0.58
2017,SAGE,ALPINE DISTRICT,ORCHARD SCHOOL,Mathematics,0.61
2017,SAGE,ALPINE DISTRICT,MEADOW SCHOOL,Mathematics,0.44
2017,SAGE,ALPINE DISTRICT,NORTHRIDGE SCHOOL,Mathematics,0.49
2017,SAGE,ALPINE DISTRICT,LINDON SCHOOL,Mathematics,0.75
2017,SAGE,ALPINE DISTRICT,OREM SCHOOL,Mathematics,0.60
2017,SAGE,ALPINE DISTRICT,SCERA PARK SCHOOL,Mathematics,0.39
2017,SAGE,ALPINE DISTRICT,MANILA SCHOOL,Mathematics,0.55
2017,SAGE,ALPINE DISTRICT,ROCKY MOUNTAIN SCHOOL,Mathematics,0.58
2017,SAGE,ALPINE DISTRICT,SEGO LILY SCHOOL,Mathematics,0.65
2017,SAGE,ALPINE DISTRICT,SHARON SCHOOL,Mathematics,0.40
2017,SAGE,ALPINE DISTRICT,SHELLEY SCHOOL,Mathematics,0.72
2017,SAGE,ALPINE DISTRICT,SUNCREST SCHOOL,Mathematics,0.14
2017,SAGE,ALPINE DISTRICT,VALLEY VIEW SCHOOL,Mathematics,0.64
2017,SAGE,ALPINE DISTRICT,VINEYARD SCHOOL,Mathematics,0.41
2017,SAGE,ALPINE DISTRICT,NORTH POINT SCHOOL,Mathematics,0.46
2017,SAGE,ALPINE DISTRICT,RIDGELINE SCHOOL,Mathematics,0.63
2017,SAGE,ALPINE DISTRICT,HIDDEN HOLLOW SCHOOL,Mathematics,0.58
2017,SAGE,ALPINE DISTRICT,SAGE HILLS SCHOOL,Mathematics,0.32
2017,SAGE,ALPINE DISTRICT,MOUNTAIN TRAILS SCHOOL,Mathematics,0.45
2017,SAGE,ALPINE DISTRICT,TRAVERSE MOUNTAIN SCHOOL,Mathematics,0.56
2017,SAGE,ALPINE DISTRICT,DRY CREEK SCHOOL,Mathematics,0.62
2017,SAGE,ALPINE DISTRICT,RIVERVIEW SCHOOL,Mathematics,0.46
2017,SAGE,ALPINE DISTRICT,THUNDER RIDGE SCHOOL,Mathematics,0.43
2017,SAGE,ALPINE DISTRICT,BLACK RIDGE SCHOOL,Mathematics,0.54
2017,SAGE,ALPINE DISTRICT,RIVER ROCK SCHOOL,Mathematics,0.77
2017,SAGE,ALPINE DISTRICT,SPRINGSIDE SCHOOL,Mathematics,0.41
2017,SAGE,ALPINE DISTRICT,SPRINGSIDE SCHOOL,Mathematics,0.50
2017,SAGE,ALPINE DISTRICT,RIVER ROCK SCHOOL,Mathematics,0.49
2017,SAGE,ALPINE DISTRICT,BLACK RIDGE SCHOOL,Mathematics,0.52
2017,SAGE,ALPINE DISTRICT,THUNDER RIDGE SCHOOL,Mathematics,0.50
2017,SAGE,ALPINE DISTRICT,RIVERVIEW SCHOOL,Mathematics,0.44
2017,SAGE,ALPINE DISTRICT,DRY CREEK SCHOOL,Mathematics,0.35
2017,SAGE,ALPINE DISTRICT,TRAVERSE MOUNTAIN SCHOOL,Mathematics,0.39
2017,SAGE,ALPINE DISTRICT,MOUNTAIN TRAILS SCHOOL,Mathematics,0.46
2017,SAGE,ALPINE DISTRICT,SAGE HILLS SCHOOL,Mathematics,0.39
2017,SAGE,ALPINE DISTRICT,HIDDEN HOLLOW SCHOOL,Mathematics,0.32
2017,SAGE,ALPINE DISTRICT,RIDGELINE SCHOOL,Mathematics,0.67
2017,SAGE,ALPINE DISTRICT,NORTH POINT SCHOOL,Mathematics,0.45
2017,SAGE,ALPINE DISTRICT,VINEYARD SCHOOL,Mathematics,0.26
2017,SAGE,ALPINE DISTRICT,VALLEY VIEW SCHOOL,Mathematics,0.47
2017,SAGE,ALPINE DISTRICT,SUNCREST SCHOOL,Mathematics,0.19
2017,SAGE,ALPINE DISTRICT,SHELLEY SCHOOL,Mathematics,0.55
2017,SAGE,ALPINE DISTRICT,SHARON SCHOOL,Mathematics,0.33
2017,SAGE,ALPINE DISTRICT,SEGO LILY SCHOOL,Mathematics,0.46
2017,SAGE,ALPINE DISTRICT,ROCKY MOUNTAIN SCHOOL,Mathematics,0.42
2017,SAGE,ALPINE DISTRICT,MANILA SCHOOL,Mathematics,0.55
2017,SAGE,ALPINE DISTRICT,SCERA PARK SCHOOL,Mathematics,0.53
2017,SAGE,ALPINE DISTRICT,OREM SCHOOL,Mathematics,0.55
2017,SAGE,ALPINE DISTRICT,LINDON SCHOOL,Mathematics,0.54
2017,SAGE,ALPINE DISTRICT,NORTHRIDGE SCHOOL,Mathematics,0.44
2017,SAGE,ALPINE DISTRICT,MEADOW SCHOOL,Mathematics,0.31
2017,SAGE,ALPINE DISTRICT,ORCHARD SCHOOL,Mathematics,0.53
2017,SAGE,ALPINE DISTRICT,LEHI SCHOOL,Mathematics,0.44
2017,SAGE,ALPINE DISTRICT,LEGACY SCHOOL,Mathematics,0.62
2017,SAGE,ALPINE DISTRICT,HILLCREST SCHOOL,Mathematics,0.48
2017,SAGE,ALPINE DISTRICT,HIGHLAND SCHOOL,Mathematics,0.66
2017,SAGE,ALPINE DISTRICT,GROVECREST SCHOOL,Mathematics,0.43
2017,SAGE,ALPINE DISTRICT,GREENWOOD SCHOOL,Mathematics,0.62
2017,SAGE,ALPINE DISTRICT,GENEVA SCHOOL,Mathematics,0.34
2017,SAGE,ALPINE DISTRICT,FORBES SCHOOL,Mathematics,0.47
2017,SAGE,ALPINE DISTRICT,EAGLECREST SCHOOL,Mathematics,0.51
2017,SAGE,ALPINE DISTRICT,CHERRY HILL SCHOOL,Mathematics,0.22
2017,SAGE,ALPINE DISTRICT,CENTRAL SCHOOL,Mathematics,0.30
2017,SAGE,ALPINE DISTRICT,CEDAR RIDGE SCHOOL,Mathematics,0.70
2017,SAGE,ALPINE DISTRICT,CASCADE SCHOOL,Mathematics,0.49
2017,SAGE,ALPINE DISTRICT,BONNEVILLE SCHOOL,Mathematics,0.38
2017,SAGE,ALPINE DISTRICT,BARRATT SCHOOL,Mathematics,0.74
2017,SAGE,ALPINE DISTRICT,ASPEN SCHOOL,Mathematics,0.28
2017,SAGE,ALPINE DISTRICT,ALPINE SCHOOL,Mathematics,0.47
2017,SAGE,ALPINE DISTRICT,HARVEST SCHOOL,Mathematics,0.64
2017,SAGE,ALPINE DISTRICT,FOX HOLLOW SCHOOL,Mathematics,0.32
2017,SAGE,ALPINE DISTRICT,EAGLE VALLEY SCHOOL,Mathematics,0.40
2017,SAGE,ALPINE DISTRICT,SARATOGA SHORES SCHOOL,Mathematics,0.68
2017,SAGE,ALPINE DISTRICT,FREEDOM SCHOOL,Mathematics,0.38
2017,SAGE,ALPINE DISTRICT,PONY EXPRESS SCHOOL,Mathematics,0.26
2017,SAGE,ALPINE DISTRICT,DEERFIELD SCHOOL,Mathematics,0.56
2017,SAGE,ALPINE DISTRICT,WESTFIELD SCHOOL,Mathematics,0.76
2017,SAGE,ALPINE DISTRICT,SNOW SPRINGS SCHOOL,Mathematics,0.52
2017,SAGE,ALPINE DISTRICT,MOUNT MAHOGANY SCHOOL,Mathematics,0.51
2017,SAGE,ALPINE DISTRICT,FOOTHILL SCHOOL,Mathematics,0.56
2017,SAGE,ALPINE DISTRICT,WINDSOR SCHOOL,Mathematics,0.24
2017,SAGE,ALPINE DISTRICT,WESTMORE SCHOOL,Mathematics,0.54
2017,SAGE,ALPINE DISTRICT,CANYON VIEW JR HIGH,Mathematics,0.63
2017,SAGE,ALPINE DISTRICT,AMERICAN FORK JR HIGH,Mathematics,0.63
2017,SAGE,ALPINE DISTRICT,OREM JR HIGH,Mathematics,0.44
2017,SAGE,ALPINE DISTRICT,OAK CANYON JR HIGH,Mathematics,0.51
2017,SAGE,ALPINE DISTRICT,MOUNTAIN RIDGE JR HIGH,Mathematics,0.63
2017,SAGE,ALPINE DISTRICT,LAKERIDGE JR HIGH,Mathematics,0.47
2017,SAGE,ALPINE DISTRICT,LEHI JR HIGH,Mathematics,0.57
2017,SAGE,ALPINE DISTRICT,PLEASANT GROVE JR HIGH,Mathematics,0.55
2017,SAGE,ALPINE DISTRICT,WILLOWCREEK MIDDLE,Mathematics,0.56
2017,SAGE,ALPINE DISTRICT,TIMBERLINE MIDDLE,Mathematics,0.72
2017,SAGE,ALPINE DISTRICT,VISTA HEIGHTS MIDDLE,Mathematics,0.55
2017,SAGE,ALPINE DISTRICT,FRONTIER MIDDLE SCHOOL,Mathematics,0.45
2017,SAGE,ALPINE DISTRICT,FRONTIER MIDDLE SCHOOL,Mathematics,0.41
2017,SAGE,ALPINE DISTRICT,VISTA HEIGHTS MIDDLE,Mathematics,0.58
2017,SAGE,ALPINE DISTRICT,TIMBERLINE MIDDLE,Mathematics,0.48
2017,SAGE,ALPINE DISTRICT,WILLOWCREEK MIDDLE,Mathematics,0.61
2017,SAGE,ALPINE DISTRICT,PLEASANT GROVE JR HIGH,Mathematics,0.50
2017,SAGE,ALPINE DISTRICT,LEHI JR HIGH,Mathematics,0.59
2017,SAGE,ALPINE DISTRICT,LAKERIDGE JR HIGH,Mathematics,0.53
2017,SAGE,ALPINE DISTRICT,MOUNTAIN RIDGE JR HIGH,Mathematics,0.52
2017,SAGE,ALPINE DISTRICT,OAK CANYON JR HIGH,Mathematics,0.45
2017,SAGE,ALPINE DISTRICT,OREM JR HIGH,Mathematics,0.24
2017,SAGE,ALPINE DISTRICT,AMERICAN FORK JR HIGH,Mathematics,0.50
2017,SAGE,ALPINE DISTRICT,CANYON VIEW JR HIGH,Mathematics,0.51
2017,SAGE,ALPINE DISTRICT,CANYON VIEW JR HIGH,Mathematics,0.50
2017,SAGE,ALPINE DISTRICT,AMERICAN FORK JR HIGH,Mathematics,0.51
2017,SAGE,ALPINE DISTRICT,OREM JR HIGH,Mathematics,0.27
2017,SAGE,ALPINE DISTRICT,OAK CANYON JR HIGH,Mathematics,0.57
2017,SAGE,ALPINE DISTRICT,MOUNTAIN RIDGE JR HIGH,Mathematics,0.60
2017,SAGE,ALPINE DISTRICT,LAKERIDGE JR HIGH,Mathematics,0.41
2017,SAGE,ALPINE DISTRICT,PLEASANT GROVE JR HIGH,Mathematics,0.50
2017,SAGE,ALPINE DISTRICT,WILLOWCREEK MIDDLE,Mathematics,0.58
2017,SAGE,ALPINE DISTRICT,TIMBERLINE MIDDLE,Mathematics,0.57
2017,SAGE,ALPINE DISTRICT,VISTA HEIGHTS MIDDLE,Mathematics,0.71
2017,SAGE,ALPINE DISTRICT,FRONTIER MIDDLE SCHOOL,Mathematics,0.42
2017,SAGE,ALPINE DISTRICT,WESTLAKE HIGH,Mathematics,0.50
2017,SAGE,ALPINE DISTRICT,LEHI HIGH,Mathematics,0.30
2017,SAGE,ALPINE DISTRICT,LONE PEAK HIGH,Mathematics,0.45
2017,SAGE,ALPINE DISTRICT,AMERICAN FORK HIGH,Mathematics,0.42
2017,SAGE,ALPINE DISTRICT,PLEASANT GROVE HIGH,Mathematics,0.42
2017,SAGE,ALPINE DISTRICT,TIMPANOGOS HIGH,Mathematics,0.40
2017,SAGE,ALPINE DISTRICT,MOUNTAIN VIEW HIGH,Mathematics,0.45
2017,SAGE,ALPINE DISTRICT,OREM HIGH,Mathematics,0.36
2017,SAGE,ALPINE DISTRICT,TIMPANOGOS HIGH,Mathematics,0.69
2017,SAGE,ALPINE DISTRICT,PLEASANT GROVE HIGH,Mathematics,0.75
2017,SAGE,ALPINE DISTRICT,AMERICAN FORK HIGH,Mathematics,0.70
2017,SAGE,ALPINE DISTRICT,LONE PEAK HIGH,Mathematics,0.80
2017,SAGE,ALPINE DISTRICT,WESTLAKE HIGH,Mathematics,0.89
2017,SAGE,ALPINE DISTRICT,NORTH POINT SCHOOL,Science,0.58
2017,SAGE,ALPINE DISTRICT,RIDGELINE SCHOOL,Science,0.55
2017,SAGE,ALPINE DISTRICT,HIDDEN HOLLOW SCHOOL,Science,0.81
2017,SAGE,ALPINE DISTRICT,SAGE HILLS SCHOOL,Science,0.50
2017,SAGE,ALPINE DISTRICT,MOUNTAIN TRAILS SCHOOL,Science,0.34
2017,SAGE,ALPINE DISTRICT,TRAVERSE MOUNTAIN SCHOOL,Science,0.55
2017,SAGE,ALPINE DISTRICT,DRY CREEK SCHOOL,Science,0.56
2017,SAGE,ALPINE DISTRICT,RIVERVIEW SCHOOL,Science,0.50
2017,SAGE,ALPINE DISTRICT,THUNDER RIDGE SCHOOL,Science,0.42
2017,SAGE,ALPINE DISTRICT,BLACK RIDGE SCHOOL,Science,0.51
2017,SAGE,ALPINE DISTRICT,RIVER ROCK SCHOOL,Science,0.77
2017,SAGE,ALPINE DISTRICT,SPRINGSIDE SCHOOL,Science,0.58
2017,SAGE,ALPINE DISTRICT,FOOTHILL SCHOOL,Science,0.57
2017,SAGE,ALPINE DISTRICT,MOUNT MAHOGANY SCHOOL,Science,0.48
2017,SAGE,ALPINE DISTRICT,SNOW SPRINGS SCHOOL,Science,0.69
2017,SAGE,ALPINE DISTRICT,WESTFIELD SCHOOL,Science,0.83
2017,SAGE,ALPINE DISTRICT,DEERFIELD SCHOOL,Science,0.68
2017,SAGE,ALPINE DISTRICT,PONY EXPRESS SCHOOL,Science,0.36
2017,SAGE,ALPINE DISTRICT,FREEDOM SCHOOL,Science,0.67
2017,SAGE,ALPINE DISTRICT,SARATOGA SHORES SCHOOL,Science,0.41
2017,SAGE,ALPINE DISTRICT,EAGLE VALLEY SCHOOL,Science,0.40
2017,SAGE,ALPINE DISTRICT,FOX HOLLOW SCHOOL,Science,0.64
2017,SAGE,ALPINE DISTRICT,HARVEST SCHOOL,Science,0.51
2017,SAGE,ALPINE DISTRICT,WESTMORE SCHOOL,Science,0.53
2017,SAGE,ALPINE DISTRICT,WINDSOR SCHOOL,Science,0.49
2017,SAGE,ALPINE DISTRICT,ALPINE SCHOOL,Science,0.65
2017,SAGE,ALPINE DISTRICT,ASPEN SCHOOL,Science,0.60
2017,SAGE,ALPINE DISTRICT,BARRATT SCHOOL,Science,0.45
2017,SAGE,ALPINE DISTRICT,BONNEVILLE SCHOOL,Science,0.51
2017,SAGE,ALPINE DISTRICT,CASCADE SCHOOL,Science,0.67
2017,SAGE,ALPINE DISTRICT,CEDAR RIDGE SCHOOL,Science,0.70
2017,SAGE,ALPINE DISTRICT,CENTRAL SCHOOL,Science,0.42
2017,SAGE,ALPINE DISTRICT,CHERRY HILL SCHOOL,Science,0.16
2017,SAGE,ALPINE DISTRICT,EAGLECREST SCHOOL,Science,0.67
2017,SAGE,ALPINE DISTRICT,FORBES SCHOOL,Science,0.33
2017,SAGE,ALPINE DISTRICT,GENEVA SCHOOL,Science,0.33
2017,SAGE,ALPINE DISTRICT,GREENWOOD SCHOOL,Science,0.64
2017,SAGE,ALPINE DISTRICT,GROVECREST SCHOOL,Science,0.47
2017,SAGE,ALPINE DISTRICT,HIGHLAND SCHOOL,Science,0.67
2017,SAGE,ALPINE DISTRICT,HILLCREST SCHOOL,Science,0.68
2017,SAGE,ALPINE DISTRICT,LEGACY SCHOOL,Science,0.64
2017,SAGE,ALPINE DISTRICT,LEHI SCHOOL,Science,0.50
2017,SAGE,ALPINE DISTRICT,ORCHARD SCHOOL,Science,0.76
2017,SAGE,ALPINE DISTRICT,MEADOW SCHOOL,Science,0.56
2017,SAGE,ALPINE DISTRICT,NORTHRIDGE SCHOOL,Science,0.31
2017,SAGE,ALPINE DISTRICT,LINDON SCHOOL,Science,0.64
2017,SAGE,ALPINE DISTRICT,OREM SCHOOL,Science,0.61
2017,SAGE,ALPINE DISTRICT,SCERA PARK SCHOOL,Science,0.59
2017,SAGE,ALPINE DISTRICT,MANILA SCHOOL,Science,0.50
2017,SAGE,ALPINE DISTRICT,ROCKY MOUNTAIN SCHOOL,Science,0.54
2017,SAGE,ALPINE DISTRICT,SEGO LILY SCHOOL,Science,0.42
2017,SAGE,ALPINE DISTRICT,SHARON SCHOOL,Science,0.37
2017,SAGE,ALPINE DISTRICT,SHELLEY SCHOOL,Science,0.60
