year,test,LEA,school,subject,proficiency
2016,SAGE,WEBER DISTRICT,NORTH OGDEN SCHOOL,Mathematics,0.75
2016,SAGE,WEBER DISTRICT,NORTH OGDEN SCHOOL,Mathematics,0.47
2016,SAGE,WEBER DISTRICT,NORTH OGDEN SCHOOL,Mathematics,0.40
2016,SAGE,WEBER DISTRICT,NORTH OGDEN SCHOOL,Mathematics,0.29
2016,SAGE,WEBER DISTRICT,NORTH OGDEN SCHOOL,Science,0.45
2016,SAGE,WEBER DISTRICT,NORTH OGDEN SCHOOL,Science,0.48
2016,SAGE,WEBER DISTRICT,NORTH OGDEN SCHOOL,Science,0.49
2016,SAGE,WEBER DISTRICT,NORTH PARK SCHOOL,English Language Arts,0.32
2016,SAGE,WEBER DISTRICT,NORTH PARK SCHOOL,English Language Arts,0.23
2016,SAGE,WEBER DISTRICT,NORTH PARK SCHOOL,English Language Arts,0.23
2016,SAGE,WEBER DISTRICT,NORTH PARK SCHOOL,English Language Arts,0.13
2016,SAGE,WEBER DISTRICT,NORTH PARK SCHOOL,Mathematics,0.29
2016,SAGE,WEBER DISTRICT,NORTH PARK SCHOOL,Mathematics,0.35
2016,SAGE,WEBER DISTRICT,NORTH PARK SCHOOL,Mathematics,0.54
2016,SAGE,WEBER DISTRICT,NORTH PARK SCHOOL,Mathematics,0.17
2016,SAGE,WEBER DISTRICT,NORTH PARK SCHOOL,Science,0.20
2016,SAGE,WEBER DISTRICT,NORTH PARK SCHOOL,Science,0.44
2016,SAGE,WEBER DISTRICT,NORTH PARK SCHOOL,Science,0.30
2016,SAGE,WEBER DISTRICT,ORION JR HIGH,English Language Arts,0.44
2016,SAGE,WEBER DISTRICT,ORION JR HIGH,English Language Arts,0.43
2016,SAGE,WEBER DISTRICT,ORION JR HIGH,English Language Arts,0.46
2016,SAGE,WEBER DISTRICT,ORION JR HIGH,Mathematics,0.53
2016,SAGE,WEBER DISTRICT,ORION JR HIGH,Mathematics,0.46
2016,SAGE,WEBER DISTRICT,ORION JR HIGH,Mathematics,0.50
2016,SAGE,WEBER DISTRICT,ORION JR HIGH,Science,0.57
2016,SAGE,WEBER DISTRICT,ORION JR HIGH,Science,0.61
2016,SAGE,WEBER DISTRICT,ORION JR HIGH,Science,0.54
2016,SAGE,WEBER DISTRICT,ORION JR HIGH,Science,0.58
2016,SAGE,WEBER DISTRICT,PIONEER SCHOOL,English Language Arts,0.54
2016,SAGE,WEBER DISTRICT,PIONEER SCHOOL,English Language Arts,0.48
2016,SAGE,WEBER DISTRICT,PIONEER SCHOOL,English Language Arts,0.52
2016,SAGE,WEBER DISTRICT,PIONEER SCHOOL,English Language Arts,0.29
2016,SAGE,WEBER DISTRICT,PIONEER SCHOOL,Mathematics,0.53
2016,SAGE,WEBER DISTRICT,PIONEER SCHOOL,Mathematics,0.41
2016,SAGE,WEBER DISTRICT,PIONEER SCHOOL,Mathematics,0.52
2016,SAGE,WEBER DISTRICT,PIONEER SCHOOL,Mathematics,0.18
2016,SAGE,WEBER DISTRICT,PIONEER SCHOOL,Science,0.44
2016,SAGE,WEBER DISTRICT,PIONEER SCHOOL,Science,0.51
2016,SAGE,WEBER DISTRICT,PIONEER SCHOOL,Science,0.26
2016,SAGE,WEBER DISTRICT,PLAIN CITY SCHOOL,English Language Arts,0.63
2016,SAGE,WEBER DISTRICT,PLAIN CITY SCHOOL,English Language Arts,0.44
2016,SAGE,WEBER DISTRICT,PLAIN CITY SCHOOL,English Language Arts,0.65
2016,SAGE,WEBER DISTRICT,PLAIN CITY SCHOOL,English Language Arts,0.69
2016,SAGE,WEBER DISTRICT,PLAIN CITY SCHOOL,Mathematics,0.75
2016,SAGE,WEBER DISTRICT,PLAIN CITY SCHOOL,Mathematics,0.57
2016,SAGE,WEBER DISTRICT,PLAIN CITY SCHOOL,Mathematics,0.64
2016,SAGE,WEBER DISTRICT,PLAIN CITY SCHOOL,Mathematics,0.64
2016,SAGE,WEBER DISTRICT,PLAIN CITY SCHOOL,Science,0.34
2016,SAGE,WEBER DISTRICT,PLAIN CITY SCHOOL,Science,0.65
2016,SAGE,WEBER DISTRICT,PLAIN CITY SCHOOL,Science,0.67
2016,SAGE,WEBER DISTRICT,RIVERDALE SCHOOL,English Language Arts,0.33
2016,SAGE,WEBER DISTRICT,RIVERDALE SCHOOL,English Language Arts,0.36
2016,SAGE,WEBER DISTRICT,RIVERDALE SCHOOL,English Language Arts,0.41
2016,SAGE,WEBER DISTRICT,RIVERDALE SCHOOL,English Language Arts,0.53
2016,SAGE,WEBER DISTRICT,RIVERDALE SCHOOL,Mathematics,0.33
2016,SAGE,WEBER DISTRICT,RIVERDALE SCHOOL,Mathematics,0.46
2016,SAGE,WEBER DISTRICT,RIVERDALE SCHOOL,Mathematics,0.43
2016,SAGE,WEBER DISTRICT,RIVERDALE SCHOOL,Mathematics,0.39
2016,SAGE,WEBER DISTRICT,RIVERDALE SCHOOL,Science,0.26
2016,SAGE,WEBER DISTRICT,RIVERDALE SCHOOL,Science,0.36
2016,SAGE,WEBER DISTRICT,RIVERDALE SCHOOL,Science,0.41
2016,SAGE,WEBER DISTRICT,ROCKY MOUNTAIN JR HIGH,English Language Arts,0.38
2016,SAGE,WEBER DISTRICT,ROCKY MOUNTAIN JR HIGH,English Language Arts,0.37
2016,SAGE,WEBER DISTRICT,ROCKY MOUNTAIN JR HIGH,English Language Arts,0.38
2016,SAGE,WEBER DISTRICT,ROCKY MOUNTAIN JR HIGH,Mathematics,0.44
2016,SAGE,WEBER DISTRICT,ROCKY MOUNTAIN JR HIGH,Mathematics,0.40
2016,SAGE,WEBER DISTRICT,ROCKY MOUNTAIN JR HIGH,Mathematics,0.57
2016,SAGE,WEBER DISTRICT,ROCKY MOUNTAIN JR HIGH,Science,0.41
2016,SAGE,WEBER DISTRICT,ROCKY MOUNTAIN JR HIGH,Science,0.47
2016,SAGE,WEBER DISTRICT,ROCKY MOUNTAIN JR HIGH,Science,0.52
2016,SAGE,WEBER DISTRICT,ROOSEVELT SCHOOL,English Language Arts,0.35
2016,SAGE,WEBER DISTRICT,ROOSEVELT SCHOOL,English Language Arts,0.40
2016,SAGE,WEBER DISTRICT,ROOSEVELT SCHOOL,English Language Arts,0.24
2016,SAGE,WEBER DISTRICT,ROOSEVELT SCHOOL,English Language Arts,0.34
2016,SAGE,WEBER DISTRICT,ROOSEVELT SCHOOL,Mathematics,0.33
2016,SAGE,WEBER DISTRICT,ROOSEVELT SCHOOL,Mathematics,0.45
2016,SAGE,WEBER DISTRICT,ROOSEVELT SCHOOL,Mathematics,0.22
2016,SAGE,WEBER DISTRICT,ROOSEVELT SCHOOL,Mathematics,0.34
2016,SAGE,WEBER DISTRICT,ROOSEVELT SCHOOL,Science,0.48
2016,SAGE,WEBER DISTRICT,ROOSEVELT SCHOOL,Science,0.25
2016,SAGE,WEBER DISTRICT,ROOSEVELT SCHOOL,Science,0.39
2016,SAGE,WEBER DISTRICT,ROY HIGH,English Language Arts,0.33
2016,SAGE,WEBER DISTRICT,ROY HIGH,English Language Arts,0.21
2016,SAGE,WEBER DISTRICT,ROY HIGH,Mathematics,0.20
2016,SAGE,WEBER DISTRICT,ROY HIGH,Mathematics,0.35
2016,SAGE,WEBER DISTRICT,ROY HIGH,Science,0.30
2016,SAGE,WEBER DISTRICT,ROY HIGH,Science,0.45
2016,SAGE,WEBER DISTRICT,ROY HIGH,Science,0.16
2016,SAGE,WEBER DISTRICT,ROY JR HIGH,English Language Arts,0.25
2016,SAGE,WEBER DISTRICT,ROY JR HIGH,English Language Arts,0.25
2016,SAGE,WEBER DISTRICT,ROY JR HIGH,English Language Arts,0.25
2016,SAGE,WEBER DISTRICT,ROY JR HIGH,Mathematics,0.27
2016,SAGE,WEBER DISTRICT,ROY JR HIGH,Mathematics,0.29
2016,SAGE,WEBER DISTRICT,ROY JR HIGH,Mathematics,0.23
2016,SAGE,WEBER DISTRICT,ROY JR HIGH,Science,0.17
2016,SAGE,WEBER DISTRICT,ROY JR HIGH,Science,0.32
2016,SAGE,WEBER DISTRICT,ROY JR HIGH,Science,0.26
2016,SAGE,WEBER DISTRICT,ROY JR HIGH,Science,0.20
2016,SAGE,WEBER DISTRICT,ROY SCHOOL,English Language Arts,0.41
2016,SAGE,WEBER DISTRICT,ROY SCHOOL,English Language Arts,0.29
2016,SAGE,WEBER DISTRICT,ROY SCHOOL,English Language Arts,0.37
2016,SAGE,WEBER DISTRICT,ROY SCHOOL,English Language Arts,0.26
2016,SAGE,WEBER DISTRICT,ROY SCHOOL,Mathematics,0.44
2016,SAGE,WEBER DISTRICT,ROY SCHOOL,Mathematics,0.45
2016,SAGE,WEBER DISTRICT,ROY SCHOOL,Mathematics,0.38
2016,SAGE,WEBER DISTRICT,ROY SCHOOL,Mathematics,0.25
2016,SAGE,WEBER DISTRICT,ROY SCHOOL,Science,0.32
2016,SAGE,WEBER DISTRICT,ROY SCHOOL,Science,0.32
2016,SAGE,WEBER DISTRICT,ROY SCHOOL,Science,0.28
2016,SAGE,WEBER DISTRICT,SAND RIDGE JR HIGH,English Language Arts,0.36
2016,SAGE,WEBER DISTRICT,SAND RIDGE JR HIGH,English Language Arts,0.40
2016,SAGE,WEBER DISTRICT,SAND RIDGE JR HIGH,English Language Arts,0.44
2016,SAGE,WEBER DISTRICT,SAND RIDGE JR HIGH,Mathematics,0.39
2016,SAGE,WEBER DISTRICT,SAND RIDGE JR HIGH,Mathematics,0.27
2016,SAGE,WEBER DISTRICT,SAND RIDGE JR HIGH,Mathematics,0.29
2016,SAGE,WEBER DISTRICT,SAND RIDGE JR HIGH,Science,0.50
2016,SAGE,WEBER DISTRICT,SAND RIDGE JR HIGH,Science,0.41
2016,SAGE,WEBER DISTRICT,SAND RIDGE JR HIGH,Science,0.26
2016,SAGE,WEBER DISTRICT,SAND RIDGE JR HIGH,Science,0.52
2016,SAGE,WEBER DISTRICT,SNOWCREST JR HIGH,English Language Arts,0.46
2016,SAGE,WEBER DISTRICT,SNOWCREST JR HIGH,English Language Arts,0.35
2016,SAGE,WEBER DISTRICT,SNOWCREST JR HIGH,English Language Arts,0.41
2016,SAGE,WEBER DISTRICT,SNOWCREST JR HIGH,Mathematics,0.64
2016,SAGE,WEBER DISTRICT,SNOWCREST JR HIGH,Mathematics,0.40
2016,SAGE,WEBER DISTRICT,SNOWCREST JR HIGH,Mathematics,0.38
2016,SAGE,WEBER DISTRICT,SNOWCREST JR HIGH,Science,0.55
2016,SAGE,WEBER DISTRICT,SNOWCREST JR HIGH,Science,0.49
2016,SAGE,WEBER DISTRICT,SNOWCREST JR HIGH,Science,0.47
2016,SAGE,WEBER DISTRICT,SOUTH OGDEN JR HIGH,English Language Arts,0.33
2016,SAGE,WEBER DISTRICT,SOUTH OGDEN JR HIGH,English Language Arts,0.34
2016,SAGE,WEBER DISTRICT,SOUTH OGDEN JR HIGH,English Language Arts,0.35
2016,SAGE,WEBER DISTRICT,SOUTH OGDEN JR HIGH,Mathematics,0.37
2016,SAGE,WEBER DISTRICT,SOUTH OGDEN JR HIGH,Mathematics,0.32
2016,SAGE,WEBER DISTRICT,SOUTH OGDEN JR HIGH,Mathematics,0.41
2016,SAGE,WEBER DISTRICT,SOUTH OGDEN JR HIGH,Science,0.38
2016,SAGE,WEBER DISTRICT,SOUTH OGDEN JR HIGH,Science,0.51
2016,SAGE,WEBER DISTRICT,SOUTH OGDEN JR HIGH,Science,0.44
2016,SAGE,WEBER DISTRICT,SOUTH OGDEN JR HIGH,Science,0.53
2016,SAGE,WEBER DISTRICT,T.H. BELL JR HIGH,English Language Arts,0.21
2016,SAGE,WEBER DISTRICT,T.H. BELL JR HIGH,English Language Arts,0.26
2016,SAGE,WEBER DISTRICT,T.H. BELL JR HIGH,English Language Arts,0.31
2016,SAGE,WEBER DISTRICT,T.H. BELL JR HIGH,Mathematics,0.32
2016,SAGE,WEBER DISTRICT,T.H. BELL JR HIGH,Mathematics,0.21
2016,SAGE,WEBER DISTRICT,T.H. BELL JR HIGH,Mathematics,0.26
2016,SAGE,WEBER DISTRICT,T.H. BELL JR HIGH,Science,0.36
2016,SAGE,WEBER DISTRICT,T.H. BELL JR HIGH,Science,0.30
2016,SAGE,WEBER DISTRICT,T.H. BELL JR HIGH,Science,0.30
2016,SAGE,WEBER DISTRICT,T.H. BELL JR HIGH,Science,0.39
2016,SAGE,WEBER DISTRICT,TWO RIVERS HIGH,Science,0.09
2016,SAGE,WEBER DISTRICT,UINTAH SCHOOL,English Language Arts,0.41
2016,SAGE,WEBER DISTRICT,UINTAH SCHOOL,English Language Arts,0.37
2016,SAGE,WEBER DISTRICT,UINTAH SCHOOL,English Language Arts,0.44
2016,SAGE,WEBER DISTRICT,UINTAH SCHOOL,English Language Arts,0.42
2016,SAGE,WEBER DISTRICT,UINTAH SCHOOL,Mathematics,0.39
2016,SAGE,WEBER DISTRICT,UINTAH SCHOOL,Mathematics,0.36
2016,SAGE,WEBER DISTRICT,UINTAH SCHOOL,Mathematics,0.55
2016,SAGE,WEBER DISTRICT,UINTAH SCHOOL,Mathematics,0.33
2016,SAGE,WEBER DISTRICT,UINTAH SCHOOL,Science,0.33
2016,SAGE,WEBER DISTRICT,UINTAH SCHOOL,Science,0.45
2016,SAGE,WEBER DISTRICT,UINTAH SCHOOL,Science,0.53
2016,SAGE,WEBER DISTRICT,VALLEY SCHOOL,English Language Arts,0.70
2016,SAGE,WEBER DISTRICT,VALLEY SCHOOL,English Language Arts,0.55
2016,SAGE,WEBER DISTRICT,VALLEY SCHOOL,English Language Arts,0.54
2016,SAGE,WEBER DISTRICT,VALLEY SCHOOL,English Language Arts,0.54
2016,SAGE,WEBER DISTRICT,VALLEY SCHOOL,Mathematics,0.78
2016,SAGE,WEBER DISTRICT,VALLEY SCHOOL,Mathematics,0.76
2016,SAGE,WEBER DISTRICT,VALLEY SCHOOL,Mathematics,0.53
2016,SAGE,WEBER DISTRICT,VALLEY SCHOOL,Mathematics,0.52
2016,SAGE,WEBER DISTRICT,VALLEY SCHOOL,Science,0.69
2016,SAGE,WEBER DISTRICT,VALLEY SCHOOL,Science,0.47
2016,SAGE,WEBER DISTRICT,VALLEY SCHOOL,Science,0.59
2016,SAGE,WEBER DISTRICT,VALLEY VIEW SCHOOL,English Language Arts,0.32
2016,SAGE,WEBER DISTRICT,VALLEY VIEW SCHOOL,English Language Arts,0.34
2016,SAGE,WEBER DISTRICT,VALLEY VIEW SCHOOL,English Language Arts,0.36
2016,SAGE,WEBER DISTRICT,VALLEY VIEW SCHOOL,English Language Arts,0.39
2016,SAGE,WEBER DISTRICT,VALLEY VIEW SCHOOL,Mathematics,0.42
2016,SAGE,WEBER DISTRICT,VALLEY VIEW SCHOOL,Mathematics,0.50
2016,SAGE,WEBER DISTRICT,VALLEY VIEW SCHOOL,Mathematics,0.40
2016,SAGE,WEBER DISTRICT,VALLEY VIEW SCHOOL,Mathematics,0.44
2016,SAGE,WEBER DISTRICT,VALLEY VIEW SCHOOL,Science,0.36
2016,SAGE,WEBER DISTRICT,VALLEY VIEW SCHOOL,Science,0.31
2016,SAGE,WEBER DISTRICT,VALLEY VIEW SCHOOL,Science,0.35
2016,SAGE,WEBER DISTRICT,WAHLQUIST JR HIGH,English Language Arts,0.37
2016,SAGE,WEBER DISTRICT,WAHLQUIST JR HIGH,English Language Arts,0.32
2016,SAGE,WEBER DISTRICT,WAHLQUIST JR HIGH,English Language Arts,0.31
2016,SAGE,WEBER DISTRICT,WAHLQUIST JR HIGH,Mathematics,0.52
2016,SAGE,WEBER DISTRICT,WAHLQUIST JR HIGH,Mathematics,0.42
2016,SAGE,WEBER DISTRICT,WAHLQUIST JR HIGH,Mathematics,0.45
2016,SAGE,WEBER DISTRICT,WAHLQUIST JR HIGH,Science,0.45
2016,SAGE,WEBER DISTRICT,WAHLQUIST JR HIGH,Science,0.53
2016,SAGE,WEBER DISTRICT,WAHLQUIST JR HIGH,Science,0.48
2016,SAGE,WEBER DISTRICT,WAHLQUIST JR HIGH,Science,0.62
2016,SAGE,WEBER DISTRICT,WASHINGTON TERRACE SCHOOL,English Language Arts,0.35
2016,SAGE,WEBER DISTRICT,WASHINGTON TERRACE SCHOOL,English Language Arts,0.30
2016,SAGE,WEBER DISTRICT,WASHINGTON TERRACE SCHOOL,English Language Arts,0.40
2016,SAGE,WEBER DISTRICT,WASHINGTON TERRACE SCHOOL,English Language Arts,0.31
2016,SAGE,WEBER DISTRICT,WASHINGTON TERRACE SCHOOL,Mathematics,0.48
2016,SAGE,WEBER DISTRICT,WASHINGTON TERRACE SCHOOL,Mathematics,0.41
2016,SAGE,WEBER DISTRICT,WASHINGTON TERRACE SCHOOL,Mathematics,0.41
2016,SAGE,WEBER DISTRICT,WASHINGTON TERRACE SCHOOL,Mathematics,0.28
2016,SAGE,WEBER DISTRICT,WASHINGTON TERRACE SCHOOL,Science,0.27
2016,SAGE,WEBER DISTRICT,WASHINGTON TERRACE SCHOOL,Science,0.43
2016,SAGE,WEBER DISTRICT,WASHINGTON TERRACE SCHOOL,Science,0.28
2016,SAGE,WEBER DISTRICT,WEBER HIGH,English Language Arts,0.51
2016,SAGE,WEBER DISTRICT,WEBER HIGH,English Language Arts,0.43
2016,SAGE,WEBER DISTRICT,WEBER HIGH,Mathematics,0.42
2016,SAGE,WEBER DISTRICT,WEBER HIGH,Mathematics,0.48
2016,SAGE,WEBER DISTRICT,WEBER HIGH,Science,0.52
2016,SAGE,WEBER DISTRICT,WEBER HIGH,Science,0.80
2016,SAGE,WEBER DISTRICT,WEBER HIGH,Science,0.71
2016,SAGE,WEBER DISTRICT,WEST HAVEN SCHOOL,English Language Arts,0.40
2016,SAGE,WEBER DISTRICT,WEST HAVEN SCHOOL,English Language Arts,0.43
2016,SAGE,WEBER DISTRICT,WEST HAVEN SCHOOL,English Language Arts,0.51
2016,SAGE,WEBER DISTRICT,WEST HAVEN SCHOOL,English Language Arts,0.36
2016,SAGE,WEBER DISTRICT,WEST HAVEN SCHOOL,Mathematics,0.47
2016,SAGE,WEBER DISTRICT,WEST HAVEN SCHOOL,Mathematics,0.48
2016,SAGE,WEBER DISTRICT,WEST HAVEN SCHOOL,Mathematics,0.51
2016,SAGE,WEBER DISTRICT,WEST HAVEN SCHOOL,Mathematics,0.26
2016,SAGE,WEBER DISTRICT,WEST HAVEN SCHOOL,Science,0.50
2016,SAGE,WEBER DISTRICT,WEST HAVEN SCHOOL,Science,0.53
2016,SAGE,WEBER DISTRICT,WEST HAVEN SCHOOL,Science,0.42
2016,SAGE,WEBER DISTRICT,WEST WEBER SCHOOL,English Language Arts,0.41
2016,SAGE,WEBER DISTRICT,WEST WEBER SCHOOL,English Language Arts,0.33
2016,SAGE,WEBER DISTRICT,WEST WEBER SCHOOL,English Language Arts,0.40
2016,SAGE,WEBER DISTRICT,WEST WEBER SCHOOL,English Language Arts,0.22
2016,SAGE,WEBER DISTRICT,WEST WEBER SCHOOL,Mathematics,0.54
2016,SAGE,WEBER DISTRICT,WEST WEBER SCHOOL,Mathematics,0.72
2016,SAGE,WEBER DISTRICT,WEST WEBER SCHOOL,Mathematics,0.45
2016,SAGE,WEBER DISTRICT,WEST WEBER SCHOOL,Mathematics,0.31
2016,SAGE,WEBER DISTRICT,WEST WEBER SCHOOL,Science,0.57
2016,SAGE,WEBER DISTRICT,WEST WEBER SCHOOL,Science,0.62
2016,SAGE,WEBER DISTRICT,WEST WEBER SCHOOL,Science,0.37
2016,SAGE,WEILENMANN SCHOOL OF DISCOVERY,WEILENMANN SCHOOL OF DISCOVERY,English Language Arts,0.54
2016,SAGE,WEILENMANN SCHOOL OF DISCOVERY,WEILENMANN SCHOOL OF DISCOVERY,English Language Arts,0.56
2016,SAGE,WEILENMANN SCHOOL OF DISCOVERY,WEILENMANN SCHOOL OF DISCOVERY,English Language Arts,0.54
2016,SAGE,WEILENMANN SCHOOL OF DISCOVERY,WEILENMANN SCHOOL OF DISCOVERY,English Language Arts,0.65
2016,SAGE,WEILENMANN SCHOOL OF DISCOVERY,WEILENMANN SCHOOL OF DISCOVERY,English Language Arts,0.61
2016,SAGE,WEILENMANN SCHOOL OF DISCOVERY,WEILENMANN SCHOOL OF DISCOVERY,Mathematics,0.58
2016,SAGE,WEILENMANN SCHOOL OF DISCOVERY,WEILENMANN SCHOOL OF DISCOVERY,Mathematics,0.39
2016,SAGE,WEILENMANN SCHOOL OF DISCOVERY,WEILENMANN SCHOOL OF DISCOVERY,Mathematics,0.63
2016,SAGE,WEILENMANN SCHOOL OF DISCOVERY,WEILENMANN SCHOOL OF DISCOVERY,Mathematics,0.29
2016,SAGE,WEILENMANN SCHOOL OF DISCOVERY,WEILENMANN SCHOOL OF DISCOVERY,Mathematics,0.66
2016,SAGE,WEILENMANN SCHOOL OF DISCOVERY,WEILENMANN SCHOOL OF DISCOVERY,Science,0.33
2016,SAGE,WEILENMANN SCHOOL OF DISCOVERY,WEILENMANN SCHOOL OF DISCOVERY,Science,0.51
2016,SAGE,WEILENMANN SCHOOL OF DISCOVERY,WEILENMANN SCHOOL OF DISCOVERY,Science,0.60
2016,SAGE,WEILENMANN SCHOOL OF DISCOVERY,WEILENMANN SCHOOL OF DISCOVERY,Science,0.56
2015,SAGE,ACADEMY FOR MATH ENGINEERING & SCIENCE,ACADEMY FOR MATH ENGINEERING & SCIENCE,English Language Arts,0.75
2015,SAGE,ACADEMY FOR MATH ENGINEERING & SCIENCE,ACADEMY FOR MATH ENGINEERING & SCIENCE,English Language Arts,0.63
2015,SAGE,ACADEMY FOR MATH ENGINEERING & SCIENCE,ACADEMY FOR MATH ENGINEERING & SCIENCE,English Language Arts,0.69
2015,SAGE,ACADEMY FOR MATH ENGINEERING & SCIENCE,ACADEMY FOR MATH ENGINEERING & SCIENCE,Mathematics,0.48
2015,SAGE,ACADEMY FOR MATH ENGINEERING & SCIENCE,ACADEMY FOR MATH ENGINEERING & SCIENCE,Mathematics,0.53
2015,SAGE,ACADEMY FOR MATH ENGINEERING & SCIENCE,ACADEMY FOR MATH ENGINEERING & SCIENCE,Mathematics,0.69
2015,SAGE,ACADEMY FOR MATH ENGINEERING & SCIENCE,ACADEMY FOR MATH ENGINEERING & SCIENCE,Science,0.66
2015,SAGE,ACADEMY FOR MATH ENGINEERING & SCIENCE,ACADEMY FOR MATH ENGINEERING & SCIENCE,Science,0.64
2015,SAGE,ACADEMY FOR MATH ENGINEERING & SCIENCE,ACADEMY FOR MATH ENGINEERING & SCIENCE,Science,0.45
2015,SAGE,ACADEMY FOR MATH ENGINEERING & SCIENCE,ACADEMY FOR MATH ENGINEERING & SCIENCE,Science,0.47
2015,SAGE,ALIANZA ACADEMY,ALIANZA ACADEMY,English Language Arts,0.12
2015,SAGE,ALIANZA ACADEMY,ALIANZA ACADEMY,Mathematics,0.07
2015,SAGE,ALIANZA ACADEMY,ALIANZA ACADEMY,Science,0.07
2015,SAGE,ALPINE DISTRICT,ALPINE SCHOOL,English Language Arts,0.72
2015,SAGE,ALPINE DISTRICT,ALPINE SCHOOL,English Language Arts,0.46
2015,SAGE,ALPINE DISTRICT,ALPINE SCHOOL,English Language Arts,0.58
2015,SAGE,ALPINE DISTRICT,ALPINE SCHOOL,English Language Arts,0.48
2015,SAGE,ALPINE DISTRICT,ALPINE SCHOOL,Mathematics,0.70
2015,SAGE,ALPINE DISTRICT,ALPINE SCHOOL,Mathematics,0.55
2015,SAGE,ALPINE DISTRICT,ALPINE SCHOOL,Mathematics,0.63
2015,SAGE,ALPINE DISTRICT,ALPINE SCHOOL,Mathematics,0.42
2015,SAGE,ALPINE DISTRICT,ALPINE SCHOOL,Science,0.68
2015,SAGE,ALPINE DISTRICT,ALPINE SCHOOL,Science,0.68
2015,SAGE,ALPINE DISTRICT,ALPINE SCHOOL,Science,0.53
2015,SAGE,ALPINE DISTRICT,AMERICAN FORK HIGH,English Language Arts,0.52
2015,SAGE,ALPINE DISTRICT,AMERICAN FORK HIGH,English Language Arts,0.51
2015,SAGE,ALPINE DISTRICT,AMERICAN FORK HIGH,Mathematics,0.15
2015,SAGE,ALPINE DISTRICT,AMERICAN FORK HIGH,Mathematics,0.46
2015,SAGE,ALPINE DISTRICT,AMERICAN FORK HIGH,Mathematics,0.68
2015,SAGE,ALPINE DISTRICT,AMERICAN FORK HIGH,Science,0.42
2015,SAGE,ALPINE DISTRICT,AMERICAN FORK HIGH,Science,0.83
2015,SAGE,ALPINE DISTRICT,AMERICAN FORK HIGH,Science,0.56
2015,SAGE,ALPINE DISTRICT,AMERICAN FORK HIGH,Science,0.67
2015,SAGE,ALPINE DISTRICT,AMERICAN FORK JR HIGH,English Language Arts,0.54
2015,SAGE,ALPINE DISTRICT,AMERICAN FORK JR HIGH,English Language Arts,0.53
2015,SAGE,ALPINE DISTRICT,AMERICAN FORK JR HIGH,English Language Arts,0.58
2015,SAGE,ALPINE DISTRICT,AMERICAN FORK JR HIGH,Mathematics,0.61
2015,SAGE,ALPINE DISTRICT,AMERICAN FORK JR HIGH,Mathematics,0.57
2015,SAGE,ALPINE DISTRICT,AMERICAN FORK JR HIGH,Mathematics,0.51
2015,SAGE,ALPINE DISTRICT,AMERICAN FORK JR HIGH,Science,0.59
2015,SAGE,ALPINE DISTRICT,AMERICAN FORK JR HIGH,Science,0.60
2015,SAGE,ALPINE DISTRICT,AMERICAN FORK JR HIGH,Science,0.60
2015,SAGE,ALPINE DISTRICT,AMERICAN FORK JR HIGH,Science,0.51
2015,SAGE,ALPINE DISTRICT,ASPEN SCHOOL,English Language Arts,0.40
2015,SAGE,ALPINE DISTRICT,ASPEN SCHOOL,English Language Arts,0.33
2015,SAGE,ALPINE DISTRICT,ASPEN SCHOOL,English Language Arts,0.48
2015,SAGE,ALPINE DISTRICT,ASPEN SCHOOL,English Language Arts,0.40
2015,SAGE,ALPINE DISTRICT,ASPEN SCHOOL,Mathematics,0.49
2015,SAGE,ALPINE DISTRICT,ASPEN SCHOOL,Mathematics,0.46
2015,SAGE,ALPINE DISTRICT,ASPEN SCHOOL,Mathematics,0.51
2015,SAGE,ALPINE DISTRICT,ASPEN SCHOOL,Mathematics,0.30
2015,SAGE,ALPINE DISTRICT,ASPEN SCHOOL,Science,0.19
2015,SAGE,ALPINE DISTRICT,ASPEN SCHOOL,Science,0.59
2015,SAGE,ALPINE DISTRICT,ASPEN SCHOOL,Science,0.34
2015,SAGE,ALPINE DISTRICT,BARRATT SCHOOL,English Language Arts,0.51
2015,SAGE,ALPINE DISTRICT,BARRATT SCHOOL,English Language Arts,0.34
2015,SAGE,ALPINE DISTRICT,BARRATT SCHOOL,English Language Arts,0.61
2015,SAGE,ALPINE DISTRICT,BARRATT SCHOOL,English Language Arts,0.55
2015,SAGE,ALPINE DISTRICT,BARRATT SCHOOL,Mathematics,0.55
2015,SAGE,ALPINE DISTRICT,BARRATT SCHOOL,Mathematics,0.51
2015,SAGE,ALPINE DISTRICT,BARRATT SCHOOL,Mathematics,0.67
2015,SAGE,ALPINE DISTRICT,BARRATT SCHOOL,Mathematics,0.54
2015,SAGE,ALPINE DISTRICT,BARRATT SCHOOL,Science,0.40
2015,SAGE,ALPINE DISTRICT,BARRATT SCHOOL,Science,0.77
2015,SAGE,ALPINE DISTRICT,BARRATT SCHOOL,Science,0.58
2015,SAGE,ALPINE DISTRICT,BLACK RIDGE SCHOOL,English Language Arts,0.45
2015,SAGE,ALPINE DISTRICT,BLACK RIDGE SCHOOL,English Language Arts,0.45
2015,SAGE,ALPINE DISTRICT,BLACK RIDGE SCHOOL,English Language Arts,0.40
2015,SAGE,ALPINE DISTRICT,BLACK RIDGE SCHOOL,English Language Arts,0.52
2015,SAGE,ALPINE DISTRICT,BLACK RIDGE SCHOOL,Mathematics,0.48
