year,test,school,LEA,LEA_ID,subject,proficiency
2021,RISE,West High,Salt Lake District,1107,English Language Arts,0.875
2021,RISE,West High,Salt Lake District,1107,Mathematics,0.646552
2021,RISE,West High,Salt Lake District,1107,Science,0.858065
2021,RISE,West High,Salt Lake District,1107,English Language Arts,0.491925
2021,RISE,West High,Salt Lake District,1107,Mathematics,0.209722
2021,RISE,West High,Salt Lake District,1107,Science,0.322235
2021,RISE,Whittier School,Salt Lake District,1107,English Language Arts,0.472924
2021,RISE,Whittier School,Salt Lake District,1107,Mathematics,0.418519
2021,RISE,Whittier School,Salt Lake District,1107,Science,0.454128
2021,RISE,Salt Lake School for the Performing Arts,Salt Lake School for the Performing Arts,185696,English Language Arts,0.583333
2021,RISE,Salt Lake School for the Performing Arts,Salt Lake School for the Performing Arts,185696,Mathematics,0.213115
2021,RISE,Salt Lake School for the Performing Arts,Salt Lake School for the Performing Arts,185696,Science,0.272727
2021,RISE,Albert R. Lyman Middle,San Juan District,880,English Language Arts,0.392308
2021,RISE,Albert R. Lyman Middle,San Juan District,880,Mathematics,0.36255
2021,RISE,Albert R. Lyman Middle,San Juan District,880,Science,0.5
2021,RISE,Blanding School,San Juan District,880,English Language Arts,0.370518
2021,RISE,Blanding School,San Juan District,880,Mathematics,0.404762
2021,RISE,Blanding School,San Juan District,880,Science,0.469512
2021,RISE,Monticello High,San Juan District,880,English Language Arts,0.614035
2021,RISE,Monticello High,San Juan District,880,Mathematics,0.672414
2021,RISE,Monticello High,San Juan District,880,Science,0.523077
2021,RISE,Monticello High,San Juan District,880,English Language Arts,0.575758
2021,RISE,Monticello High,San Juan District,880,Mathematics,0.548387
2021,RISE,Monticello High,San Juan District,880,Science,0.58209
2021,RISE,Monticello School,San Juan District,880,English Language Arts,0.398649
2021,RISE,Monticello School,San Juan District,880,Mathematics,0.550336
2021,RISE,Monticello School,San Juan District,880,Science,0.596154
2021,RISE,San Juan High,San Juan District,880,English Language Arts,0.431953
2021,RISE,San Juan High,San Juan District,880,Mathematics,0.305389
2021,RISE,San Juan High,San Juan District,880,Science,0.319767
2021,RISE,Scholar Academy,Scholar Academy,186353,English Language Arts,0.313725
2021,RISE,Scholar Academy,Scholar Academy,186353,Mathematics,0.27027
2021,RISE,Scholar Academy,Scholar Academy,186353,Science,0.389881
2021,RISE,Monroe School,Sevier District,900,English Language Arts,0.456349
2021,RISE,Monroe School,Sevier District,900,Mathematics,0.595238
2021,RISE,Monroe School,Sevier District,900,Science,0.52071
2021,RISE,North Sevier High,Sevier District,900,English Language Arts,0.414815
2021,RISE,North Sevier High,Sevier District,900,Mathematics,0.407692
2021,RISE,North Sevier High,Sevier District,900,Science,0.278195
2021,RISE,North Sevier Middle,Sevier District,900,English Language Arts,0.38914
2021,RISE,North Sevier Middle,Sevier District,900,Mathematics,0.436937
2021,RISE,North Sevier Middle,Sevier District,900,Science,0.502262
2021,RISE,Pahvant School,Sevier District,900,English Language Arts,0.495935
2021,RISE,Pahvant School,Sevier District,900,Mathematics,0.593496
2021,RISE,Pahvant School,Sevier District,900,Science,0.42
2021,RISE,Red Hills Middle,Sevier District,900,English Language Arts,0.437376
2021,RISE,Red Hills Middle,Sevier District,900,Mathematics,0.389662
2021,RISE,Red Hills Middle,Sevier District,900,Science,0.425703
2021,RISE,Richfield High,Sevier District,900,English Language Arts,0.377358
2021,RISE,Richfield High,Sevier District,900,Mathematics,0.381579
2021,RISE,Richfield High,Sevier District,900,Science,0.27451
2021,RISE,Salina School,Sevier District,900,English Language Arts,0.419048
2021,RISE,Salina School,Sevier District,900,Mathematics,0.57346
2021,RISE,Salina School,Sevier District,900,Science,0.51773
2021,RISE,South Sevier High,Sevier District,900,English Language Arts,0.401163
2021,RISE,South Sevier High,Sevier District,900,Mathematics,0.264368
2021,RISE,South Sevier High,Sevier District,900,Science,0.235955
2021,RISE,South Sevier Middle,Sevier District,900,English Language Arts,0.468354
2021,RISE,South Sevier Middle,Sevier District,900,Mathematics,0.4
2021,RISE,South Sevier Middle,Sevier District,900,Science,0.53481
2021,RISE,Soldier Hollow Charter School,Soldier Hollow Charter School,5495,English Language Arts,0.575916
2021,RISE,Soldier Hollow Charter School,Soldier Hollow Charter School,5495,Mathematics,0.513369
2021,RISE,Soldier Hollow Charter School,Soldier Hollow Charter School,5495,Science,0.568493
2021,RISE,Ephraim Middle,South Sanpete District,921,English Language Arts,0.43913
2021,RISE,Ephraim Middle,South Sanpete District,921,Mathematics,0.386463
2021,RISE,Ephraim Middle,South Sanpete District,921,Science,0.477419
2021,RISE,Ephraim School,South Sanpete District,921,English Language Arts,0.497959
2021,RISE,Ephraim School,South Sanpete District,921,Mathematics,0.609756
2021,RISE,Ephraim School,South Sanpete District,921,Science,0.542169
2021,RISE,Gunnison Valley High,South Sanpete District,921,English Language Arts,0.352941
2021,RISE,Gunnison Valley High,South Sanpete District,921,Mathematics,0.22807
2021,RISE,Gunnison Valley High,South Sanpete District,921,Science,0.194118
2021,RISE,Gunnison Valley Middle,South Sanpete District,921,English Language Arts,0.364407
2021,RISE,Gunnison Valley Middle,South Sanpete District,921,Mathematics,0.316239
2021,RISE,Gunnison Valley Middle,South Sanpete District,921,Science,0.480851
2021,RISE,Gunnison Valley School,South Sanpete District,921,English Language Arts,0.399103
2021,RISE,Gunnison Valley School,South Sanpete District,921,Mathematics,0.394619
2021,RISE,Gunnison Valley School,South Sanpete District,921,Science,0.421053
2021,RISE,Manti High,South Sanpete District,921,English Language Arts,0.432143
2021,RISE,Manti High,South Sanpete District,921,Mathematics,0.352518
2021,RISE,Manti High,South Sanpete District,921,Science,0.343629
2021,RISE,Manti School,South Sanpete District,921,English Language Arts,0.394872
2021,RISE,Manti School,South Sanpete District,921,Mathematics,0.438144
2021,RISE,Manti School,South Sanpete District,921,Science,0.434109
2021,RISE,Silver Summit Academy,South Summit District,930,Science,0.4
2021,RISE,South Summit High,South Summit District,930,English Language Arts,0.445455
2021,RISE,South Summit High,South Summit District,930,Mathematics,0.289474
2021,RISE,South Summit High,South Summit District,930,Science,0.267241
2021,RISE,South Summit Middle,South Summit District,930,English Language Arts,0.43913
2021,RISE,South Summit Middle,South Summit District,930,Mathematics,0.413043
2021,RISE,South Summit Middle,South Summit District,930,Science,0.504329
2021,RISE,South Summit School,South Summit District,930,English Language Arts,0.30531
2021,RISE,South Summit School,South Summit District,930,Mathematics,0.429204
2021,RISE,South Summit School,South Summit District,930,Science,0.338583
2021,RISE,Spectrum Academy - NSL,Spectrum Academy,185698,English Language Arts,0.220884
2021,RISE,Spectrum Academy - NSL,Spectrum Academy,185698,Mathematics,0.181416
2021,RISE,Spectrum Academy - NSL,Spectrum Academy,185698,Science,0.230047
2021,RISE,Spectrum Academy - NSL,Spectrum Academy,185698,English Language Arts,0.340659
2021,RISE,Spectrum Academy - NSL,Spectrum Academy,185698,Mathematics,0.0697674
2021,RISE,Spectrum Academy - NSL,Spectrum Academy,185698,Science,0.275862
2021,RISE,Spectrum Academy - Pleasant Grove,Spectrum Academy,185698,English Language Arts,0.301676
2021,RISE,Spectrum Academy - Pleasant Grove,Spectrum Academy,185698,Mathematics,0.221591
2021,RISE,Spectrum Academy - Pleasant Grove,Spectrum Academy,185698,Science,0.355705
2021,RISE,Spectrum Academy - Pleasant Grove,Spectrum Academy,185698,English Language Arts,0.245283
2021,RISE,Spectrum Academy - Pleasant Grove,Spectrum Academy,185698,Mathematics,0.109091
2021,RISE,Spectrum Academy - Pleasant Grove,Spectrum Academy,185698,Science,0.244898
2021,RISE,St. George Academy,St. George Academy,186431,English Language Arts,0.535211
2021,RISE,St. George Academy,St. George Academy,186431,Mathematics,0.313433
2021,RISE,St. George Academy,St. George Academy,186431,Science,0.428571
2021,RISE,Success DSU,Success Academy,165608,English Language Arts,0.673077
2021,RISE,Success DSU,Success Academy,165608,Science,0.634615
2021,RISE,Success SUU,Success Academy,165608,English Language Arts,0.847059
2021,RISE,Success SUU,Success Academy,165608,Mathematics,0.780488
2021,RISE,Success SUU,Success Academy,165608,Science,0.774194
2021,RISE,Summit Academy - Bluffdale,Summit Academy,125579,English Language Arts,0.374384
2021,RISE,Summit Academy - Bluffdale,Summit Academy,125579,Mathematics,0.460396
2021,RISE,Summit Academy - Bluffdale,Summit Academy,125579,Science,0.397163
2021,RISE,Summit Academy - Draper Campus,Summit Academy,125579,English Language Arts,0.529774
2021,RISE,Summit Academy - Draper Campus,Summit Academy,125579,Mathematics,0.532787
2021,RISE,Summit Academy - Draper Campus,Summit Academy,125579,Science,0.583744
2021,RISE,Summit Academy - Independence,Summit Academy,125579,English Language Arts,0.434938
2021,RISE,Summit Academy - Independence,Summit Academy,125579,Mathematics,0.453737
2021,RISE,Summit Academy - Independence,Summit Academy,125579,Science,0.517094
2021,RISE,Summit Academy High School,Summit Academy High School,186170,English Language Arts,0.541667
2021,RISE,Summit Academy High School,Summit Academy High School,186170,Mathematics,0.30102
2021,RISE,Summit Academy High School,Summit Academy High School,186170,Science,0.466346
2021,RISE,Syracuse Arts Academy - Antelope,Syracuse Arts Academy,185793,English Language Arts,0.445528
2021,RISE,Syracuse Arts Academy - Antelope,Syracuse Arts Academy,185793,Mathematics,0.486656
2021,RISE,Syracuse Arts Academy - Antelope,Syracuse Arts Academy,185793,Science,0.502793
2021,RISE,Syracuse Arts Academy - Antelope,Syracuse Arts Academy,185793,English Language Arts,0.530435
2021,RISE,Syracuse Arts Academy - Antelope,Syracuse Arts Academy,185793,Mathematics,0.581818
2021,RISE,Syracuse Arts Academy - Antelope,Syracuse Arts Academy,185793,Science,0.336207
2021,RISE,Syracuse Arts Academy - North,Syracuse Arts Academy,185793,English Language Arts,0.537688
2021,RISE,Syracuse Arts Academy - North,Syracuse Arts Academy,185793,Mathematics,0.527638
2021,RISE,Syracuse Arts Academy - North,Syracuse Arts Academy,185793,Science,0.59322
2021,RISE,Terra Academy,Terra Academy,186372,English Language Arts,0.274725
2021,RISE,Terra Academy,Terra Academy,186372,Mathematics,0.184502
2021,RISE,Terra Academy,Terra Academy,186372,Science,0.384956
2021,RISE,Terra Academy,Terra Academy,186372,English Language Arts,0.340426
2021,RISE,Terra Academy,Terra Academy,186372,Mathematics,0.183673
2021,RISE,Terra Academy,Terra Academy,186372,Science,0.282609
2021,RISE,The Center for Creativity Innovation and Discovery,The Center for Creativity Innovation and Discovery,186457,English Language Arts,0.382114
2021,RISE,The Center for Creativity Innovation and Discovery,The Center for Creativity Innovation and Discovery,186457,Mathematics,0.205761
2021,RISE,The Center for Creativity Innovation and Discovery,The Center for Creativity Innovation and Discovery,186457,Science,0.395833
2021,RISE,Thomas Edison - North,Thomas Edison,35538,English Language Arts,0.443366
2021,RISE,Thomas Edison - North,Thomas Edison,35538,Mathematics,0.485342
2021,RISE,Thomas Edison - North,Thomas Edison,35538,Science,0.505747
2021,RISE,Thomas Edison - South,Thomas Edison,35538,English Language Arts,0.532847
2021,RISE,Thomas Edison - South,Thomas Edison,35538,Mathematics,0.549637
2021,RISE,Thomas Edison - South,Thomas Edison,35538,Science,0.570621
2021,RISE,Timpanogos Academy,Timpanogos Academy,35539,English Language Arts,0.358779
2021,RISE,Timpanogos Academy,Timpanogos Academy,35539,Mathematics,0.51938
2021,RISE,Timpanogos Academy,Timpanogos Academy,35539,Science,0.340206
2021,RISE,Eureka School,Tintic District,940,English Language Arts,0.421053
2021,RISE,Eureka School,Tintic District,940,Mathematics,0.350877
2021,RISE,Eureka School,Tintic District,940,Science,0.55102
2021,RISE,Anna Smith School,Tooele District,947,English Language Arts,0.201835
2021,RISE,Anna Smith School,Tooele District,947,Mathematics,0.174312
2021,RISE,Anna Smith School,Tooele District,947,Science,0.311828
2021,RISE,Blue Peak High,Tooele District,947,English Language Arts,0.436853
2021,RISE,Blue Peak High,Tooele District,947,Mathematics,0.291391
2021,RISE,Blue Peak High,Tooele District,947,Science,0.336927
2021,RISE,Clarke N. Johnsen Jr High,Tooele District,947,English Language Arts,0.411517
2021,RISE,Clarke N. Johnsen Jr High,Tooele District,947,Mathematics,0.399429
2021,RISE,Clarke N. Johnsen Jr High,Tooele District,947,Science,0.546348
2021,RISE,Copper Canyon School,Tooele District,947,English Language Arts,0.223958
2021,RISE,Copper Canyon School,Tooele District,947,Mathematics,0.223958
2021,RISE,Copper Canyon School,Tooele District,947,Science,0.298611
2021,RISE,Grantsville High,Tooele District,947,English Language Arts,0.304
2021,RISE,Grantsville High,Tooele District,947,Mathematics,0.375959
2021,RISE,Grantsville High,Tooele District,947,Science,0.256614
2021,RISE,Grantsville Jr High,Tooele District,947,English Language Arts,0.340183
2021,RISE,Grantsville Jr High,Tooele District,947,Mathematics,0.513953
2021,RISE,Grantsville Jr High,Tooele District,947,Science,0.361111
2021,RISE,Grantsville School,Tooele District,947,English Language Arts,0.280576
2021,RISE,Grantsville School,Tooele District,947,Mathematics,0.26747
2021,RISE,Grantsville School,Tooele District,947,Science,0.401316
2021,RISE,Middle Canyon School,Tooele District,947,English Language Arts,0.363363
2021,RISE,Middle Canyon School,Tooele District,947,Mathematics,0.361194
2021,RISE,Middle Canyon School,Tooele District,947,Science,0.396887
2021,RISE,Northlake School,Tooele District,947,English Language Arts,0.272727
2021,RISE,Northlake School,Tooele District,947,Mathematics,0.338645
2021,RISE,Northlake School,Tooele District,947,Science,0.407609
2021,RISE,Old Mill School,Tooele District,947,English Language Arts,0.386293
2021,RISE,Old Mill School,Tooele District,947,Mathematics,0.40625
2021,RISE,Old Mill School,Tooele District,947,Science,0.416667
2021,RISE,Overlake School,Tooele District,947,English Language Arts,0.310105
2021,RISE,Overlake School,Tooele District,947,Mathematics,0.378947
2021,RISE,Overlake School,Tooele District,947,Science,0.344037
2021,RISE,Rose Springs School,Tooele District,947,English Language Arts,0.409283
2021,RISE,Rose Springs School,Tooele District,947,Mathematics,0.449153
2021,RISE,Rose Springs School,Tooele District,947,Science,0.52809
2021,RISE,Settlement Canyon School,Tooele District,947,English Language Arts,0.201493
2021,RISE,Settlement Canyon School,Tooele District,947,Mathematics,0.250936
2021,RISE,Settlement Canyon School,Tooele District,947,Science,0.36715
2021,RISE,Stansbury High,Tooele District,947,English Language Arts,0.456322
2021,RISE,Stansbury High,Tooele District,947,Mathematics,0.238543
2021,RISE,Stansbury High,Tooele District,947,Science,0.402339
2021,RISE,Stansbury Park School,Tooele District,947,English Language Arts,0.437751
2021,RISE,Stansbury Park School,Tooele District,947,Mathematics,0.453815
2021,RISE,Stansbury Park School,Tooele District,947,Science,0.606557
2021,RISE,Sterling School,Tooele District,947,English Language Arts,0.256484
2021,RISE,Sterling School,Tooele District,947,Mathematics,0.232558
2021,RISE,Sterling School,Tooele District,947,Science,0.33829
2021,RISE,Tooele High,Tooele District,947,English Language Arts,0.346045
2021,RISE,Tooele High,Tooele District,947,Mathematics,0.224894
2021,RISE,Tooele High,Tooele District,947,Science,0.27933
2021,RISE,Tooele Jr High,Tooele District,947,English Language Arts,0.290064
2021,RISE,Tooele Jr High,Tooele District,947,Mathematics,0.344498
2021,RISE,Tooele Jr High,Tooele District,947,Science,0.393027
2021,RISE,Wendover High,Tooele District,947,English Language Arts,0.213115
2021,RISE,Wendover High,Tooele District,947,Mathematics,0.209677
2021,RISE,Wendover High,Tooele District,947,Science,0.15625
2021,RISE,Wendover High,Tooele District,947,English Language Arts,0.184615
2021,RISE,Wendover High,Tooele District,947,Mathematics,0.0754717
2021,RISE,Wendover High,Tooele District,947,Science,0.129032
2021,RISE,West School,Tooele District,947,English Language Arts,0.429577
2021,RISE,West School,Tooele District,947,Mathematics,0.316901
2021,RISE,West School,Tooele District,947,Science,0.448598
2021,RISE,Willow School,Tooele District,947,English Language Arts,0.249412
2021,RISE,Willow School,Tooele District,947,Mathematics,0.220418
2021,RISE,Willow School,Tooele District,947,Science,0.324159
2021,RISE,Treeside Charter School,Treeside Charter School,186476,English Language Arts,0.304348
2021,RISE,Treeside Charter School,Treeside Charter School,186476,Mathematics,0.143885
2021,RISE,Treeside Charter School,Treeside Charter School,186476,Science,0.410526
2021,RISE,Ashley School,Uintah District,972,English Language Arts,0.187234
2021,RISE,Ashley School,Uintah District,972,Mathematics,0.32618
2021,RISE,Ashley School,Uintah District,972,Science,0.289474
2021,RISE,Davis School,Uintah District,972,English Language Arts,0.335
2021,RISE,Davis School,Uintah District,972,Mathematics,0.39801
2021,RISE,Davis School,Uintah District,972,Science,0.412587
2021,RISE,Discovery School,Uintah District,972,English Language Arts,0.409938
2021,RISE,Discovery School,Uintah District,972,Mathematics,0.521739
2021,RISE,Discovery School,Uintah District,972,Science,0.540909
2021,RISE,Eagle View School,Uintah District,972,English Language Arts,0.0952381
2021,RISE,Eagle View School,Uintah District,972,Mathematics,0.0846561
2021,RISE,Eagle View School,Uintah District,972,Science,0.0892857
2021,RISE,Lapoint School,Uintah District,972,English Language Arts,0.235294
2021,RISE,Lapoint School,Uintah District,972,Mathematics,0.21875
2021,RISE,Lapoint School,Uintah District,972,Science,0.16
2021,RISE,Maeser School,Uintah District,972,English Language Arts,0.423868
2021,RISE,Maeser School,Uintah District,972,Mathematics,0.497942
2021,RISE,Maeser School,Uintah District,972,Science,0.43871
2021,RISE,Naples School,Uintah District,972,English Language Arts,0.367347
2021,RISE,Naples School,Uintah District,972,Mathematics,0.390863
2021,RISE,Naples School,Uintah District,972,Science,0.360902
2021,RISE,Uintah High,Uintah District,972,English Language Arts,0.342541
2021,RISE,Uintah High,Uintah District,972,Mathematics,0.280946
2021,RISE,Uintah High,Uintah District,972,Science,0.253752
2021,RISE,Uintah Middle School,Uintah District,972,English Language Arts,0.423203
2021,RISE,Uintah Middle School,Uintah District,972,Mathematics,0.378151
2021,RISE,Uintah Middle School,Uintah District,972,Science,0.556465
2021,RISE,Uintah Online School,Uintah District,972,English Language Arts,0.240196
2021,RISE,Uintah Online School,Uintah District,972,Mathematics,0.123077
2021,RISE,Uintah Online School,Uintah District,972,Science,0.293478
2021,RISE,Vernal Middle,Uintah District,972,English Language Arts,0.376662
2021,RISE,Vernal Middle,Uintah District,972,Mathematics,0.365204
2021,RISE,Vernal Middle,Uintah District,972,Science,0.551263
2021,RISE,Utah Arts Academy,Utah Arts Academy,5496,English Language Arts,0.570093
2021,RISE,Utah Arts Academy,Utah Arts Academy,5496,Mathematics,0.203704
2021,RISE,Utah Arts Academy,Utah Arts Academy,5496,Science,0.196581
2021,RISE,Utah Career Path High School,Utah Career Path High School,186342,English Language Arts,0.4
2021,RISE,Utah Career Path High School,Utah Career Path High School,186342,Mathematics,0.170732
2021,RISE,Utah Career Path High School,Utah Career Path High School,186342,Science,0.234043
2021,RISE,Utah Connections Academy,Utah Connections Academy,186182,English Language Arts,0.429012
2021,RISE,Utah Connections Academy,Utah Connections Academy,186182,Mathematics,0.228571
2021,RISE,Utah Connections Academy,Utah Connections Academy,186182,Science,0.362676
2021,RISE,Utah Connections Academy,Utah Connections Academy,186182,English Language Arts,0.388235
2021,RISE,Utah Connections Academy,Utah Connections Academy,186182,Mathematics,0.211111
2021,RISE,Utah Connections Academy,Utah Connections Academy,186182,Science,0.215054
2021,RISE,Utah County Academy of Science,Utah County Academy of Science,160607,English Language Arts,0.82699
2021,RISE,Utah County Academy of Science,Utah County Academy of Science,160607,Mathematics,0.667832
2021,RISE,Utah County Academy of Science,Utah County Academy of Science,160607,Science,0.67
2021,RISE,Utah Military Academy,Utah Military Academy,186369,English Language Arts,0.186667
2021,RISE,Utah Military Academy,Utah Military Academy,186369,Mathematics,0.143885
2021,RISE,Utah Military Academy,Utah Military Academy,186369,Science,0.221477
2021,RISE,Utah Military Academy,Utah Military Academy,186369,English Language Arts,0.288732
2021,RISE,Utah Military Academy,Utah Military Academy,186369,Mathematics,0.100775
2021,RISE,Utah Military Academy,Utah Military Academy,186369,Science,0.205298
2021,RISE,Utah Military Academy - Camp Williams,Utah Military Academy,186369,English Language Arts,0.206897
2021,RISE,Utah Military Academy - Camp Williams,Utah Military Academy,186369,Mathematics,0.191304
2021,RISE,Utah Military Academy - Camp Williams,Utah Military Academy,186369,Science,0.194915
2021,RISE,Utah Military Academy - Camp Williams,Utah Military Academy,186369,English Language Arts,0.254545
2021,RISE,Utah Military Academy - Camp Williams,Utah Military Academy,186369,Mathematics,0.115789
2021,RISE,Utah Military Academy - Camp Williams,Utah Military Academy,186369,Science,0.213115
2021,RISE,Utah Virtual Academy,Utah Virtual Academy,186006,English Language Arts,0.298887
2021,RISE,Utah Virtual Academy,Utah Virtual Academy,186006,Mathematics,0.193237
2021,RISE,Utah Virtual Academy,Utah Virtual Academy,186006,Science,0.295539
2021,RISE,Utah Virtual Academy,Utah Virtual Academy,186006,English Language Arts,0.43
2021,RISE,Utah Virtual Academy,Utah Virtual Academy,186006,Mathematics,0.145729
2021,RISE,Utah Virtual Academy,Utah Virtual Academy,186006,Science,0.257009
2021,RISE,Valley Academy,Valley Academy,186279,English Language Arts,0.32971
2021,RISE,Valley Academy,Valley Academy,186279,Mathematics,0.263736
2021,RISE,Valley Academy,Valley Academy,186279,Science,0.375
2021,RISE,Vanguard Academy,Vanguard Academy,186380,English Language Arts,0.443662
2021,RISE,Vanguard Academy,Vanguard Academy,186380,Mathematics,0.65493
2021,RISE,Vanguard Academy,Vanguard Academy,186380,Science,0.496454
2021,RISE,Vanguard Academy,Vanguard Academy,186380,English Language Arts,0.38961
2021,RISE,Vanguard Academy,Vanguard Academy,186380,Mathematics,0.493421
2021,RISE,Vanguard Academy,Vanguard Academy,186380,Science,0.305732
2021,RISE,Venture Academy,Venture Academy,185874,English Language Arts,0.321569
2021,RISE,Venture Academy,Venture Academy,185874,Mathematics,0.235294
2021,RISE,Venture Academy,Venture Academy,185874,Science,0.374429
2021,RISE,Venture Academy,Venture Academy,185874,English Language Arts,0.390071
2021,RISE,Venture Academy,Venture Academy,185874,Mathematics,0.206349
2021,RISE,Venture Academy,Venture Academy,185874,Science,0.266667
2021,RISE,Vista School,Vista School,186115,English Language Arts,0.540663
2021,RISE,Vista School,Vista School,186115,Mathematics,0.352584
2021,RISE,Vista School,Vista School,186115,Science,0.540351
2021,RISE,Voyage Academy,Voyage Academy,186304,English Language Arts,0.342105
2021,RISE,Voyage Academy,Voyage Academy,186304,Mathematics,0.328947
2021,RISE,Voyage Academy,Voyage Academy,186304,Science,0.392241
2021,RISE,Walden School of Liberal Arts,Walden School of Liberal Arts,125582,English Language Arts,0.351852
2021,RISE,Walden School of Liberal Arts,Walden School of Liberal Arts,125582,Mathematics,0.245283
2021,RISE,Walden School of Liberal Arts,Walden School of Liberal Arts,125582,Science,0.426471
2021,RISE,Walden School of Liberal Arts,Walden School of Liberal Arts,125582,English Language Arts,0.6
2021,RISE,Walden School of Liberal Arts,Walden School of Liberal Arts,125582,Mathematics,0.261905
2021,RISE,Walden School of Liberal Arts,Walden School of Liberal Arts,125582,Science,0.326531
2021,RISE,Wallace Stegner Academy,Wallace Stegner Academy,186423,English Language Arts,0.362683
2021,RISE,Wallace Stegner Academy,Wallace Stegner Academy,186423,Mathematics,0.347072
2021,RISE,Wallace Stegner Academy,Wallace Stegner Academy,186423,Science,0.414063
2021,RISE,Daniels Canyon School,Wasatch District,992,English Language Arts,0.412186
2021,RISE,Daniels Canyon School,Wasatch District,992,Mathematics,0.464286
2021,RISE,Daniels Canyon School,Wasatch District,992,Science,0.4
2021,RISE,Heber Valley School,Wasatch District,992,English Language Arts,0.298319
2021,RISE,Heber Valley School,Wasatch District,992,Mathematics,0.184874
2021,RISE,Heber Valley School,Wasatch District,992,Science,0.298013
2021,RISE,J.R. Smith School,Wasatch District,992,English Language Arts,0.438247
2021,RISE,J.R. Smith School,Wasatch District,992,Mathematics,0.525896
2021,RISE,J.R. Smith School,Wasatch District,992,Science,0.325581
2021,RISE,Midway School,Wasatch District,992,English Language Arts,0.675676
2021,RISE,Midway School,Wasatch District,992,Mathematics,0.641892
2021,RISE,Midway School,Wasatch District,992,Science,0.676329
2021,RISE,Old Mill School,Wasatch District,992,English Language Arts,0.701087
2021,RISE,Old Mill School,Wasatch District,992,Mathematics,0.796196
2021,RISE,Old Mill School,Wasatch District,992,Science,0.666667
2021,RISE,Rocky Mountain Middle,Wasatch District,992,English Language Arts,0.506006
2021,RISE,Rocky Mountain Middle,Wasatch District,992,Mathematics,0.429185
2021,RISE,Rocky Mountain Middle,Wasatch District,992,Science,0.458716
2021,RISE,Timpanogos Middle School,Wasatch District,992,English Language Arts,0.508772
2021,RISE,Timpanogos Middle School,Wasatch District,992,Mathematics,0.455328
2021,RISE,Timpanogos Middle School,Wasatch District,992,Science,0.486218
2021,RISE,Wasatch High,Wasatch District,992,English Language Arts,0.470179
2021,RISE,Wasatch High,Wasatch District,992,Mathematics,0.383317
2021,RISE,Wasatch High,Wasatch District,992,Science,0.344828
2021,RISE,Wasatch Learning Academy,Wasatch District,992,English Language Arts,0.474227
2021,RISE,Wasatch Learning Academy,Wasatch District,992,Mathematics,0.259067
2021,RISE,Wasatch Learning Academy,Wasatch District,992,Science,0.433333
2021,RISE,Wasatch Peak Academy,Wasatch Peak Academy,165611,English Language Arts,0.512195
2021,RISE,Wasatch Peak Academy,Wasatch Peak Academy,165611,Mathematics,0.508065
2021,RISE,Wasatch Peak Academy,Wasatch Peak Academy,165611,Science,0.590643
2021,RISE,Wasatch Waldorf Charter School,Wasatch Waldorf Charter School,186421,English Language Arts,0.324251
2021,RISE,Wasatch Waldorf Charter School,Wasatch Waldorf Charter School,186421,Mathematics,0.167123
2021,RISE,Wasatch Waldorf Charter School,Wasatch Waldorf Charter School,186421,Science,0.318885
2021,RISE,Arrowhead School,Washington District,1002,English Language Arts,0.358362
2021,RISE,Arrowhead School,Washington District,1002,Mathematics,0.34471
2021,RISE,Arrowhead School,Washington District,1002,Science,0.391089
2021,RISE,Bloomington Hills School,Washington District,1002,English Language Arts,0.472222
2021,RISE,Bloomington Hills School,Washington District,1002,Mathematics,0.47619
2021,RISE,Bloomington Hills School,Washington District,1002,Science,0.4375
2021,RISE,Bloomington School,Washington District,1002,English Language Arts,0.480243
2021,RISE,Bloomington School,Washington District,1002,Mathematics,0.519878
2021,RISE,Bloomington School,Washington District,1002,Science,0.530806
2021,RISE,Coral Canyon School,Washington District,1002,English Language Arts,0.336735
2021,RISE,Coral Canyon School,Washington District,1002,Mathematics,0.281787
2021,RISE,Coral Canyon School,Washington District,1002,Science,0.44385
2021,RISE,Coral Cliffs School,Washington District,1002,English Language Arts,0.365385
2021,RISE,Coral Cliffs School,Washington District,1002,Mathematics,0.442308
2021,RISE,Crimson Cliffs High,Washington District,1002,English Language Arts,0.589577
2021,RISE,Crimson Cliffs High,Washington District,1002,Mathematics,0.494983
2021,RISE,Crimson Cliffs High,Washington District,1002,Science,0.576052
2021,RISE,Crimson Cliffs Middle,Washington District,1002,English Language Arts,0.612108
2021,RISE,Crimson Cliffs Middle,Washington District,1002,Mathematics,0.767296
2021,RISE,Crimson Cliffs Middle,Washington District,1002,Science,0.632479
2021,RISE,Crimson Cliffs Middle,Washington District,1002,English Language Arts,0.602906
2021,RISE,Crimson Cliffs Middle,Washington District,1002,Mathematics,0.705596
2021,RISE,Crimson Cliffs Middle,Washington District,1002,Science,0.503546
2021,RISE,Crimson View School,Washington District,1002,English Language Arts,0.695082
2021,RISE,Crimson View School,Washington District,1002,Mathematics,0.732673
2021,RISE,Crimson View School,Washington District,1002,Science,0.713592
2021,RISE,Desert Hills High,Washington District,1002,English Language Arts,0.577061
2021,RISE,Desert Hills High,Washington District,1002,Mathematics,0.485401
2021,RISE,Desert Hills High,Washington District,1002,Science,0.5
2021,RISE,Desert Hills Middle,Washington District,1002,English Language Arts,0.577778
2021,RISE,Desert Hills Middle,Washington District,1002,Mathematics,0.603627
