LEA,school,year,r_1100,r_1110,r_1111,r_1112,r_1113,r_1114,r_1115,r_1118,r_1124,r_1125,r_1128,r_1129,r_1134,r_1135,r_1136,r_1140,r_1154,r_1160,r_1162,r_1164,r_1174,r_1178,r_1184,r_1190,r_1199,r_1200,r_1300,r_1310,r_1320,r_1330,r_1340,r_1400,r_1410,r_1420,r_1440,r_1500,r_1510,r_1515,r_1540,r_1610,r_1620,r_1690,r_1700,r_1710,r_1720,r_1730,r_1740,r_1741,r_1742,r_1743,r_1744,r_1745,r_1746,r_1747,r_1748,r_1750,r_1760,r_1770,r_1780,r_1790,r_1800,r_1900,r_1910,r_1920,r_1930,r_1940,r_1950,r_1960,r_1965,r_1970,r_1980,r_1990,r_2000,r_3000,r_3005,r_3010,r_3013,r_3015,r_3020,r_3025,r_3100,r_3105,r_3110,r_3115,r_3120,r_3125,r_3128,r_3130,r_3155,r_3160,r_3200,r_3209,r_3210,r_3211,r_3212,r_3213,r_3215,r_3218,r_3220,r_3221,r_3230,r_3270,r_3300,r_3322,r_3336,r_3400,r_3405,r_3410,r_3415,r_3423,r_3435,r_3448,r_3467,r_3468,r_3470,r_3471,r_3477,r_3480,r_3500,r_3515,r_3520,r_3522,r_3555,r_3560,r_3600,r_3610,r_3612,r_3613,r_3635,r_3636,r_3637,r_3641,r_3646,r_3650,r_3655,r_3661,r_3687,r_3700,r_3701,r_3703,r_3704,r_3706,r_3708,r_3709,r_3710,r_3713,r_3714,r_3716,r_3717,r_3718,r_3719,r_3720,r_3721,r_3725,r_3760,r_3762,r_3764,r_3769,r_3770,r_3772,r_3774,r_3776,r_3780,r_3785,r_3795,r_3799,r_3800,r_3805,r_3807,r_3808,r_3810,r_3816,r_3851,r_3861,r_3862,r_3865,r_3866,r_3867,r_3868,r_3876,r_3878,r_3881,r_3882,r_3900,r_3990,r_5000,r_5100,r_5110,r_5120,r_5130,r_5140,r_5200,r_5210,r_5300,r_5400,r_5500,r_5600,r_5900,r_6100,r_6200,r_6300,r_6400
Davis District,Oak Hills School,2020.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,5450.0,,,,,,,,,2509.0,,,848.75,974.7,,,,4742.24,,10838.14,,,,,,,,,,,,,,,,,11507.5,,,,,,,,17226.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,594.0,,,,,,,,,,,,,,,,,,131.92,,,,,,,,,,,,,,,,,
Davis District,Oak Hills School,2021.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3102.0,,,61.8,736.95,,,,974.0,,1860.4,,,,,,,,,,,,,,,,1300.0,10620.5,,,,,,,,22254.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Davis District,Odyssey School,2018.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1350.0,,,,,,,,,1490.0,,,3809.27,3290.65,-39.6,,,5947.16,1320.0,8647.06,,,,,,,,,,,,,,,,175.0,12974.0,,,,,,,,9342.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Davis District,Odyssey School,2019.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2060.0,,,2901.21,4591.4,,,,6239.69,1145.0,10806.98,,,,,,,,,,,,,,,,330.0,6657.0,,,,,,,,2859.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,309.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Davis District,Odyssey School,2020.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3577.0,,,2049.3,4394.1,,,,6058.63,1005.0,5022.37,,,,,,,,,,,,,,,,90.0,9622.0,,,,,,,,467.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,392.0,,,,,,,,,,,,,,,,,,152.04,,,,,,,,,,,,,,,,,
Davis District,Odyssey School,2021.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3774.0,,,15.1,1419.3,,,,4647.16,985.0,5900.13,,,,,,,,,,,,,,,,1000.0,2456.0,,,,,,,,9532.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3670.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Davis District,Orchard School,2018.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2500.0,,,,,,,,,1740.0,,,5568.53,3995.2,-29.4,,,2507.75,1933.0,34228.45,,,,,,,,,,,,,,,,175.0,57825.0,,,,,,,,11378.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Davis District,Orchard School,2019.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,150.0,,,,,,,,,2940.0,,,3396.82,2632.95,,,,2293.17,1921.0,34855.0,,,,,,,,,,,,,,,,,19843.370000000003,,,,,,,,10886.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Davis District,Orchard School,2020.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,340.0,,,,,,,,,5052.0,,,1669.65,1506.25,20.0,,,1844.89,2104.0,46135.66,,,,,,,,,,,,,,,,215.61,8924.42,,,,,,,,4062.2000000000003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Davis District,Orchard School,2021.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,-277.0,,,,,,,,,5394.0,,,212.0,915.75,20.0,,,1987.38,1809.0,8520.82,,,,,,,,,,,,,,,,,14681.0,,,,,,,,7794.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Davis District,Parkside School,2018.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,600.0,,,,,,,,,1490.0,,,8300.51,1406.8,180.0,,,18982.95,,9715.74,,,,,,,,,,,,,,,,,1207.0,,,,,,,,2442.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Davis District,Parkside School,2019.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2310.0,,,4662.73,1345.5,453.8,,,8.0,,10021.92,,,,,,,,,,,,,,,,,4607.0,,,,,,,,1705.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Davis District,Parkside School,2020.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3537.0,,,2775.95,932.81,,,,18043.41,,5093.52,,,,,,,,,,,,,,,,,1369.5,,,,,,,,4955.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Davis District,Parkside School,2021.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3738.0,,,56.0,463.8,,,,1801.43,,3625.27,,,,,,,,,,,,,,,,,5077.07,,,,,,,,6447.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Davis District,Pioneer Adult Rehab Ctr.,2018.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2235.2,,,,,,,,,,,,,,,,,407562.63,,,,,,,,8295707.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Davis District,Reading School,2018.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1830.0,,,,,,,,,960.0,,,1879.56,3675.85,,,,490.84,438.0,10344.18,,,,,,,,,,,,,,,,,23960.61,,,,,,,,1096.3899999999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Davis District,Reading School,2019.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,150.0,,,,,,,,,1320.0,,,1926.15,2107.9,,,,595.14,318.0,9802.92,,,,,,,,,,,,,,,,,31026.43,,,,,,,,1472.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,184.06,,,,,,,,,,,,,,,,,
Davis District,Reading School,2020.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2178.0,,,1698.3,1486.45,,,,479.3,390.0,9115.3,,,,,,,,,,,,,,,,,13309.01,,,,,,,,6737.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,142.71,,,,,,,,,,,,,,,,,
Davis District,Reading School,2021.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2623.0,,,0.5,840.1,-7.0,,,297.91,312.0,322.88,,,,,,,,,,,,,,,,,9910.130000000001,,,,,,,,5967.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Davis District,Renaissance Academy,2018.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2000.0,,,,,,,,,170.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1010.0,,,,,,,,677.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Davis District,Renaissance Academy,2019.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,260.0,,,,,,,,,,280.0,,,,,,,,,,,,,,,,,1000.0,,,,,,,,485.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Davis District,Renaissance Academy,2020.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,402.0,,,,,,,,,,70.0,,,,,,,,,,,,,,,,,,,,,,,,,85.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Davis District,Renaissance Academy,2021.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,122.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2346.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5556.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Davis District,Sand Springs School,2018.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,9511.5,,,,,,,,,2910.0,,,6805.77,4301.6,,,,65.67,438.0,1050.59,,,,,,,,,,,,,,,,170.0,10615.15,,,,,,,,21080.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2227.6800000000003,,,,,,,,,,,,,,,,,,376.0,,,,,,,,,,,,,,,,,
Davis District,Sand Springs School,2019.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,9822.0,,,,,,,,,3610.0,,,3637.14,2500.35,,,,130.31,642.0,953.11,,,,,,,,,,,,,,,,400.0,7995.0,,,,,,,,19652.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1537.0,,,,,,,,,,,,,,,,,,354.74,,,,,,,,,,,,,,,,,
Davis District,Sand Springs School,2020.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,5870.0,,,,,,,,,5199.0,,,817.8,1700.1,0.2,,,87.98,558.0,385.7,,,,,,,,,,,,,,,,1590.0,8149.3099999999995,,,,,,,,15854.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,925.0,,,,,,,,,,,,,,,,,,642.99,,,,,,,,,,,,,,,,,
Davis District,Sand Springs School,2021.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,8140.0,,,,,,,,,4960.0,,,5.0,285.6,,,,463.43,432.0,332.92,,,,,,,,,,,,,,,,,24136.440000000002,,,,,,,,19987.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Davis District,Shoreline Junior High,2019.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1400.0,,15750.0,,,,,,,,,,,,,,,,,,,,,,,,,350.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Davis District,Shoreline Junior High,2020.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,3646.5,,,,,,,,,328.0,,,501.15,771.2,,,,24084.58,9625.0,171925.09,,,,,,,,,,,,,,,,,33270.14,,,,,,,,30196.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,294.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Davis District,Shoreline Junior High,2021.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,3227.33,,,,,,,,,6726.0,,,762.96,927.2,,,5795.0,33529.62,4874.5,206182.85,,,,,5156.25,,,,,,,,,,,6327.5,29302.94,,,,,,,,69398.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Davis District,Snow Horse School,2018.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1200.0,,,,,,,,,1350.0,,,2992.7,1113.95,56.0,,,117.94,4036.0,5010.72,,,,,,,,,,,,,,,,1765.0,42257.42,,,,,,,,18846.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Davis District,Snow Horse School,2019.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2290.0,,,1557.92,929.5,10.0,,,130.0,1380.0,4584.99,,,,,,,,,,,,,,,,660.0,24697.4,,,,,,,,19793.760000000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Davis District,Snow Horse School,2020.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3125.0,,,677.05,422.05,11.6,,,210.0,,981.0,,,,,,,,,,,,,,,,375.0,27795.5,,,,,,,,25168.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Davis District,Snow Horse School,2021.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3980.0,,,11.5,895.1,34.24,,,72.0,,189.74,,,,,,,,,,,,,,,,140.0,17697.510000000002,,,,,,,,41849.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Davis District,South Clearfield School,2018.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2310.0,,,6175.79,1821.55,-0.05,,,604.74,,86.0,,,,,,,,,,,,,,,,,19992.34,,,,,,,,27640.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,203.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Davis District,South Clearfield School,2019.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4940.0,,,6534.88,1634.28,-10.65,,,989.75,,422.0,,,,,,,,,,,,,,,,,1468.0,,,,,,,,19225.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1304.0,,,,,,,,,,,,,,,,,,354.74,,,,,,,,,,,,,,,,,
Davis District,South Clearfield School,2020.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6228.0,,,3744.91,1609.2,,,,1282.42,,1.0,,,,,,,,,,,,,,,,,24557.24,,,,,,,,13453.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,826.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Davis District,South Clearfield School,2021.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4636.0,,,133.2,939.2,12.0,,,1093.0,,76.0,,,,,,,,,,,,,,,,,12399.38,,,,,,,,15041.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,806.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Davis District,South Davis Jr High,2018.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,15601.18,,,,,,,,,3980.0,,,8048.95,481.7,,,,5195.6,1135.0,185336.89,,,,,,,,,,,,,,,,3380.0,13593.71,,,,,,,,29359.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,176.0,,,,,,,,,,,,,,,,,
Davis District,South Davis Jr High,2019.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,13339.25,,,,,,,,,5610.0,,,6825.35,1356.6,,,,3625.47,1658.5,171490.25,,,,,,,,,,,,,,,,5172.43,13944.75,,,,,,,,23955.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,150.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Davis District,South Davis Jr High,2020.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,7971.74,,,,,,,,,9411.0,,,6733.83,258.5,,,,11230.4,1311.0,158931.61,,,,,,,,,,,,,,,,2849.5,13896.210000000001,,,,,,,,28608.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Davis District,South Davis Jr High,2021.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,7976.92,,,,,,,,,8863.0,,,200.2,977.7,,,,11368.61,670.0,150747.64,,,,,,,,,,,,,,,,2237.5,15682.07,,,,,,,,51364.630000000005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Davis District,South Weber School,2018.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2606.0,,,,,,,,,1950.0,,,4870.77,2268.15,117.3,,,,295.0,341.93,,,,,,,,,,,,,,,,14590.4,88149.62,,,,,,,,28702.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Davis District,South Weber School,2019.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2522.0,,,,,,,,,2610.0,,,4359.37,1809.1,-1.0,,,,,342.34,,,,,,,,,,,,,,,,,61556.93,,,,,,,,17556.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Davis District,South Weber School,2020.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2434.0,,,,,,,,,4273.0,,,2329.37,1569.3,-61.05,,,,,96.0,,,,,,,,,,,,,,,,,37739.93,,,,,,,,20860.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Davis District,South Weber School,2021.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4089.0,,,94.6,1475.5,-40.0,,,,360.0,533.51,,,,,,,,,,,,,,,,,26815.059999999998,,,,,,,,10181.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Davis District,Steps,2018.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,25493.16,,,,,,,,,,,,2228.75,1891.9,-17.65,,,,,,,,,,,,,,,,,,,,,,1540.0,,,,,,,,6852.89,,,,67951.0,,,,,3159214.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Davis District,Stewart School,2018.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,14690.9,,,,,,,,,2610.0,,,4531.87,2188.0,40.0,,,8681.91,60.0,30164.17,,,,,,,,,,,,,,,,2175.0,29987.35,,,,,,,,439.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1250.0,,,,,,,,,,,,,,,,,,200.0,,,,,,,,,,,,,,,,,
Davis District,Stewart School,2019.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,6505.0,,,,,,,,,4230.0,,,2094.5,2589.6,,,,8668.48,,36331.41,,,,,,,,,,,,,,,,,35635.869999999995,,,,,,,,2287.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1672.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Davis District,Stewart School,2020.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,9900.63,,,,,,,,,7356.0,,,1519.21,2359.8,,,,5965.53,75.0,29003.5,,,,,,,,,,,,,,,,300.0,79717.8,,,,,,,,2942.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Davis District,Stewart School,2021.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,795.0,,,,,,,,,6530.0,,,44.72,781.0,,,,1831.6,588.0,391.98,,,,,,,,,,,,,,,,2400.0,20553.97,,,,,,,,14337.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
