LEA,school,year,r_1100,r_1110,r_1111,r_1112,r_1113,r_1114,r_1115,r_1118,r_1124,r_1125,r_1128,r_1129,r_1134,r_1135,r_1136,r_1140,r_1154,r_1160,r_1162,r_1164,r_1174,r_1178,r_1184,r_1190,r_1199,r_1200,r_1300,r_1310,r_1320,r_1330,r_1340,r_1400,r_1410,r_1420,r_1440,r_1500,r_1510,r_1515,r_1540,r_1610,r_1620,r_1690,r_1700,r_1710,r_1720,r_1730,r_1740,r_1741,r_1742,r_1743,r_1744,r_1745,r_1746,r_1747,r_1748,r_1750,r_1760,r_1770,r_1780,r_1790,r_1800,r_1900,r_1910,r_1920,r_1930,r_1940,r_1950,r_1960,r_1965,r_1970,r_1980,r_1990,r_2000,r_3000,r_3005,r_3010,r_3013,r_3015,r_3020,r_3025,r_3100,r_3105,r_3110,r_3115,r_3120,r_3125,r_3128,r_3130,r_3155,r_3160,r_3200,r_3209,r_3210,r_3211,r_3212,r_3213,r_3215,r_3218,r_3220,r_3221,r_3230,r_3270,r_3300,r_3322,r_3336,r_3400,r_3405,r_3410,r_3415,r_3423,r_3435,r_3448,r_3467,r_3468,r_3470,r_3471,r_3477,r_3480,r_3500,r_3515,r_3520,r_3522,r_3555,r_3560,r_3600,r_3610,r_3612,r_3613,r_3635,r_3636,r_3637,r_3641,r_3646,r_3650,r_3655,r_3661,r_3687,r_3700,r_3701,r_3703,r_3704,r_3706,r_3708,r_3709,r_3710,r_3713,r_3714,r_3716,r_3717,r_3718,r_3719,r_3720,r_3721,r_3725,r_3760,r_3762,r_3764,r_3769,r_3770,r_3772,r_3774,r_3776,r_3780,r_3785,r_3795,r_3799,r_3800,r_3805,r_3807,r_3808,r_3810,r_3816,r_3851,r_3861,r_3862,r_3865,r_3866,r_3867,r_3868,r_3876,r_3878,r_3881,r_3882,r_3900,r_3990,r_5000,r_5100,r_5110,r_5120,r_5130,r_5140,r_5200,r_5210,r_5300,r_5400,r_5500,r_5600,r_5900,r_6100,r_6200,r_6300,r_6400
Granite District,Oakwood School,2019.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1300.81,,,,,,,,,,411.0,,,,,,,,,359.77,,,,34595.6,,,1236.4,18917.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51742.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1520.0,-1520.0,,,,,27775.300000000003,,,,
Granite District,Oakwood School,2020.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1002.99,,,,,,,,,,,,,,,,,,,202.02,,13092.0,,,,,700.23,10700.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78565.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,41941.97,,,,
Granite District,Oakwood School,2021.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,205.36,,,,,,,,,,,,,,,,,,,286.77,28.0,,,,,,,2054.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,114385.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.32000000000062,0.0,,,,,37903.78999999999,,,,
Granite District,Olene Walker Elementary,2019.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,785.98,,,,,,,,,,49.0,,,,,,,,,18.75,,,,,,,56.4,626.9300000000001,,,,,,,,14011.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49166.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1212.8,-1212.8,,,,,27961.160000000003,,,,
Granite District,Olene Walker Elementary,2020.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,411.53,,,,,,,,,,,,,,,,,,,228.65,20.0,,,,,,60.23,4525.5,,,,,,,,79388.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86417.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1170.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,23449.690000000002,,,,
Granite District,Olene Walker Elementary,2021.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.4,,,,,,,,,,,,,,,,,,,,104.0,,,,,,30.0,1166.51,,,,,,,,2597.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55285.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.32000000000059,-6.536993168992922e-13,,,,,12320.18,,,,
Granite District,Olympus High,2019.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,31360.0,,,,,5920.0,,,,24439.17,,,,,,,177195.94,2458.8,1900.0,667551.03,,,,,,,,,59381.91,,,,159880.07,,,170175.0,139230.26,,,,,,,,24801.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,167616.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,149745.18,,,,,,,,,
Granite District,Olympus High,2020.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,21920.0,,,,,5135.0,,,,25123.39,,,,,,,147648.2,10502.33,1040.0,490603.53,,,,,,,,,91127.13,10724.4,93784.07999999999,,,,,106161.65,81735.88,,,,,,,,4931.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,309782.66000000003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3333.8500000000004,32.500000000001364,,,,,794110.4800000001,,,,
Granite District,Olympus High,2021.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,21105.0,,,,,,,,,4321.45,,,,,,,112518.23000000001,10795.29,,,166238.75,-17361.25,143075.25,-14371.25,15324.75,-500.0,577233.75,-9431.5,62750.67,13938.75,16197.13,116565.75,,,,82315.0,77270.97,,,,,,,,7965.280000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,501205.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22617.95000000001,0.0,,,,,752631.8300000001,,,,
Granite District,Olympus Jr High,2019.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2275.0,,,,2520.57,,,,,,,10882.6,,40.0,139220.56,,,,,,,,,38141.69,,,,931.86,,,36775.06,20715.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,116955.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1754.12,,,,,,,,,
Granite District,Olympus Jr High,2020.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3538.68,,,,,,,1013.2,,,101404.94,,,,,,,,,32403.07,3217.73,3518.62,,,,,14112.5,2866.84,,,,,,,,1240.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,145044.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-298.4799999999998,0.0,,,,,415808.06,,,,
Granite District,Olympus Jr High,2021.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1710.72,,,,,,,2366.68,,,,37114.71,-1219.0,33088.05,-938.0,2230.0,-84.0,8118.35,-140.0,12502.92,7622.32,,238.0,,,,12380.0,3174.43,,,,,,,,6682.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,225997.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4423.019999999997,-7.958078640513122e-13,,,,,334452.21,,,,
Granite District,Oquirrh Hills School,2019.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,257.04,,,,,,,,,,102.5,,,,,,,,,140.25,,,,12324.0,,,56.4,1463.96,,,,,,,,7839.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43000.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1075.2,-1075.2,,,,,5129.34,,,,
Granite District,Oquirrh Hills School,2020.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,580.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Granite District,Oquirrh Hills School,2021.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.52,,,,,-54.52,,,,
Granite District,Philo T. Farnsworth School,2019.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,187.35,,,,,,,,,,477.0,,,,,,,,,,,,,12150.31,,,696.4,6358.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59256.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1776.0,-1776.0,,,,,6837.089999999999,,,,
Granite District,Philo T. Farnsworth School,2020.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,252.94,,,,,,,,,,,,,,,,,,,,113.0,16540.79,,,,,830.23,19208.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104983.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,8809.23,,,,
Granite District,Philo T. Farnsworth School,2021.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,154.85,,,,,,,,,,,,,,,,,,,,547.5,,,,,,495.0,12166.380000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,148900.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.31999999999971,4.547473508864641e-13,,,,,17206.04,,,,
Granite District,Pioneer School,2019.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,695.42,,,,,,,,,,113.54,,,,,,,,,,,,,13519.45,,,2996.4,975.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58089.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1859.2,-1859.2,,,,,22787.12,,,,
Granite District,Pioneer School,2020.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,483.75,,,,,,,,,,,,,,,,,,,,145.0,,,,,,40.23,3095.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106012.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,30616.569999999996,,,,
Granite District,Pioneer School,2021.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,163.13,,,,,,,,,,,,,,,,,,,354.11,99.0,11244.87,,,,,3220.0,3289.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,112130.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.31999999999971,0.0,,,,,18706.12,,,,
Granite District,Pleasant Green School,2019.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,362.64,,,,,,,,,,268.0,,,,,,,,,788.44,,,,14124.91,,,56.4,2926.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45457.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1612.8,-1612.8,,,,,7473.5599999999995,,,,
Granite District,Pleasant Green School,2020.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,364.85,,,,,,,,,,15.0,,,,,,,,,135.75,93.0,14796.52,,,,,40.23,4567.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98291.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,12217.15,,,,
Granite District,Pleasant Green School,2021.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,162.02,,,,,,,,,,,,,,,,,,,90.0,48.0,7800.0,,,,,,2083.7200000000003,,,,,,,,120.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103479.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.32000000000062,0.0,,,,,16515.23,,,,
Granite District,Plymouth School,2019.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1376.23,,,,,,,,,,385.0,,,,,,,,,111.04,,,,23408.059999999998,,,991.4,4521.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70336.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2281.6,-2281.6,,,,,43213.490000000005,,,,
Granite District,Plymouth School,2020.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,996.91,,,,,,,,,,,,,,,,,,,593.25,115.0,143.7,,,,,140.23000000000002,6458.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93841.15999999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,45297.22,,,,
Granite District,Plymouth School,2021.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,334.98,,,,,,,,,,,,,,,,,,,977.16,146.75,,,,,,,6359.5,,,,,,,,43.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102734.73000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.32000000000039,4.547473508864641e-13,,,,,48707.64,,,,
Granite District,Redwood School,2019.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1629.45,,,,,,,,,,423.0,,,,,,,,,2254.52,,,,8743.42,,,3356.4,1800.0,,,,,,,,30468.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80293.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2041.6,-2041.6,,,,,55171.68000000001,,,,
Granite District,Redwood School,2020.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1333.12,,,,,,,,,,,,,,,,,,,82.5,100.0,7509.0,,,,,1680.23,16828.510000000002,,,,,,,,55676.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,125123.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,58244.0,,,,
Granite District,Redwood School,2021.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,321.38,,,,,,,,,,,,,,,,,,,,,,,,,,135.0,200.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,131429.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.31999999999897,0.0,,,,,71271.01,,,,
Granite District,Robert Frost School,2019.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1449.76,,,,,,,,,,171.0,,,,,,,,,2653.18,,,,,,,156.4,17067.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44829.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1260.8,-1260.7999999999993,,,,,66185.73000000001,,,,
Granite District,Robert Frost School,2020.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1092.23,,,,,,,,,,,,,,,,,,,2933.16,99.0,6162.2,,,,,40.23,2190.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66600.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,52854.83,,,,
Granite District,Robert Frost School,2021.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,492.47,,,,,,,,,,,,,,,,,,,,164.03,,,,,,,17501.809999999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63231.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.31999999999971,0.0,,,,,48886.88,,,,
Granite District,Rolling Meadows School,2019.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,881.49,,,,,,,,,,577.0,,,,,,,,,2565.0299999999997,,,,5946.0,,,296.4,3983.2799999999997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58585.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025.6,-2025.6,,,,,30479.6,,,,
Granite District,Rolling Meadows School,2020.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,508.01,,,,,,,,,,150.0,,,,,,,,,1701.02,120.7,4077.5,,,,,130.23,17242.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106979.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,23165.42,,,,
Granite District,Rolling Meadows School,2021.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,220.17,,,,,,,,,,,,,,,,,,,499.74,25.0,37.59,,,,,,11331.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,121464.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.31999999999971,0.0,,,,,31411.829999999998,,,,
Granite District,Rosecrest School,2019.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1832.52,,,,,,,,,,190.4,,,,,,,,,18.75,,,,,,,76.4,15658.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44266.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1382.4,-1382.4,,,,,58264.05,,,,
Granite District,Rosecrest School,2020.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1311.17,,,,,,,,,,,,,,,,,,,18.75,146.3,,,,,,40.23,12270.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59676.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,57652.130000000005,,,,
Granite District,Rosecrest School,2021.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,318.47,,,,,,,,,,,,,,,,,,,344.2,535.0,,,,,,,2227.1000000000004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61607.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.31999999999971,,,,,,58160.950000000004,,,,
Granite District,Salt Lake Valley Detention Center (YIC),2017.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,199.9,,,,8722.43,,,,,,,9495.75,600.74,,94986.44,,,,,,,,,10129.970000000001,,,,1096.96,,,47072.05,2685.0,,,,,,,,20493.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75949.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2927.33,-33088.09,,,,,,,,,
Granite District,Salt Lake Valley Detention Center (YIC),2018.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,253.6,,,,9166.87,,,,,,,4300.0,313.56,-95.0,88518.36,,,,,,,,,28168.43,,,,5556.450000000001,,,43973.67,1742.21,,,,,,,,158.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96490.98999999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-27400.64,,,,,,,,,
Granite District,Scott M Matheson Jr High,2019.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5835.43,,,,,,,9321.25,,10.0,120644.04,,,,,,,,,17884.61,,,,26456.86,,,9801.5,11810.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,119876.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-25299.4,,,,,,,,,
Granite District,Scott M Matheson Jr High,2020.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5537.88,,,,,,,3249.05,159.23,,76262.51,,,,,,,,,22053.18,2079.3199999999997,25601.8,,,,,15995.0,4140.87,,,,,,,,337.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,246100.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-13908.98,0.0,,,,,233734.29,,,,
Granite District,Scott M Matheson Jr High,2021.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1126.04,,,,,,,3976.0,,,,49587.0,-6737.25,30584.6,-4971.25,1695.0,-50.0,17817.95,-450.0,11422.83,2507.74,471.05,,,,,1030.0,11645.46,,,,,,,,1141.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,248655.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4791.769999999997,-1.5916157281026244e-12,,,,,198125.03999999998,,,,
Granite District,Silver Hills School,2019.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,539.46,,,,,,,,,,30.05,,,,,,,,,,,,,8048.0,,,56.4,2827.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44720.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1372.8,-1372.8,,,,,18814.17,,,,
Granite District,Silver Hills School,2020.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,359.22,,,,,,,,,,,,,,,,,,,25.43,44.0,4389.0,,,,,40.23,1687.8600000000001,,,,,,,,4.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88715.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,17236.1,,,,
Granite District,Silver Hills School,2021.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,148.61,,,,,,,,,,,,,,,,,,,123.35,30.0,1523.76,,,,,,3931.3900000000003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92431.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.31999999999789,,,,,,14348.37,,,,
Granite District,Skyline High,2019.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,78.34,,,,,8926.0,,,,15755.55,,,,,,,103976.74,7433.64,3930.0,958782.25,,,,,,,,,127229.15,,,,95469.68,,,65988.5,78386.34,,,,,,,,5119.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14175.1,,,,,,,,,,,,,,,,200935.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,168682.81000000003,,,,,,,,,
