LEA,school,year,e_1000,e_2100,e_2110,e_2120,e_2130,e_2140,e_2150,e_2160,e_2170,e_2180,e_2190,e_2200,e_2210,e_2212,e_2213,e_2219,e_2220,e_2230,e_2240,e_2290,e_2300,e_2310,e_2311,e_2312,e_2315,e_2316,e_2317,e_2319,e_2320,e_2321,e_2329,e_2400,e_2410,e_2490,e_2500,e_2510,e_2520,e_2530,e_2540,e_2560,e_2570,e_2580,e_2590,e_2600,e_2610,e_2620,e_2630,e_2640,e_2650,e_2660,e_2670,e_2680,e_2700,e_2710,e_2720,e_2730,e_2790,e_2795,e_2900,e_3100,e_3200,e_3300,e_3310,e_3350,e_3360,e_3370,e_3390,e_3395,e_4000,e_4100,e_4200,e_4300,e_4500,e_4502,e_4600,e_4700,e_4900,e_5000,e_5100,e_5200,e_5300,e_5900
Iron District,Canyon View Middle,2018,3683554.1199999987,186110.29,,,,,,,,,,49192.23,,,,,,,,,,,,,,,,,,,,363010.75000000006,,,,,,,,,,,,422046.97,,,,,,,,,13367.05,,,,,,,167784.38,,,,,,,,,89325.95999999999,,,,,,,4549.91,,,,,1938.0,
Iron District,Canyon View Middle,2019,3989609.04,133962.75,,,,,,,,,,72574.54000000001,,,,,,,,,,,,,,,,,,,,387445.19000000006,,,,,,,,,,,,527823.3100000002,,,,,,,,,16297.439999999999,,,,,,,162188.48,,,,,,,,,,,,,,,,,,,,,1863.0,
Iron District,Canyon View Middle,2020,4324860.149999999,264910.18,,,,,,,,,,72747.71999999997,,,,,,,,,,,,,,,,,,,,448783.81,,,,,,,,,,,,571003.28,,,,,,,,,10685.650000000001,,,,,,,187603.36000000002,,,,,,,,,,,,8373.95,,,,,,,,,1863.0,
Iron District,Canyon View Middle,2021,4295935.259999999,295696.8800000001,,,,,,,,,,43117.179999999986,,,,,,,,,,,,,,,,,,,,572538.5699999998,,,,,,,,,,,,554075.3400000001,,,,,,,,,4354.79,,,,,,,198365.18999999997,,,,,,,,,,,,,,,,,,,,,1863.0,
Iron District,Cedar City High,2017,3041467.1999999997,47931.85,,,,,,,,,,108165.18,,,,,,,,,,,,,,,,,,,,572877.9700000001,,,,,,,,,,,,692336.4200000002,,,,,,,,,101252.01000000001,,,,,,,103009.95,,,,,,,,,,,,,,60962.509999999995,,,,,,,,
Iron District,Cedar City High,2018,4932319.509999999,298477.9299999999,,,,,,,,,,146015.28000000003,,,,,,,,,,,,,,,,,,,,623836.33,,,,,,,,,,,,677196.55,,,,,,,,,92723.66,,,,,,,120813.64,,,,,,,,,79265.28,,,,,,,,,,,,,
Iron District,Cedar City High,2019,5137761.670000002,311771.6800000001,,,,,,,,,,144659.13999999998,,,,,,,,,,,,,,,,,,,,644263.2500000001,,,,,,,,,,,,703821.5900000002,,,,,,,,,98833.30000000002,,,,,,,131201.69,,,,,,,,,,,,,,,,,,,,,,
Iron District,Cedar City High,2020,5816785.200000006,489908.77000000014,,,,,,,,,,160640.77999999994,,,,,,,,,,,,,,,,,,,,694609.4500000001,,,,,,,,,,,,1012219.7599999999,,,,,,,,,91059.84,,,,,,,129933.74,,,,,,,,,,,,4070.0,,,,3158.0,,,,,,
Iron District,Cedar City High,2021,5935602.919999997,551530.6100000002,,,,,,,,,,132917.45,,,,,,,,,,,,,,,,,,,,714405.56,,,,,,,,,,,,826614.4999999999,,,,,,,,,88711.96,,,,,,,146058.52000000002,,,,,,,,,37608.1,,,11864.03,,,,,,,,,,
Iron District,Cedar East School,2017,1189449.6300000004,,,,,,,,,,,32473.740000000005,,,,,,,,,,,,,,,,,,,,177714.01,,,,,,,,,,,,226633.41,,,,,,,,,4151.650000000001,,,,,,,72371.43000000001,,,,,,,,,,,,,,13423.1,,,,,,,1980.24,
Iron District,Cedar East School,2018,2041418.5399999998,3077.0099999999998,,,,,,,,,,37669.7,,,,,,,,,,,,,,,,,,,,192559.6,,,,,,,,,,,,237516.39,,,,,,,,,3845.8900000000003,,,,,,,95128.32000000002,,,,,,,,,28935.13,,,,,,,,,,,,3011.19,
Iron District,Cedar East School,2019,2190280.0000000005,47856.200000000004,,,,,,,,,,35079.16999999999,,,,,,,,,,,,,,,,,,,,202198.62999999998,,,,,,,,,,,,262377.7,,,,,,,,,3780.09,,,,,,,107342.20999999999,,,,,,,,,,,,,,,,,,,,,3354.84,
Iron District,Cedar East School,2020,2485465.7000000007,191834.83000000005,,,,,,,,,,44159.78,,,,,,,,,,,,,,,,,,,,208619.00999999998,,,,,,,,,,,,405650.32999999996,,,,,,,,,1755.27,,,,,,,112947.01,,,,,,,,,,,,,,,,,,,,,3240.29,
Iron District,Cedar East School,2021,2609179.81,175302.15000000005,,,,,,,,,,34224.63,,,,,,,,,,,,,,,,,,,,217624.57000000004,,,,,,,,,,,,265555.1,,,,,,,,,1032.0,,,,,,,116577.76999999999,,,,,,,,,,,,,,,,,,,,,1489.15,
Iron District,Cedar Middle,2017,2739898.360000001,,,,,,,,,,,42461.31,,,,,,,,,,,,,,,,,,,,351005.43,,,,,,,,,,,,470151.45999999996,,,,,,,,,8365.62,,,,,,,157851.44,,,,,,,,,,,,,,24819.33,,,,,,,,
Iron District,Cedar Middle,2018,4170471.339999999,155481.03,,,,,,,,,,46805.53,,,,,,,,,,,,,,,,,,,,384655.87,,,,,,,,,,,,482790.98999999993,,,,,,,,,11076.029999999999,,,,,,,158526.45999999996,,,,,,,,,36966.43,,,,,,,,,,,,1940.0,
Iron District,Cedar Middle,2019,4794853.730000001,136255.64,,,,,,,,,,71744.06000000001,,,,,,,,,,,,,,,,,,,,405958.21,,,,,,,,,,,,599667.11,,,,,,,,,14422.030000000002,,,,,,,193716.07,,,,,,,,,,,,,,,,,,,,,1865.0,
Iron District,Cedar Middle,2020,5340789.749999999,245557.30000000008,,,,,,,,,,73310.38,,,,,,,,,,,,,,,,,,,,432712.1599999999,,,,,,,,,,,,710593.5199999998,,,,,,,,,10230.789999999999,,,,,,,182400.92,,,,,,,,,,,,8373.95,3047.75,,,,,,,,1958.25,
Iron District,Cedar Middle,2021,5337477.960000001,256550.13999999998,,,,,,,,,,55201.33,,,,,,,,,,,,,,,,,,,,564260.0,,,,,,,,,,,,529544.9700000001,,,,,,,,,1540.7400000000002,,,,,,,188996.64,,,,,,,,,,,,,87373.3,,,,,,,,1865.0,
Iron District,Cedar North School,2017,1230734.15,,,,,,,,,,,24205.15,,,,,,,,,,,,,,,,,,,,172773.58000000005,,,,,,,,,,,,169862.74,,,,,,,,,4310.2300000000005,,,,,,,79326.29,,,,,,,,,,,,,,10514064.43,,,,,,,,
Iron District,Cedar North School,2018,2009619.5900000003,3077.0,,,,,,,,,,25466.81,,,,,,,,,,,,,,,,,,,,188213.03000000003,,,,,,,,,,,,196135.43000000002,,,,,,,,,5137.71,,,,,,,100116.43,,,,,,,,,1688061.0000000002,,,561228.38,,,,,,,,,1835.97,
Iron District,Cedar North School,2019,2143530.9100000006,47856.459999999985,,,,,,,,,,31400.520000000004,,,,,,,,,,,,,,,,,,,,199944.18999999997,,,,,,,,,,,,223112.76999999996,,,,,,,,,6068.150000000001,,,,,,,101840.25,,103.06,,,,,,,,,,,,,,,,,,,1896.6,
Iron District,Cedar North School,2020,2421553.840000001,167972.15000000005,,,,,,,,,,42172.29,,,,,,,,,,,,,,,,,,,,214802.66000000003,,,,,,,,,,,,233668.78999999998,,,,,,,,,4348.299999999999,,,,,,,121536.48000000001,,,,,,,,,,,,,,,,,,,,,1896.6,
Iron District,Cedar North School,2021,2647241.6500000013,123792.75999999998,,,,,,,,,,32509.42,,,,,,,,,,,,,,,,,,,,220261.99000000002,,,,,,,,,,,,249672.28,,,,,,,,,1978.3300000000002,,,,,,,126794.56999999999,,,,,,,,,,,,,,,,,,,,,1896.6,
Iron District,Cedar South School,2017,1233395.4000000001,,,,,,,,,,,31050.239999999994,,,,,,,,,,,,,,,,,,,,159754.97,,,,,,,,,,,,223604.68000000002,,,,,,,,,2876.86,,,,,,,83391.79,,,,,,,,,,,,,,17396.98,,,,,,,,
Iron District,Cedar South School,2018,2021981.14,38861.3,,,,,,,,,,33299.35,,,,,,,,,,,,,,,,,,,,175498.53,,,,,,,,,,,,233630.12999999995,,,,,,,,,2275.21,,,,,,,90113.4,,,,,,,,,51193.42,,,,,,,,,,,,,
Iron District,Cedar South School,2019,2171107.2,40561.16,,,,,,,,,,35939.69,,,,,,,,,,,,,,,,,,,,185270.37000000002,,,,,,,,,,,,280797.03,,,,,,,,,2005.19,,,,,,,93252.84999999999,,,,,,,,,,,,,,,,,,,,,,
Iron District,Cedar South School,2020,2187795.7500000005,134758.08000000005,,,,,,,,,,37208.90000000001,,,,,,,,,,,,,,,,,,,,197542.91999999998,,,,,,,,,,,,322093.33999999997,,,,,,,,,2055.3599999999997,,,,,,,98817.16,,,,,,,,,,,,,,,,,,,,,,
Iron District,Cedar South School,2021,2215947.449999999,137659.64,,,,,,,,,,33093.39,,,,,,,,,,,,,,,,,,,,210067.87,,,,,,,,,,,,279146.61000000004,,,,,,,,,559.23,,,,,,,105228.54000000001,,,,,,,,,,,,,,,,,,,,,,
Iron District,Enoch School,2017,1111042.88,,,,,,,,,,,24353.929999999997,,,,,,,,,,,,,,,,,,,,174551.74000000002,,,,,,,,,,,,217071.52,,,,,,,,,5524.3099999999995,,,,,,,107026.07,,,,,,,,,,,,,,1501.98,,,,,,,2174.62,
Iron District,Enoch School,2018,2120615.5299999993,11168.5,,,,,,,,,,25593.410000000003,,,,,,,,,,,,,,,,,,,,197778.16000000003,,,,,,,,,,,,218580.90000000005,,,,,,,,,5771.32,,,,,,,115476.9,,,,,,,,,11486.5,,,,,,,,,,,,2174.62,
Iron District,Enoch School,2019,2298341.5599999996,34043.54,,,,,,,,,,34036.18,,,,,,,,,,,,,,,,,,,,204289.80999999994,,,,,,,,,,,,255251.22999999995,,,,,,,,,5277.14,,,,,,,106796.23,,,,,,,,,,,,,,,,,,,,,2174.62,
Iron District,Enoch School,2020,2448996.2900000005,126270.81999999998,,,,,,,,,,44383.09999999999,,,,,,,,,,,,,,,,,,,,213990.18999999997,,,,,,,,,,,,375558.13999999996,,,,,,,,,3155.98,,,,,,,126465.46999999999,,,,,,,,,,,,,,,,,,,,,2174.62,
Iron District,Enoch School,2021,2543224.6700000004,141442.93000000002,,,,,,,,,,29576.059999999998,,,,,,,,,,,,,,,,,,,,221730.94999999998,,,,,,,,,,,,269353.69999999995,,,,,,,,,2026.3999999999996,,,,,,,123419.69,,,,,,,,,,,,,,,,,,,,,,
Iron District,Escalante Valley School,2017,234672.89999999997,,,,,,,,,,,8560.77,,,,,,,,,,,,,,,,,,,,169038.04,,,,,,,,,,,,127955.71,,,,,,,,,3496.8399999999997,,,,,,,56685.82000000001,,,,,,,,,,,,,,7825.67,,,,,,,612.06,
Iron District,Escalante Valley School,2018,512538.04,2094.94,,,,,,,,,,9034.4,,,,,,,,,,,,,,,,,,,,184871.49000000002,,,,,,,,,,,,135210.50000000003,,,,,,,,,2992.4700000000003,,,,,,,63644.32,,,,,,,,,9815.15,,,,,,,,,,,,3465.24,
Iron District,Escalante Valley School,2019,554792.1300000001,20544.26,,,,,,,,,,7371.45,,,,,,,,,,,,,,,,,,,,125039.98999999999,,,,,,,,,,,,137920.75000000003,,,,,,,,,2873.0,,,,,,,61987.57,,,,,,,,,,,,,,,,,,,,,1980.24,
Iron District,Escalante Valley School,2020,708224.6700000002,96207.83000000002,,,,,,,,,,8422.83,,,,,,,,,,,,,,,,,,,,133672.24000000002,,,,,,,,,,,,167795.3,,,,,,,,,1487.5600000000002,,,,,,,69177.21,,,,,,,,,,,,,,,,,,,,,2079.25,
Iron District,Escalante Valley School,2021,703914.45,96943.06,,,,,,,,,,8537.98,,,,,,,,,,,,,,,,,,,,140968.38,,,,,,,,,,,,170742.09999999998,,,,,,,,,1068.4,,,,,,,89801.18,,,,,,,,,,,,,,,,,,,,,,
Iron District,Fiddlers Canyon School,2017,1331031.31,,,,,,,,,,,23517.859999999997,,,,,,,,,,,,,,,,,,,,157583.88000000003,,,,,,,,,,,,223059.81000000003,,,,,,,,,5340.280000000001,,,,,,,108774.25,,,,,,,,,,,,,,13004.689999999999,,,,,,,2522.25,
Iron District,Fiddlers Canyon School,2018,2127345.05,38924.45999999999,,,,,,,,,,22843.039999999997,,,,,,,,,,,,,,,,,,,,175834.46999999997,,,,,,,,,,,,226401.55000000005,,,,,,,,,5869.639999999999,,,,,,,118050.06,,,,,,,,,37730.509999999995,,,,,,,,,,,,2457.25,
Iron District,Fiddlers Canyon School,2019,2263537.4100000006,40509.55,,,,,,,,,,30922.210000000003,,,,,,,,,,,,,,,,,,,,195643.08000000002,,,,,,,,,,,,280754.69999999995,,,,,,,,,5346.77,,,,,,,123276.11,,,,,,,,,,,,,,,,,,,,,2457.25,
Iron District,Fiddlers Canyon School,2020,2495441.509999999,92483.28000000003,,,,,,,,,,29178.910000000007,,,,,,,,,,,,,,,,,,,,206522.47000000003,,,,,,,,,,,,307057.5300000001,,,,,,,,,2408.5200000000004,,,,,,,131012.59999999999,,,,,,,,,,,,,,,,,,,,,2340.24,
Iron District,Fiddlers Canyon School,2021,2538528.3399999994,154971.22,,,,,,,,,,34370.73,,,,,,,,,,,,,,,,,,,,213776.41,,,,,,,,,,,,270620.11,,,,,,,,,4861.85,,,,,,,180697.8,,,,,,,,,,,,,,,,,,,,,,
Iron District,Iron County Preschool,2017,10960.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7190.1900000000005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iron District,Iron County Preschool,2018,500680.7599999999,,,,,,,,,,,7087.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9526.73,,,,,,,,,36362.719999999994,,,,,,,,,,,,,,,,1880.05,,,86895.93,,,,,,,,,,
Iron District,Iron County Preschool,2019,600874.73,,,,,,,,,,,8114.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63928.130000000005,,,,,,,,,39918.770000000004,,,,,,,,,,,,,,,,1533796.75,,,50811.35,,,,6708.67,,,,,,
Iron District,Iron County Preschool,2020,631400.7599999999,33427.869999999995,,,,,,,,,,100932.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33745.04,,,,,,,,,47503.78,,,,,,,,,,,,,,,,1140.0,,,,,,,,,,,,,
Iron District,Iron County Preschool,2021,610971.67,118143.56000000001,,,,,,,,,,104430.66999999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37294.18,,,,,,,,,45704.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iron District,Iron District,2016,39740209.45000004,1634840.9399999997,,,,,,,,,,1264382.3299999996,,,,,,,,,483551.89,,,,,,,,,,,3737313.42,,,1486572.9100000004,,,,,,,,,5948052.230000004,,,,,,,,,2302114.18,,,,,,25835.749999999996,3416860.53,,33835.12,,,,,,,,,,,,5463106.48,,,,,,,6651362.94,
Iron District,Iron District,2017,20529694.18999999,2398873.4799999995,,,,,,,,,,884977.66,,,,,,,,,692620.4900000001,,,,,,,,,,,308508.36,,,1322808.6400000001,,,,,,,,,1643757.53,,,,,,,,,2172308.7299999995,,,,,,,2227237.38,,48233.45,,,,,184589.0,,,,,1280.0,,4642156.540000001,,,,,133.42,,6618983.9799999995,
Iron District,Iron District,2018,5014805.539999998,1677530.3899999997,,,,,,,,,,1060639.46,,,,,,,,,723134.7300000001,,,,,,,,,,,291765.55999999994,,,1378992.27,,,,,,,,,2004780.8900000004,,,,,,,,,2303002.94,,,,,,,2480694.22,,3351292.05,,,,,318011.43,,2425200.7900000005,,,24972.93,,,,,,,,,7439745.83,15742.35
Iron District,Iron District,2019,4381771.890000001,2054706.310000001,,,,,,,,,,1246052.6300000001,,,,,,,,,854705.2699999998,,,,,,,,,,,117259.12999999999,,,1640174.88,,,,,,,,,2309319.4100000006,,,,,,,,,2954893.29,,,,,,,2037264.13,,3775597.35,,,,,,,965695.77,,,3300.0,,,,,,,,,7654370.91,10124.93
Iron District,Iron District,2020,3691702.299999999,916984.0699999998,,,,,,,,,,1720094.7899999998,,,,,,,,,811911.1400000001,,,,,,,,,,,111922.31999999998,,,1687392.7400000002,,,,,,,,,2074689.3200000008,,,,,,,,,2847284.1100000003,,,,,,,2387711.12,,4510998.63,,,,,,,777.0,,,398.75,,,,,,,,,7639130.68,4231.5
Iron District,Iron District,2021,4526494.04,874594.16,,,,,,,,,,1471607.6899999995,,,,,,,,,791451.68,,,,,,,,,,,65080.770000000004,,,1783109.7499999998,,,,,,,,,2318254.4299999992,,,,,,,,,3106308.56,,,,,,,2422052.01,,183031.43,,,,,3491674.46,,,,,,,,,,,,,,6849832.37,
Iron District,Iron Springs School,2017,1239740.1500000001,,,,,,,,,,,30033.01,,,,,,,,,,,,,,,,,,,,175606.71,,,,,,,,,,,,231457.66000000003,,,,,,,,,4541.390000000001,,,,,,,95648.81,,,,,,,,,,,,,,12679.050000000001,,,,,,,,
Iron District,Iron Springs School,2018,2212923.7000000007,43871.530000000006,,,,,,,,,,35859.35,,,,,,,,,,,,,,,,,,,,196743.38,,,,,,,,,,,,227666.52999999997,,,,,,,,,5671.78,,,,,,,110062.43999999997,,,,,,,,,62059.770000000004,,,,,,,3998.4,,,,,,
Iron District,Iron Springs School,2019,2576023.63,31592.499999999993,,,,,,,,,,33230.93,,,,,,,,,,,,,,,,,,,,196277.11000000002,,,,,,,,,,,,230266.19000000003,,,,,,,,,6693.65,,,,,,,132292.51,,,,,,,,,,,,,,,,,,,,,1863.0,
Iron District,Iron Springs School,2020,2923698.789999999,168218.98999999996,,,,,,,,,,35934.24,,,,,,,,,,,,,,,,,,,,219282.74000000002,,,,,,,,,,,,165067.84999999998,,,,,,,,,3000.37,,,,,,,159071.81,,,,,,,,,,,,150.0,,,,,,,,,1863.0,
Iron District,Iron Springs School,2021,2972524.559999999,175693.96999999997,,,,,,,,,,33481.64,,,,,,,,,,,,,,,,,,,,216490.65999999997,,,,,,,,,,,,282978.02,,,,,,,,,3060.4199999999996,,,,,,,145066.03,,,,,,,,,,,,,,,,,,,,,1956.15,
Iron District,Launch High,2020,65421.399999999994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17971.7,,,,,,,,,,,,,,,,74.97,,,,,,,,,,,,,,,,97657.73,,,,,,
Iron District,Launch High,2021,928620.61,99878.90000000001,,,,,,,,,,25111.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33136.1,,,,,,,,,668.5699999999999,,,,,,,19911.149999999998,,,,,,,,,,,,,,,,3224.53,,,,,,
Iron District,Parowan High,2017,1118644.46,31067.24,,,,,,,,,,65413.81999999999,,,,,,,,,,,,,,,,,,,,185641.91,,,,,,,,,,,,405534.01,,,,,,,,,59773.96000000001,,,,,,,,,,,,,,,,,,,,,74062.01,,,,,,,4453.32,
Iron District,Parowan High,2018,2075077.5700000003,126672.59,,,,,,,,,,66511.23,,,,,,,,,,,,,,,,,,,,204676.53,,,,,,,,,,,,438251.60000000003,,,,,,,,,71122.81000000001,,,,,,,,,,,,,,,,115895.26999999999,,,,,,,5239.29,,,,,4453.32,
Iron District,Parowan High,2019,2379243.759999999,88492.48000000001,,,,,,,,,,101504.76,,,,,,,,,,,,,,,,,,,,224523.7,,,,,,,,,,,,490643.3699999999,,,,,,,,,78131.3,,,,,,,,,,,,,,,,8850.0,,,,,,,,,,,,4453.32,
Iron District,Parowan High,2020,2322107.330000001,149608.29,,,,,,,,,,100763.10000000002,,,,,,,,,,,,,,,,,,,,252395.65,,,,,,,,,,,,561974.3799999999,,,,,,,,,48027.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,4453.32,
Iron District,Parowan High,2021,2315829.960000001,158673.17999999996,,,,,,,,,,93005.38,,,,,,,,,,,,,,,,,,,,403321.67,,,,,,,,,,,,481595.55,,,,,,,,,57146.740000000005,,,,,,,,,,,,,,,,877.28,,,,,,,,,,,,4453.32,
Iron District,Parowan School,2017,977395.3200000001,,,,,,,,,,,21327.39,,,,,,,,,,,,,,,,,,,,158363.50999999998,,,,,,,,,,,,219467.78999999995,,,,,,,,,3806.4800000000005,,,,,,,105124.71,,,,,,,,,,,,,,2388.6200000000003,,,,,,,,
Iron District,Parowan School,2018,1644364.4999999998,11168.55,,,,,,,,,,23097.269999999997,,,,,,,,,,,,,,,,,,,,174665.53999999998,,,,,,,,,,,,245846.52999999997,,,,,,,,,3555.45,,,,,,,115956.14,,,,,,,,,15495.56,,,,,,,,,,,,,
Iron District,Parowan School,2019,1774189.11,32612.630000000005,,,,,,,,,,32497.629999999997,,,,,,,,,,,,,,,,,,,,205436.27999999994,,,,,,,,,,,,258658.34999999998,,,,,,,,,3813.0899999999997,,,,,,,117434.03,,,,,,,,,,,,,,,,,,,,,,
Iron District,Parowan School,2020,2000423.4699999997,43824.020000000004,,,,,,,,,,37751.0,,,,,,,,,,,,,,,,,,,,216150.36999999997,,,,,,,,,,,,317070.02,,,,,,,,,2183.57,,,,,,,123898.12999999999,,,,,,,,,,,,,,,,,,,,,,
Iron District,Parowan School,2021,2133394.360000001,47201.17,,,,,,,,,,30477.670000000002,,,,,,,,,,,,,,,,,,,,222147.68999999997,,,,,,,,,,,,250065.67,,,,,,,,,885.67,,,,,,,152543.19000000003,,,,,,,,,,,,,,,,,,,,,,
Iron District,Southwest Educational Academy,2019,1413654.3099999996,84290.54000000002,,,,,,,,,,10088.26,,,,,,,,,,,,,,,,,,,,184897.27999999997,,,3162.61,,,,,,,,,36877.899999999994,,,,,,,,,124.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iron District,Southwest Educational Academy,2020,1386218.73,105518.44999999998,,,,,,,,,,19426.87,,,,,,,,,,,,,,,,,,,,198512.06000000003,,,6983.0,,,,,,,,,34006.81,,,,,,,,,51.120000000000005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iron District,Southwest Educational Academy,2021,5344624.039999998,208309.18,,,,,,,,,,24928.02,,,,,,,,,,,,,,,,,,,,207332.35,,,,,,,,,,,,16525.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iron District,Three Peaks Pre School,2017,8482.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5784.710000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iron District,Three Peaks Pre School,2018,311256.20999999996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13394.67,,,,,,,,,25625.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iron District,Three Peaks Pre School,2019,279069.16000000003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15074.380000000003,,,,,,,,,30220.359999999997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iron District,Three Peaks Pre School,2020,384040.62000000005,100836.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18297.62,,,,,,,,,21173.699999999997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iron District,Three Peaks Pre School,2021,421879.8700000001,102894.71999999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45380.86,,,,,,,,,17317.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iron District,Three Peaks School,2017,1275186.7,,,,,,,,,,,31148.22,,,,,,,,,,,,,,,,,,,,170957.94,,,,,,,,,,,,200554.18,,,,,,,,,4533.22,,,,,,,110399.12000000001,,,,,,,,,,,,,,12252.57,,,,,,,,
Iron District,Three Peaks School,2018,2398824.4400000004,2968.41,,,,,,,,,,26099.559999999998,,,,,,,,,,,,,,,,,,,,187737.3,,,,,,,,,,,,218806.21,,,,,,,,,4379.33,,,,,,,106050.33,,,,,,,,,27532.370000000003,,,,,,,,,,,,,
Iron District,Three Peaks School,2019,2429068.9099999997,30877.649999999998,,,,,,,,,,34999.16999999999,,,,,,,,,,,,,,,,,,,,196382.91,,,,,,,,,,,,240123.41,,,,,,,,,4482.12,,,,,,,129296.57,,,,,,,,,,,,,,,,,,,,,,
Iron District,Three Peaks School,2020,2702625.5200000014,202800.12000000002,,,,,,,,,,30826.18,,,,,,,,,,,,,,,,,,,,217356.33,,,,,,,,,,,,288677.94999999995,,,,,,,,,2188.29,,,,,,,157008.60000000003,,,,,,,,,,,,150.0,38242.06,,,,,,,,,
Iron District,Three Peaks School,2021,2940538.5600000005,104077.84000000003,,,,,,,,,,36345.149999999994,,,,,,,,,,,,,,,,,,,,224486.6,,,,,,,,,,,,289697.24,,,,,,,,,2311.07,,,,,,,142486.37,,,,,,,,,,,,,58694.16,,,,,,,,,
Itineris Early College High,Itineris Early College High,2016,1323287.2900000007,240725.96999999997,,,,,,,,,,16124.43,,,,,,,,,13418.11,,,,,,,,,,,258240.69999999995,,,184371.91999999998,,,,,,,,,135985.46,,,,,,,,,54810.0,,,,,,,161409.41999999998,,,,,,,,,,,,,,,,,,,648512.5,,4717.68,4600.0
Itineris Early College High,Itineris Early College High,2017,1386244.7200000002,230202.44999999998,,,,,,,,,,20005.940000000002,,,,,,,,,32359.15,,,,,,,,,,,261127.6,,,152133.41000000003,,,,,,,,,144421.84,,,,,,,,,70372.91,,,,,,,135834.29,,,,,,,,,,,,,,,,,,,652542.6799999999,,,
Itineris Early College High,Itineris Early College High,2018,1487444.59,267504.83,,,,,,,,,,23351.61,,,,,,,,,24422.149999999998,,,,,,,,,,,255959.06999999998,,,201468.14000000004,,,,,,,,,148944.39999999997,,,,,,,,,70533.93000000001,,,,,,,148896.46,,,,,,,,,,,,,,,,,,,657777.8200000001,,,
Itineris Early College High,Itineris Early College High,2019,1555437.4599999997,233039.02999999997,,,,,,,,,,116575.22,,,,,,,,,21324.69,,,,,,,,,,,267381.56,,,183903.37,,,,,,,,,172823.26,,,,,,,,,73009.56,,,,,,,139448.56,,,,,,,,,,,,,,,,,,,668430.18,,,
Itineris Early College High,Itineris Early College High,2020,1908079.03,270567.72000000003,,,,,,,,,,85189.01,,,,,,,,,21099.639999999996,,,,,,,,,,,375612.53,,,213342.51,,,,,,,,,163895.61000000002,,,,,,,,,65000.65,,,,,,,114621.18999999999,,,,,,,,,,,,,,,,,,,8659648.830000002,,,
Itineris Early College High,Itineris Early College High,2021,1718973.3000000017,304658.94,,,,,,,,,,76903.03000000001,,,,,,,,,61967.259999999995,,,,,,,,,,,402429.99000000005,,,178407.64,,,,,,,,,157896.5,,,,,,,,,61789.0,,,,,,,79945.42,,,,,,,,,,,,,,,,,,,450876.03,,,
Jefferson Academy,Jefferson Academy,2016,1441628.64,61986.07,,,2506.94,1200.0,49181.15,5887.5,,,,35178.56,,,,,12646.490000000002,,,,,,,,,,,,,,,184908.66999999998,,,243291.17,,,,,,,,,1013216.0,115630.98,61013.37,,,,,,,2718.75,,,,,,,106545.29,,,,,,,,,,,,,,,,,,,-10116.0,,,14899.999999999985
Jefferson Academy,Jefferson Academy,2017,1760256.29,31820.73,,,3958.28,6131.25,50853.509999999995,20043.75,,,109.84,36498.05,,,,,11970.060000000001,,,,,,,,,,,,,,,185747.32999999996,,,257777.38000000003,,,,,,,,,41547.0,110605.68000000001,78263.78,,,,,,968.24,7646.27,,,,,,,141060.31,,,,,,,,,,,,,,,,,,,1088900.04,,,
Jefferson Academy,Jefferson Academy,2018,2066212.34,6273.380000000001,,,2815.02,24480.0,44508.24,19117.5,,,,38404.66,,,,,16839.84,,,,,,,,,,,,,,,218578.91,,,268301.87999999995,,,,,,,,,44567.05,98766.57999999999,32734.769999999997,,,,,,,2573.75,,,,,,,111300.64,,,,,,,,,32042.11,,,,,,,,,,1993451.5100000002,,,
