LEA,school,year,r_1100,r_1110,r_1111,r_1112,r_1113,r_1114,r_1115,r_1118,r_1124,r_1125,r_1128,r_1129,r_1134,r_1135,r_1136,r_1140,r_1154,r_1160,r_1162,r_1164,r_1174,r_1178,r_1184,r_1190,r_1199,r_1200,r_1300,r_1310,r_1320,r_1330,r_1340,r_1400,r_1410,r_1420,r_1440,r_1500,r_1510,r_1515,r_1540,r_1610,r_1620,r_1690,r_1700,r_1710,r_1720,r_1730,r_1740,r_1741,r_1742,r_1743,r_1744,r_1745,r_1746,r_1747,r_1748,r_1750,r_1760,r_1770,r_1780,r_1790,r_1800,r_1900,r_1910,r_1920,r_1930,r_1940,r_1950,r_1960,r_1965,r_1970,r_1980,r_1990,r_2000,r_3000,r_3005,r_3010,r_3013,r_3015,r_3020,r_3025,r_3100,r_3105,r_3110,r_3115,r_3120,r_3125,r_3128,r_3130,r_3155,r_3160,r_3200,r_3209,r_3210,r_3211,r_3212,r_3213,r_3215,r_3218,r_3220,r_3221,r_3230,r_3270,r_3300,r_3322,r_3336,r_3400,r_3405,r_3410,r_3415,r_3423,r_3435,r_3448,r_3467,r_3468,r_3470,r_3471,r_3477,r_3480,r_3500,r_3515,r_3520,r_3522,r_3555,r_3560,r_3600,r_3610,r_3612,r_3613,r_3635,r_3636,r_3637,r_3641,r_3646,r_3650,r_3655,r_3661,r_3687,r_3700,r_3701,r_3703,r_3704,r_3706,r_3708,r_3709,r_3710,r_3713,r_3714,r_3716,r_3717,r_3718,r_3719,r_3720,r_3721,r_3725,r_3760,r_3762,r_3764,r_3769,r_3770,r_3772,r_3774,r_3776,r_3780,r_3785,r_3795,r_3799,r_3800,r_3805,r_3807,r_3808,r_3810,r_3816,r_3851,r_3861,r_3862,r_3865,r_3866,r_3867,r_3868,r_3876,r_3878,r_3881,r_3882,r_3900,r_3990,r_5000,r_5100,r_5110,r_5120,r_5130,r_5140,r_5200,r_5210,r_5300,r_5400,r_5500,r_5600,r_5900,r_6100,r_6200,r_6300,r_6400,e_1000,e_2100,e_2110,e_2120,e_2130,e_2140,e_2150,e_2160,e_2170,e_2180,e_2190,e_2200,e_2210,e_2212,e_2213,e_2219,e_2220,e_2230,e_2240,e_2290,e_2300,e_2310,e_2311,e_2312,e_2315,e_2316,e_2317,e_2319,e_2320,e_2321,e_2329,e_2400,e_2410,e_2490,e_2500,e_2510,e_2520,e_2530,e_2540,e_2560,e_2570,e_2580,e_2590,e_2600,e_2610,e_2620,e_2630,e_2640,e_2650,e_2660,e_2670,e_2680,e_2700,e_2710,e_2720,e_2730,e_2790,e_2795,e_2900,e_3100,e_3200,e_3300,e_3310,e_3350,e_3360,e_3370,e_3390,e_3395,e_4000,e_4100,e_4200,e_4300,e_4500,e_4502,e_4600,e_4700,e_4900,e_5000,e_5100,e_5200,e_5300,e_5900
Alpine District,American Fork High,2019.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,3515.0,,,,,,,,,23770.0,,,,,,,213750.0,14615.0,,1655649.0,,,,,,,,,236625.0,,,,533343.0,,,53914.0,2180.0,,75193.0,,,,,,6277.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11316712.0,,,690648.0,13558.0,90766.0,,,,,,,30203.0,,,,193543.0,,,,,,,,,,,,,,,,1049139.0,,,33307.0,,,,,,,,582314.0,,,,,,,,,,,,,,,,206013.0,,,230748.0,,,,,,,,,402667.0,1873584.0,,,746448.0,,,,,,
Alpine District,American Fork High,2020.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,3965.0,,,,,,,,,19421.0,,,,,,,119004.0,227.0,,1252497.0,,,,,,,,,186318.0,18463.0,361648.0,,,,,49231.0,166054.0,,73080.0,,,,,,4884.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11373766.0,,,761531.0,15594.0,,,,,,,,33707.0,,,,198852.0,,,,,,,,,,,,,,,,1355035.0,,,52903.0,,,,,,,,633086.0,,,,,,,,,,,,,,,,221647.0,,64524.0,302558.0,,,,,,5305008.0,,10900.0,,1495526.0,,,219709.0,,,,,,
Alpine District,American Fork High,2021.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,12715.0,,,,,,,,,4477.0,,,,,,,82708.0,,,,204341.0,,207444.0,,167104.0,,1031793.0,,5378.0,18360.0,10924.0,228976.0,,,,82649.0,139355.0,,,,,,,,4623.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11509441.0,,,768927.0,15753.0,,,,,,,,38134.0,,,,199222.0,,,,,,,,,,,,,,,,1284183.0,,,56685.0,,,,,,,,614422.0,,,,,,,,,,,,,,,,205364.0,,,407531.0,,,,,,,,25641.0,,,,,15535.0,,,,,,
Alpine District,American Fork Jr High,2019.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,955.0,,,,,,,,,12309.0,,,,,,,21186.0,,,355858.0,,,,,,,,,19795.0,,,,572.0,,,62794.0,,,21064.0,,,,,,19045.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7801571.0,,,613451.0,800.0,106309.0,,,,,,,43860.0,,,,184199.0,,,,,,,,,,,,,,,,795507.0,,,7146.0,,,,,,,,388534.0,,,,,,,,,,,,,,,,258912.0,,,39588.0,,,,,,,,84859.0,,,,,188575.0,,,,,,
Alpine District,American Fork Jr High,2020.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,685.0,,,,,,,,,10717.0,,,,,,,15995.0,,,243128.0,,,,,,,,,58130.0,908.0,,,,,,66031.0,1894.0,,20156.0,,,,,,10603.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8230082.0,,,694909.0,20.0,,,,,,,,38846.0,,,,194038.0,,,,,,,,,,,,,,,,824669.0,,,10296.0,,,,,,,,415230.0,,,,,,,,,,,,,,,,273432.0,,12982.0,42753.0,,,,,,,,30989.0,,,,,6960.0,,,,,,
Alpine District,American Fork Jr High,2021.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1140.0,,,,,,,,,2632.0,,,,,,,1970.0,,,,84052.0,,91935.0,,64648.0,,38005.0,,8001.0,1626.0,,62422.0,,,,131191.0,1401.0,,,,,,,,2227.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8591638.0,,,732742.0,,,,,,,,,37044.0,,,,198187.0,,,,,,,,,,,,,,,,853231.0,,,11812.0,,,,,,,,419988.0,,,,,,,,,,,,,,,,241282.0,,,58736.0,,,,,,,,,,,,,110877.0,,,,,,
Alpine District,Aspen School,2019.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,737.0,,,,,,,,4296.0,,1325.0,,,,,,,,,1162.0,,,,16318.0,,,9638.0,300.0,,,,,,,,1844.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2112188.0,,,,188.0,,,,,,,,2876.0,,,,60506.0,,,,,,,,,,,,,,,,233574.0,,,200.0,,,,,,,,118586.0,,,,,,,,,,,,,,,,160661.0,,,,,,,,,,,25434.0,,,,,642963.0,,,,,,
Alpine District,Aspen School,2020.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,744.0,,,,,,,,3813.0,,1500.0,,,,,,,,,760.0,58.0,11098.0,,,,,13110.0,4434.0,,,,,,,,761.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1921512.0,,,35724.0,124.0,,,,,,,,5023.0,,,,64635.0,,,,,,,,,,,,,,,,261152.0,,,77.0,,,,,,,,130442.0,,,,,,,,,,,,,,,,161220.0,,,,,,,,,,,,,32559.0,,,505020.0,,,,,,
Alpine District,Aspen School,2021.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,175.0,,,,,,,,3374.0,,,,,,,,,1700.0,,276.0,85.0,127.0,,,,,8520.0,5137.0,,,,,,,,409.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1910323.0,,,37923.0,79.0,95788.0,,,,,,,1953.0,,,,68792.0,,,,,,,,,,,,,,,,255767.0,,,36.0,,,,,,,,121110.0,,,,,,,,,,,,,,,,152099.0,,,,,,,,,,,3300.0,,2354.0,,,13770.0,,,,,,
Alpine District,At Risk-Summit Jr High,2017.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,9877.0,,,,,,,,,10057.0,,,,,,31810.0,130972.0,,170271.0,603459.0,,,,,,,,,71909.0,,,,265967.0,,,32960.0,,,41991.0,,,,,,-592.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6872660.0,,,400948.0,,147.0,,,,,,,95925.0,,,,143459.0,,,,,,,,,,,,,,,,1031950.0,,,24395.0,,,,,,,,383563.0,,,,,,,,,,,,,,,,141921.0,,,,,,,131815.0,,,355105.0,,,,,,,,,,,,
Alpine District,At Risk-Summit Jr High,2018.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,4210.0,,,,,,,,,15180.0,,,,,,,111147.0,,358906.0,715816.0,,,,,,,,,79838.0,,,,339902.0,,,26255.0,,,42792.0,,,,,,2180.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7215930.0,12686.0,,457047.0,4285.0,124923.0,,,,,,,70438.0,,,,154887.0,,,,,,,,,,,,,,,,973581.0,,,27568.0,,,,,,,,452009.0,,,,,,,,,,,,,,,,109436.0,,29702.0,,,,,,,,,,1165308.0,2992355.0,,,31964.0,,,,,,
Alpine District,Barratt School,2019.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2263.0,,,,,,,,2130.0,,1635.0,,,,,,,,,714.0,,,,23145.0,,,17936.0,961.0,,,,,,,,214.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,576.0,,,,,,,,,,,,,,,,,,1932370.0,,,,,65976.0,,,,,,,2549.0,,,,65234.0,,,,,,,,,,,,,,,,227093.0,,,101.0,,,,,,,,126429.0,,,,,,,,,,,,,,,,165890.0,,41795.0,,,,,,,,,,,,,,254541.0,,,,,,
Alpine District,Barratt School,2020.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1867.0,,,,,,,,2167.0,,,,,,,,,,,604.0,147.0,,,,,,15510.0,12255.0,,,,,,,,3071.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2105177.0,,,,,65807.0,,,,,,,1318.0,,,,64101.0,,,,,,,,,,,,,,,,251752.0,,,5.0,,,,,,,,128044.0,,,,,,,,,,,,,,,,159070.0,,37382.0,1027.0,,,,,,,,,,,,,114979.0,,,,,,
Alpine District,Barratt School,2021.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,451.0,,,,,,,,,,,,,,,,,876.0,,364.0,49.0,,,,,,17303.0,4731.0,,,,,,,,2541.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2434721.0,,,57489.0,500.0,68379.0,,,,,,,2986.0,,,,60942.0,,,,,,,,,,,,,,,,226571.0,,,55.0,,,,,,,,124602.0,,,,,,,,,,,,,,,,188909.0,,,,,,45167.0,,,,,,,,,,,,,,,,
Alpine District,Belmont School,2018.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,1000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3820.0,,,,,,,,,,,,105.0,,,,,,,,,,,,,,,,,,,,19072.0,,,,,,,,,,,10801.0,,,,,,,,,,,,,,,,185.0,,,,,,,,,,,,134678.0,16810821.0,,137452.0,,,,,,,
Alpine District,Belmont School,2019.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,131.0,,,,,,,,4880.0,,1520.0,,,,,,,,,1744.0,,,,4285.0,,,6148.0,200.0,,,,,,,,118.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2868994.0,,,,560.0,,,,,,,,4441.0,,,,66010.0,,,,,,,,,,,,,,,,362095.0,,,338.0,,,,,,,,111574.0,,,,,,,,,,,,,,,,144239.0,,49758.0,689.0,,,,,,,,,22113.0,1000799.0,,,,,,,,,
Alpine District,Belmont School,2020.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83.0,,,,,,,,3048.0,,2284.0,,,,,,,,,1450.0,62.0,,,,,,5461.0,4665.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3044675.0,,,44400.0,223.0,,,,,,,,4150.0,,,,77088.0,,,,,,,,,,,,,,,,388826.0,,,97.0,,,,,,,,134187.0,,,,,,,,,,,,,,,,171788.0,,50521.0,1050.0,,,,,,,,,,2800.0,,,7824.0,,,,,,
Alpine District,Belmont School,2021.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71.0,,,,,,,,,,,,,,,,,,,668.0,115.0,,71.0,,,,743.0,1612.0,,,,,,,,239.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3262469.0,,,45694.0,189.0,,,,,,,,4504.0,,,,69218.0,,,,,,,,,,,,,,,,394078.0,,,11.0,,,,,,,,144886.0,,,,,,,,,,,,,,,,189117.0,,,,,,50430.0,,,,,,,,,,,,,,,,
Alpine District,Black Ridge School,2017.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,320.0,,,,,,,,8651.0,,4787.0,,,,,,,,,35.0,,,,33863.0,,,4145.0,700.0,,,,,,,,647.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3521734.0,,,,179.0,89148.0,,,,,,,2801.0,,,,76970.0,,,,,,,,,,,,,,,,336321.0,,,,,,,,,,,127189.0,,,,,,,,,,,,,,,,174601.0,,,,,,,,,,,,,,95435.0,,,,,,,,
Alpine District,Black Ridge School,2018.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,632.0,,,,,,,,8879.0,,4731.0,,,,,,,,,,,,,19569.0,,,6563.0,2470.0,,,,,,,,3329.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3963096.0,,,,86.0,113689.0,,,,,,,3116.0,,,,77526.0,,,,,,,,,,,,,,,,357009.0,,,240.0,,,,,,,,143787.0,,,,,,,,,,,,,,,,131632.0,,,,,,,,,,,,,22382.0,,,,,,,,,
Alpine District,Black Ridge School,2019.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1402.0,,,,,,,,9133.0,,6088.0,,,,,,,,,1150.0,,,,33040.0,,,7261.0,2100.0,,,,,,,,3640.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,852.0,,,,,,,,,,,,,,,,,,3573332.0,,,,318.0,107678.0,,,,,,,3347.0,,,,73835.0,,,,,,,,,,,,,,,,367329.0,,,248.0,,,,,,,,148560.0,,,,,,,,,,,,,,,,210708.0,,,,,,,,,,,,,,,,3406.0,,,,,,
Alpine District,Black Ridge School,2020.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1304.0,,,,,,,,6160.0,,5306.0,,,,,,,,,1047.0,198.0,3999.0,,,,,6485.0,18997.0,,,,,,,,3537.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1392.0,,,,,,,,,,,,,,,,,,4101138.0,,,53347.0,535.0,129558.0,,,,,,,4801.0,,,,80680.0,,,,,,,,,,,,,,,,391888.0,,,119.0,,,,,,,,147673.0,,,,,,,,,,,,,,,,231086.0,,,,,,,,,,,3920.0,,,,,,,,,,,
Alpine District,Black Ridge School,2021.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,339.0,,,,,,,,4696.0,,,,,,,,,2128.0,,824.0,18.0,5126.0,,,,,6802.0,19098.0,,,,,,,,694.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4001792.0,,,55990.0,77.0,135183.0,,,,,,,4776.0,,,,82275.0,,,,,,,,,,,,,,,,409314.0,,,316.0,,,,,,,,159524.0,,,,,,,,,,,,,,,,289248.0,,,,,,,,,,,,,,,,20579.0,,,,,,
Alpine District,Bonneville School,2017.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,268.0,,,,,,,,4828.0,,1354.0,,,,,,,,,59.0,,,,17967.0,,,1754.0,700.0,,,,,,,,1438.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2111173.0,,,,869.0,56284.0,,,,,,,2526.0,,,,58483.0,,,,,,,,,,,,,,,,219147.0,,,40.0,,,,,,,,97849.0,,,,,,,,,,,,,,,,162292.0,,,,,,,,,,,,,,,,4524.0,,,,,,
Alpine District,Bonneville School,2018.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,405.0,,,,,,,,5095.0,,1382.0,,,,,,,,,,,,,13580.0,,,5400.0,,,,,,,,,438.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2310138.0,,,,114.0,,,,,,,,3780.0,,,,63888.0,,,,,,,,,,,,,,,,221199.0,,,152.0,,,,,,,,127885.0,,,,,,,,,,,,,,,,130548.0,,,,,,,,,,,,,,,,1070.0,,,,,,
Alpine District,Bonneville School,2019.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,676.0,,,,,,,,1913.0,,,,,,,,,,,1944.0,,,,15666.0,,,5045.0,400.0,,,,,,,,653.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2334610.0,,,56539.0,49.0,95040.0,,,,,,,2870.0,,,,65592.0,,,,,,,,,,,,,,,,241946.0,,,214.0,,,,,,,,109198.0,,,,,,,,,,,,,,,,213494.0,,80436.0,,,,,,,,,9875.0,,,,,546545.0,,,,,,
Alpine District,Bonneville School,2020.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,662.0,,,,,,,,1026.0,,652.0,,,,,,,,,686.0,192.0,4309.0,,,,,594.0,993.0,,,,,,,,341.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2401072.0,,,909.0,21.0,107544.0,,,,,,,4020.0,,,,66722.0,,,,,,,,,,,,,,,,227478.0,,,65.0,,,,,,,,126271.0,,,,,,,,,,,,,,,,220265.0,,113420.0,,,,,,,,,,,,,,418123.0,,,,,,
Alpine District,Bonneville School,2021.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,191.0,,,,,,,,1297.0,,,,,,,,,,,359.0,385.0,187.0,,,,,1578.0,846.0,,,,,,,,1289.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2324492.0,,,63952.0,75.0,109128.0,,,,,,,5380.0,,,,64831.0,,,,,,,,,,,,,,,,241366.0,,,55.0,,,,,,,,135234.0,,,,,,,,,,,,,,,,262376.0,,,,,,112537.0,,,,,,,,,,8074.0,,,,,,
Alpine District,Brookhaven School,2018.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4283.0,,,,,,,,,,,,1659.0,,,,,,,,,,,,,,,,,,,,59674.0,,,,,,,,,,,18478.0,,,,,,,,,,,,,,,,185.0,,,,,,,,,,,,139579.0,15871277.0,,114222.0,,,,,,,
Alpine District,Brookhaven School,2019.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78.0,,,,,,,,7609.0,,4122.0,,,,,,,,,4603.0,,,,19072.0,,,5860.0,,,,,,,,,1305.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2748.0,,,,,,,,,,,,,,,,,,3715424.0,,,,392.0,9724.0,,,,,,,8321.0,,,,85176.0,,,,,,,,,,,,,,,,379507.0,,,255.0,,,,,,,,136840.0,,,,,,,,,,,,,,,,207258.0,,,,,,,,,,,,36820.0,1104276.0,,,1561.0,,,,,,
Alpine District,Brookhaven School,2020.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,141.0,,,,,,,,10461.0,,2568.0,,,,,,,,,6780.0,320.0,3015.0,,,,,8769.0,3002.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,888.0,,,,,,,,,,,,,,,,,,4488527.0,,,44108.0,326.0,,,,,,,,7769.0,,,,100764.0,,,,,,,,,,,,,,,,420686.0,,,179.0,,,,,,,,167136.0,,,,,,,,,,,,,,,,313442.0,,,,,,,,,,,,,42026.0,,,25005.0,,,,,,
Alpine District,Brookhaven School,2021.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,108.0,,,,,,,,4375.0,,,,,,,,,,,718.0,96.0,20384.0,418.0,,,,11255.0,850.0,,,,,,,,1016.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3232296.0,,,50251.0,11.0,,,,,,,,4834.0,,,,56627.0,,,,,,,,,,,,,,,,414429.0,,,138.0,,,,,,,,161422.0,,,,,,,,,,,,,,,,231303.0,,,,,,43312.0,,,,,,,,,,8194.0,,,,,,
Alpine District,Canyon View Jr High,2017.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,935.0,,,,,,,,,3886.0,,,,,,,21749.0,,62268.0,239292.0,,,,,,,,,11300.0,,,,4018.0,,,62231.0,,,19306.0,,,,,,20150.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6704713.0,,,495669.0,105.0,90751.0,,,,,,,19047.0,,,,165504.0,,,,,,,,,,,,,,,,740824.0,,,5725.0,,,,,,,,311476.0,,,,,,,,,,,,,,,,242615.0,,,,,,,21479.0,,,,,,,,,,,,,,,
