LEA,school,year,r_1100,r_1110,r_1111,r_1112,r_1113,r_1114,r_1115,r_1118,r_1124,r_1125,r_1128,r_1129,r_1134,r_1135,r_1136,r_1140,r_1154,r_1160,r_1162,r_1164,r_1174,r_1178,r_1184,r_1190,r_1199,r_1200,r_1300,r_1310,r_1320,r_1330,r_1340,r_1400,r_1410,r_1420,r_1440,r_1500,r_1510,r_1515,r_1540,r_1610,r_1620,r_1690,r_1700,r_1710,r_1720,r_1730,r_1740,r_1741,r_1742,r_1743,r_1744,r_1745,r_1746,r_1747,r_1748,r_1750,r_1760,r_1770,r_1780,r_1790,r_1800,r_1900,r_1910,r_1920,r_1930,r_1940,r_1950,r_1960,r_1965,r_1970,r_1980,r_1990,r_2000,r_3000,r_3005,r_3010,r_3013,r_3015,r_3020,r_3025,r_3100,r_3105,r_3110,r_3115,r_3120,r_3125,r_3128,r_3130,r_3155,r_3160,r_3200,r_3209,r_3210,r_3211,r_3212,r_3213,r_3215,r_3218,r_3220,r_3221,r_3230,r_3270,r_3300,r_3322,r_3336,r_3400,r_3405,r_3410,r_3415,r_3423,r_3435,r_3448,r_3467,r_3468,r_3470,r_3471,r_3477,r_3480,r_3500,r_3515,r_3520,r_3522,r_3555,r_3560,r_3600,r_3610,r_3612,r_3613,r_3635,r_3636,r_3637,r_3641,r_3646,r_3650,r_3655,r_3661,r_3687,r_3700,r_3701,r_3703,r_3704,r_3706,r_3708,r_3709,r_3710,r_3713,r_3714,r_3716,r_3717,r_3718,r_3719,r_3720,r_3721,r_3725,r_3760,r_3762,r_3764,r_3769,r_3770,r_3772,r_3774,r_3776,r_3780,r_3785,r_3795,r_3799,r_3800,r_3805,r_3807,r_3808,r_3810,r_3816,r_3851,r_3861,r_3862,r_3865,r_3866,r_3867,r_3868,r_3876,r_3878,r_3881,r_3882,r_3900,r_3990,r_5000,r_5100,r_5110,r_5120,r_5130,r_5140,r_5200,r_5210,r_5300,r_5400,r_5500,r_5600,r_5900,r_6100,r_6200,r_6300,r_6400,e_1000,e_2100,e_2110,e_2120,e_2130,e_2140,e_2150,e_2160,e_2170,e_2180,e_2190,e_2200,e_2210,e_2212,e_2213,e_2219,e_2220,e_2230,e_2240,e_2290,e_2300,e_2310,e_2311,e_2312,e_2315,e_2316,e_2317,e_2319,e_2320,e_2321,e_2329,e_2400,e_2410,e_2490,e_2500,e_2510,e_2520,e_2530,e_2540,e_2560,e_2570,e_2580,e_2590,e_2600,e_2610,e_2620,e_2630,e_2640,e_2650,e_2660,e_2670,e_2680,e_2700,e_2710,e_2720,e_2730,e_2790,e_2795,e_2900,e_3100,e_3200,e_3300,e_3310,e_3350,e_3360,e_3370,e_3390,e_3395,e_4000,e_4100,e_4200,e_4300,e_4500,e_4502,e_4600,e_4700,e_4900,e_5000,e_5100,e_5200,e_5300,e_5900
Jordan District,Welby School,2017.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,563.49,,,,,,,,,,2407.15,,,,,,,,,4435.03,,,,,,,,111064.6,,,,,,,,32586.309999999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3316118.640000004,,,,,,,,,,,54735.64,,,,,,,,,,,,,,,,,,,,295982.10000000003,,,,,,,,,,,,257526.50999999995,,,,,,,,,,,,,,,,267830.75999999995,,5127.5,,,,,,,,,,,,,,,22829.089999999997,,,,,
Jordan District,Welby School,2018.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,967.57,,,,,,,,,,876.72,,,,,,,,,645.75,,,,,,,,44106.11,,,,,,,,114526.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3171239.12,79529.62000000001,,,,,,,,,,54533.49,,,,,,,,,,,,,,,,,,,,280256.9,,,,,,,,,,,,263350.98,,,,,,,,,,,,,,,,264164.17,,998.75,,,,,,,103261.59999999999,,,,,,,,,,,,,
Jordan District,Welby School,2019.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1456.54,,,,,,,,,,245.98,,,,,,,,,649.2,,,,-88.0,,,,39052.65,,,,,,,,111951.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3353488.8600000003,116285.59999999999,,,,,,,,,,50301.869999999995,,,,,,,,,,,,,,,,,,,,291633.95,,,,,,,,,,,,253755.79999999996,,,,,,,,,,,,,,,,276048.45999999996,,5004.47,,,,,,,102465.62,,,,,,,,,,,,,
Jordan District,Welby School,2020.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1718.39,,,,,,,,,,91.98,,,,,,,,,480.2,,,,274.94,,,,24081.33,,,,,,,,98178.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3261628.6300000018,159203.83000000005,,,,,,,,,,61788.77,,,,,,,,,,,,,,,,,,,,314333.12999999995,,,,,,,,,,,,241667.92999999996,,,,,,,,,,,,,,,,219717.34999999998,,1288.3,,,,,,,93051.32,,,,,,,,,,,,,
Jordan District,Welby School,2021.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,272.57,,,,,,,,,,36.99,,,,,,,,,322.0,,,,,,,,21243.280000000002,,,,,,,,83516.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3432397.3099999987,189026.47999999998,,,,,,,,,,53005.159999999996,,,,,,,,,,,,,,,,,,,,306922.82,,,3010.0,,,,,,,,,244084.77000000002,,,,,,,,,,,,,,,,224944.6,,1356.79,,,,,,,79443.29000000001,,,,,,,,,,,,,
Jordan District,West Hills Middle,2017.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,46040.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1762.85,,,,,,,,1109.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3685853.069999999,381429.1300000001,,,,,,,,,,164890.71000000005,,,,,,,,,,,,,,,,,,,,548537.46,,,,,,,,,,,,437570.25999999995,,,,,,,,,,,,,,,,461571.29000000004,,307.58000000000004,,,,,,,,,,,,,,,29358.879999999997,,,,,
Jordan District,West Hills Middle,2018.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,44659.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1955.27,,,,,,,,1136.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3851324.1900000023,394559.4199999999,,,,,,,,,,159571.63,,,,,,,,,,,,,,,,,,,,558586.38,,,,,,,,,,,,495593.8500000001,,,,,,,,,,,,,,,,457576.56,,712.69,,,,,,,40783.22,,,,,,,,,,,,,
Jordan District,West Hills Middle,2019.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,43720.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1742.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3851603.7000000007,346361.37999999995,,,,,,,,,,143852.59999999998,,,,,,,,,,,,,,,,,,,,584459.2699999999,,,,,,,,,,,,492327.34,,,,,,,,,,,,,,,,462507.37,,526.83,,,,,,,1945839.88,,,,,,,,,,,,,
Jordan District,West Hills Middle,2020.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,54440.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-559.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5224087.23,426363.88999999996,,,,,,,,,,255723.44,,,,,,,,,,,,,,,,,,,,574327.9300000002,,,,,,,,,,,,471816.60000000003,,,,,,,,,,,,,,,,433134.4,,,,,,,,,3840537.7,,,,,,,,,,,,,
Jordan District,West Hills Middle,2021.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,54760.0,,,,,,,,,233.43,,,991.09,194.7,,,,22842.5,153.0,75332.73,8058.0,-8058.0,129.5,-129.5,,,,,1147.67,,,,,,,,38783.12,,,,,,,,-10646.539999999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5583640.720000001,500672.65,,,,,,,,,,258107.43999999994,,,,,,,,,,,,,,,,,,,,612475.5400000002,,,8460.0,,,,,,,,,521997.25,,,,,,,,,,,,,,,,421616.89999999997,,553.15,,,,,,,225531.63,,,,,,,,,,,,,
Jordan District,West Jordan High,2017.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,181783.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32200.52,,,,,,,,217317.61000000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6283703.219999998,657593.8399999999,,,,,,,,,,365269.7100000001,,,,,,,,,,,,,,,,,,,,1038167.3099999997,,,,,,,,,,,,1077295.68,,,,,,,,,,,,,,,,511290.8300000001,,3817.63,,,,,,,,,,,,,,,2460840.8600000003,,,,,
Jordan District,West Jordan High,2018.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,162797.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37982.89,,,,,,,,179809.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6918248.379999998,780461.55,,,,,,,,,,435487.36000000016,,,,,,,,,,,,,,,,,,,,1082625.06,,,,,,,,,,,,1083473.6700000002,,,,,,,,,,,,,,,,527245.6500000001,,,,,,,,,4493885.56,,,,,,,,,,,,,
Jordan District,West Jordan High,2019.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,94335.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60704.77,,,,,,,,203535.22999999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7474040.840000003,726734.1600000003,,,,,,,,,,438377.88999999996,,,,,,,,,,,,,,,,,,,,1113788.82,,,,,,,,,,,,1046097.3400000001,,,,,,,,,,,,,,,,534273.76,,7764.55,,,,,,,891225.2,,,,,,,,,,,,,
Jordan District,West Jordan High,2020.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,167667.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72840.22,,,,,,,,138066.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8454137.369999997,853900.5099999998,,,,,,,,,,387101.22,,,,,,,,,,,,,,,,,,,,1177171.98,,,,,,,,,,,,1065258.33,,,,,,,,,,,,,,,,478226.99000000005,,42415.990000000005,,,,,,,816552.6900000001,,,,,,,,,,,,,
Jordan District,West Jordan High,2021.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,140464.24,,,,,,,,,2314.53,,,,85.8,,,38533.12,53628.4,224781.92,342013.66,37959.31,-37959.31,25473.0,-25473.0,,,24015.04,-24015.04,12028.16,,,,239396.55,,,,181806.45,,,,,,,,229270.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9414656.919999998,971412.9400000002,,,,,,,,,,359047.85999999975,,,,,,,,,,,,,,,,,,,,1216854.01,,,8260.0,,,,,,,,,1100429.0499999998,,,,,,,,,,,,,,,,437596.75999999995,,5217.99,,,,,,,529046.97,,,,,,,,,,,,,
Jordan District,West Jordan Middle,2017.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,35200.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5989.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3442411.6799999992,364868.76,,,,,,,,,,170449.46999999997,,,,,,,,,,,,,,,,,,,,576110.7,,,,,,,,,,,,505786.89,,,,,,,,,,,,,,,,381202.25000000006,,1129.18,,,,,,,,,,,,,,,2201132.61,,,,,
Jordan District,West Jordan Middle,2018.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,34343.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17898.32,,,,,,,,886.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3719874.91,462379.1,,,,,,,,,,184916.21000000005,,,,,,,,,,,,,,,,,,,,599032.97,,,,,,,,,,,,525098.94,,,,,,,,,,,,,,,,392589.59,,3361.8599999999997,,,,,,,15425822.870000001,,,,,,,,,,,,,
Jordan District,West Jordan Middle,2019.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,35880.0,,,,,,,,,988.04,,,,,,,,490.0,1962.93,31770.39,,,,,,,,,,,,,,,,,59856.41,,,,,,,,231.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4049176.49,503870.61999999994,,,,,,,,,,233747.96000000008,,,,,,,,,,,,,,,,,,,,614723.28,,,,,,,,,,,,484108.0900000001,,,,,,,,,,,,,,,,384323.08999999997,,26132.38,,,,,,,18125027.41,,,,,,,,,,,,,
Jordan District,West Jordan Middle,2020.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,43760.0,,,,,,,,,1367.67,,,1386.0,1020.7,,,,13530.0,2906.92,55762.07,,,,,,,,,2884.59,,,,,,,,58066.520000000004,,,,,,,,63193.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1199.0,,,,,,,,,,,,,,,,,,5174004.41,532207.77,,,,,,,,,,334009.7800000001,,,,,,,,,,,,,,,,,,,,642707.5700000001,,,,,,,,,,,,483746.4600000001,,,,,,,,,,,,,,,,389383.49,,24370.52,,,,,,,4842784.2299999995,,,,,,,,,,,,,
Jordan District,West Jordan Middle,2021.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,46550.0,,,,,,,,,181.26,,,220.65,1000.0,,,125.0,15010.0,5210.0,78617.13,16930.0,-16930.0,8592.5,-8592.5,,,561.0,-561.0,2895.9,,,,,,,,36678.21,,,,,,,,66204.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5970028.199999996,644936.71,,,,,,,,,,574947.75,,,,,,,,,,,,,,,,,,,,665828.4299999999,,,6920.0,,,,,,,,,550152.1799999999,,,,,,,,,,,,,,,,402146.81,,16355.45,,,,,,,575277.74,,,,,,,,,,,,,
Jordan District,West Jordan School,2017.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,195.45,,,,,,,,,,118.59,,,,,,,,,785.5,,,,,,,,9859.619999999999,,,,,,,,46636.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1913783.2300000004,86453.91000000002,,,,,,,,,,33419.490000000005,,,,,,,,,,,,,,,,,,,,223414.36000000002,,,,,,,,,,,,195618.43000000002,,,,,,,,,,,,,,,,196348.34000000003,,2152.23,,,,,,,,,,,,,,,740556.3799999999,,,,,
Jordan District,West Jordan School,2018.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,298.27,,,,,,,,,,102.61,,,,,,,,,603.4,,,,,,,,11473.95,,,,,,,,49974.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2006675.1599999997,169269.8,,,,,,,,,,45186.44000000001,,,,,,,,,,,,,,,,,,,,234079.97000000003,,,,,,,,,,,,192220.34000000003,,,,,,,,,,,,,,,,200002.1,,2648.0,,,,,,,89970.76,,,,,,,,,,,,,
Jordan District,West Jordan School,2019.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,510.39,,,46.5,,,,,,,15.0,,,,,,,,,767.84,,,,19029.61,,,,4248.17,,,,,,,,31516.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2304593.719999999,261455.50999999998,,,,,,,,,,53673.85,,,,,,,,,,,,,,,,,,,,245604.28000000003,,,,,,,,,,,,199537.00000000003,,,,,,,,,,,,,,,,186508.11,,122.4,,,,,,,38365.71,,,,,,,,,,,,,
Jordan District,West Jordan School,2020.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,365.3,,,,,,,,,,55.0,,,,,,,,,544.65,,,,,,,,4679.6,,,,,,,,32837.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2321332.4499999993,324189.87999999995,,,,,,,,,,57216.39000000003,,,,,,,,,,,,,,,,,,,,314424.18,,,,,,,,,,,,209999.17,,,,,,,,,,,,,,,,177424.41000000006,,1000.0,,,,,,,48253.47,,,,,,,,,,,,,
Jordan District,West Jordan School,2021.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.54,,,,,,,,,,5.0,,,,,,,,,366.2,,,,,,,,3628.5699999999997,,,,,,,,18188.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2575517.809999999,378759.63000000006,,,,,,,,,,72207.44000000002,,,,,,,,,,,,,,,,,,,,338866.35,,,3480.0,,,,,,,,,211358.56,,,,,,,,,,,,,,,,188103.97,,1985.6,,,,,,,10921.88,,,,,,,,,,,,,
Jordan District,Westland School,2017.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,323.08,,,,,,,,,,646.03,,,,,,,,,1874.91,,,,,,,,56369.33,,,,,,,,6752.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2167116.2000000007,43889.19,,,,,,,,,,37719.020000000004,,,,,,,,,,,,,,,,,,,,216583.34,,,,,,,,,,,,176561.93000000002,,,,,,,,,,,,,,,,208401.90000000002,,499.97,,,,,,,,,,,,,,,5336.84,,,,,
Jordan District,Westland School,2018.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,606.19,,,,,,,,,,64.72,,,,,,,,,628.8,,,,,,,,14582.420000000002,,,,,,,,60632.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1945858.34,128117.25000000001,,,,,,,,,,46016.67999999999,,,,,,,,,,,,,,,,,,,,232413.89,,,,,,,,,,,,166558.45,,,,,,,,,,,,,,,,187745.29000000004,,3041.13,,,,,,,62786.21,,,,,,,,,,,,,
Jordan District,Westland School,2019.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1075.79,,,,,,,,,,72.9,,,,,,,,,350.0,,,,530.51,,,,10784.93,,,,,,,,57110.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2049845.7999999996,167265.67,,,,,,,,,,46042.46999999999,,,,,,,,,,,,,,,,,,,,226954.26000000004,,,,,,,,,,,,181259.17000000004,,,,,,,,,,,,,,,,199624.25,,275.65,,,,,,,152226.91,,,,,,,,,,,,,
Jordan District,Westland School,2020.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1230.81,,,,,,,,,,,,,,,,,,,68.0,,,,,,,,6297.93,,,,,,,,63225.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1307.0,,,,,,,,,,,,,,,,,,2273933.5799999996,218023.99999999997,,,,,,,,,,86839.44999999998,,,,,,,,,,,,,,,,,,,,274724.52,,,,,,,,,,,,188208.89999999997,,,,,,,,,,,,,,,,179228.36000000002,,850.0,,,,,,,72148.12000000001,,,,,,,,,,,,,
Jordan District,Westland School,2021.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,107.09,,,,,,,,,,63.89,,,,,,,,,244.77,,,,,,,,2955.89,,,,,,,,56665.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2580304.390000002,176299.44000000003,,,,,,,,,,70857.62000000001,,,,,,,,,,,,,,,,,,,,308248.98000000004,,,3260.0,,,,,,,,,191546.55,,,,,,,,,,,,,,,,177699.48,,925.96,,,,,,,130129.70999999999,,,,,,,,,,,,,
Jordan District,Westvale School,2017.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,442.99,,,,,,,,,,1363.42,,,,,,,,,737.56,,,,,,,,29544.370000000003,,,,,,,,118507.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2148292.2099999995,39700.7,,,,,,,,,,75152.17,,,,,,,,,1050.4,,,,,,,,,,,209024.58,,,,,,,,,,,,251416.7,,,,,,,,,,,,,,,,259117.79000000004,,600.56,,,,,,,,,,,,,,,38960.869999999995,,,,,
Jordan District,Westvale School,2018.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,618.82,,,331.5,,,,,,,356.36,,,,,,,,,924.1,,,,,,,,36341.6,,,,,,,,64634.99999999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2155195.0399999986,97199.68000000001,,,,,,,,,,83679.31999999999,,,,,,,,,,,,,,,,,,,,220056.01,,,,,,,,,,,,229250.62,,,,,,,,,,,,,,,,248618.10000000003,,3940.85,,,,,,,77953.34999999999,,,,,,,,,,,,,
Jordan District,Westvale School,2019.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,866.36,,,,,,,,,,156.53,,,,,,,,,738.65,,,,23577.87,,,,14007.97,,,,,,,,60428.630000000005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2434098.46,176324.46000000002,,,,,,,,,,34751.84,,,,,,,,,,,,,,,,,,,,238979.47999999998,,,,,,,,,,,,238130.68,,,,,,,,,,,,,,,,272372.31,,4709.54,,,,,,,50453.42,,,,,,,,,,,,,
