LEA,school,year,r_10_1100,r_10_1110,r_10_1111,r_10_1112,r_10_1113,r_10_1114,r_10_1115,r_10_1134,r_10_1135,r_10_1136,r_10_1154,r_10_1160,r_10_1162,r_10_1164,r_10_1184,r_10_1190,r_10_1199,r_10_1200,r_10_1300,r_10_1310,r_10_1320,r_10_1330,r_10_1340,r_10_1400,r_10_1410,r_10_1420,r_10_1440,r_10_1500,r_10_1510,r_10_1515,r_10_1540,r_10_1610,r_10_1620,r_10_1690,r_10_1700,r_10_1710,r_10_1720,r_10_1730,r_10_1740,r_10_1741,r_10_1742,r_10_1743,r_10_1744,r_10_1745,r_10_1746,r_10_1747,r_10_1748,r_10_1750,r_10_1760,r_10_1770,r_10_1780,r_10_1790,r_10_1800,r_10_1900,r_10_1910,r_10_1920,r_10_1930,r_10_1940,r_10_1950,r_10_1960,r_10_1965,r_10_1970,r_10_1980,r_10_1990,r_10_2000,r_10_3000,r_10_3005,r_10_3010,r_10_3013,r_10_3015,r_10_3020,r_10_3025,r_10_3100,r_10_3105,r_10_3110,r_10_3115,r_10_3120,r_10_3125,r_10_3128,r_10_3130,r_10_3155,r_10_3160,r_10_3200,r_10_3209,r_10_3210,r_10_3211,r_10_3212,r_10_3213,r_10_3215,r_10_3218,r_10_3220,r_10_3221,r_10_3230,r_10_3270,r_10_3300,r_10_3322,r_10_3336,r_10_3400,r_10_3405,r_10_3410,r_10_3415,r_10_3423,r_10_3435,r_10_3448,r_10_3467,r_10_3468,r_10_3470,r_10_3471,r_10_3477,r_10_3480,r_10_3500,r_10_3515,r_10_3520,r_10_3522,r_10_3555,r_10_3560,r_10_3600,r_10_3612,r_10_3613,r_10_3635,r_10_3636,r_10_3637,r_10_3641,r_10_3646,r_10_3655,r_10_3661,r_10_3687,r_10_3700,r_10_3701,r_10_3703,r_10_3704,r_10_3706,r_10_3708,r_10_3709,r_10_3710,r_10_3713,r_10_3714,r_10_3716,r_10_3717,r_10_3718,r_10_3719,r_10_3720,r_10_3725,r_10_3760,r_10_3762,r_10_3764,r_10_3769,r_10_3770,r_10_3772,r_10_3774,r_10_3776,r_10_3780,r_10_3785,r_10_3795,r_10_3799,r_10_3800,r_10_3805,r_10_3807,r_10_3808,r_10_3810,r_10_3816,r_10_3851,r_10_3861,r_10_3862,r_10_3865,r_10_3866,r_10_3867,r_10_3868,r_10_3876,r_10_3878,r_10_3881,r_10_3882,r_10_3900,r_10_3990,r_10_5100,r_10_5110,r_10_5120,r_10_5130,r_10_5140,r_10_5200,r_10_5210,r_10_5300,r_10_5400,r_10_5500,r_10_5600,r_10_5900,r_10_6100,r_10_6200,r_10_6300,r_10_6400,r_20_1500,r_20_1510,r_20_1770,r_20_1800,r_20_1900,r_20_1910,r_20_1920,r_20_1990,r_20_3816,r_20_3990,r_20_5200,r_20_5210,r_20_5900,r_21_1310,r_21_1320,r_21_1410,r_21_1500,r_21_1510,r_21_1610,r_21_1690,r_21_1700,r_21_1710,r_21_1720,r_21_1730,r_21_1740,r_21_1741,r_21_1742,r_21_1743,r_21_1744,r_21_1745,r_21_1746,r_21_1747,r_21_1748,r_21_1750,r_21_1760,r_21_1770,r_21_1780,r_21_1790,r_21_1800,r_21_1900,r_21_1910,r_21_1920,r_21_1940,r_21_1990,r_21_3010,r_21_3520,r_21_3800,r_21_3851,r_21_3900,r_21_3990,r_21_5200,r_21_5210,r_21_5300,r_21_5900,r_21_6400,r_23_1110,r_23_1111,r_23_1112,r_23_1113,r_23_1114,r_23_1115,r_23_1164,r_23_1310,r_23_1500,r_23_1510,r_23_1690,r_23_1740,r_23_1743,r_23_1747,r_23_1790,r_23_1800,r_23_1900,r_23_1910,r_23_1920,r_23_1930,r_23_1960,r_23_1990,r_23_2000,r_23_3100,r_23_3105,r_23_3115,r_23_3125,r_23_3160,r_23_3209,r_23_3300,r_23_3613,r_23_3700,r_23_3713,r_23_3800,r_23_3876,r_23_3900,r_23_3990,r_23_5200,r_23_5210,r_23_5300,r_23_5900,r_26_1110,r_26_1111,r_26_1112,r_26_1114,r_26_1115,r_26_1118,r_26_1124,r_26_1128,r_26_1134,r_26_1140,r_26_1164,r_26_1190,r_26_1965,r_26_1990,r_31_1110,r_31_1111,r_31_1112,r_31_1113,r_31_1128,r_31_1129,r_31_1136,r_31_1154,r_31_1178,r_31_1199,r_31_1500,r_31_1510,r_31_1690,r_31_1900,r_31_1920,r_31_1990,r_31_3650,r_31_3661,r_31_5100,r_31_5120,r_31_5130,r_31_5140,r_31_5200,r_31_5210,r_31_5900,r_31_6300,r_32_1100,r_32_1110,r_32_1111,r_32_1112,r_32_1113,r_32_1114,r_32_1115,r_32_1124,r_32_1125,r_32_1136,r_32_1154,r_32_1164,r_32_1174,r_32_1190,r_32_1199,r_32_1500,r_32_1510,r_32_1540,r_32_1690,r_32_1900,r_32_1910,r_32_1920,r_32_1930,r_32_1940,r_32_1950,r_32_1960,r_32_1965,r_32_1990,r_32_3100,r_32_3155,r_32_3200,r_32_3610,r_32_3650,r_32_3661,r_32_3700,r_32_3709,r_32_3710,r_32_3760,r_32_3800,r_32_3900,r_32_3990,r_32_5100,r_32_5110,r_32_5120,r_32_5130,r_32_5140,r_32_5200,r_32_5210,r_32_5300,r_32_5400,r_32_5500,r_32_5600,r_32_5900,r_32_6300,r_32_6400,r_40_1500,r_40_1510,r_40_5200,r_49_1500,r_49_1510,r_49_1610,r_49_1620,r_49_1690,r_49_1900,r_49_1920,r_49_1990,r_49_3010,r_49_3200,r_49_3400,r_49_3769,r_49_3770,r_49_3800,r_49_3900,r_49_3990,r_49_5200,r_49_5210,r_49_5300,r_49_5900,r_50_1310,r_50_1500,r_50_1510,r_50_1690,r_50_1910,r_50_1920,r_50_1990,r_50_3700,r_50_3900,r_50_5200,r_51_1500,r_51_1510,r_51_1610,r_51_1620,r_51_1690,r_51_1900,r_51_1920,r_51_1990,r_51_3721,r_51_3769,r_51_3770,r_51_3800,r_51_5200,r_51_5300,r_51_5900,r_60_1510,r_60_1900,r_60_1970,r_60_1990,r_60_5200,r_60_5210,r_70_1200,r_70_1320,r_70_1500,r_70_1510,r_70_1800,r_70_1900,r_70_1910,r_70_1920,r_70_1990,r_70_3100,r_70_3799,r_70_5200,r_70_5210,r_70_5900,r_71_1500,r_71_1510,r_71_1740,r_71_1800,r_71_1920,r_71_1960,r_71_1990,r_71_3200,r_71_3410,r_71_3415,r_71_3423,r_71_3560,r_71_3800,r_71_5000,r_71_5200,r_76_1200,r_76_1500,r_76_1510,r_76_1900,r_76_1920,r_76_1960,r_76_1990,r_76_5200
Alianza Academy,Alianza Academy,2016.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,171.0,,,,,,,,1064.0,,,,,,,136597.0,,,241554.0,5298.0,,4123.0,3754.0,,,,,,,,,,,,,,,17144.0,,,,,,,2200.0,,,,,,,,,,,,,28316.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,116400.0,,6666.0,,,,,,,,,,,,160.0,,,,,,,,,,,,,,10512.0,,,,,,,,,,,,,19506.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alpine District,Alpine District,2016.0,,30714587.17,1897475.78,23690571.6,1463548.44,19408929.84,1199038.56,,,,,2645731.99,2040688.42,1671870.96,,,,,,150018.88,283513.55,,,,1029181.18,,,,1255840.97,,,,,,364069.98,,,,,,,,,,,,,,,,,,,,117446.3,,,650218.69,,,,,,7804726.719999999,,,,202717848.0,,,,,,25244545.18,,,386460.91,597140.0,,,8815192.61,,,,,285670.78,207295.01,461178.92,45804.0,51555.81,,2018245.47,14414612.0,,,,1718785.2,,,2658562.0,8755810.0,,,,,106881.0,,,,,,,4914079.31,,27305197.0,5502380.0,,,,169741.76,43642.97,,634565.94,,,,,,10000.0,,,,,,910388.18,,,,,8998.95,,,,,,12400.0,,,,10994.0,,,,,176736.94,,1527678.35,890250.71,,171136.12,,,,,,,,526661.04,17221237.0,,705877.0,326404.16,72916.98000000001,,,,,,,,,,,,,,,,,,,30296.0,,,,,1733887.0,,,,,,,,,,,81142.62,,,,1227751.42,308554.91,3919935.04,7147990.16,,,,,,,,,1541735.76,,,,4480138.47,,,918970.43,97476.01,,559885.73,,,,,,,,,,,,,,,,1645424.31,101650.48,141735.63,,,27767.97,,,,,,276059.24,,,,,,562494.83,,,,3813204.57,,,259238.0,,,,,,,,,,,,,13045157.0,,,,,,,,,,,,,,,,,,56882141.61,3514046.45,,,4899785.89,,,289549.11,,,,,,,,,,,,,,,,1214815.41,,,,,,12331836.02,761832.15,,,,1062255.28,-1465720.0,,,439587.69,,,,,,,,,,,124710.53,,,,,11635917.0,1712432.0,,,,,,,,,,,,,,,2476012.15,,,,,,,,,,,35981.27,6915698.56,190117.19,,,,,,,,,4045325.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1218356.59,,,,,9100173.58,,,,,,,873649.31,,,,,,,,,
Alpine District,Alpine District,2017.0,,32879251.0,1965698.0,25125637.0,1502146.0,21023091.0,1256873.0,,,,,2835047.0,2166484.0,1812738.0,,,,,,127082.0,243008.0,,,,1074491.0,,,,2098119.0,,,,,,209779.0,,,,,,,,,,,,,,,,,,,,71110.0,,,350180.0,,,,,,6145018.0,,,,213530102.0,,,,,,27816318.0,,,116105.0,1582076.0,473917.0,,10244309.0,,,,,317574.0,266307.0,478268.0,,1181.0,,1816555.0,15116675.0,,,,1643028.0,,,906498.0,9146370.0,,,,,107264.0,,,,,,,5343242.0,,31641212.0,6387018.0,,,,135000.0,,,589487.0,,262903.0,,7534.0,,,,,,,,669746.0,,,,,4596.0,,,,,,6545.0,,,,29397.0,,,,,191833.0,,1529973.0,889199.0,,103337.0,,,,,,,,554938.0,17814850.0,,563092.0,792658.0,523562.0,,,,,,,,,,,,,,,,,,,47419.0,,,,,1822046.0,,,,,,,,,,,75237.0,,,,694966.0,190542.0,2142085.0,3952667.0,,,,,,,,,1052566.0,,,,2805999.0,,,704476.0,62746.0,,454521.0,,,,,,,,,,,,,,,,1256282.0,75107.0,108324.0,,,41885.0,,,,,,326600.0,,,,,,653060.0,,,,3800594.0,,,277346.0,,,,,,,,,,,,,13991670.0,,,,,,,,,,,,,,,,,,58240441.0,3481927.0,,,5021842.0,,,458276.0,,,,,,,,6266903.0,32730000.0,-38844732.0,,,,,,,,,,,,12975036.0,775717.0,,,,1118786.0,-1662361.0,,,885482.0,,,,,,,,,,1139584.0,92135.0,,,,,8952145.0,1499855.0,,,,,,,,,115000000.0,14718091.0,,,,,10862426.0,,,,,,,,,,,63169.0,7121182.0,161127.0,,,,,,,,,4295396.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49705.0,,,2390032.0,,,,,,,,,,,,,,,,,,3549142.0,,,,,15840641.0,,,,,,,,,,,,,,,,
Alpine District,Alpine District,2018.0,,34815098.0,1997791.0,26377766.0,1513632.0,21781640.0,1249893.0,,,,,3027390.0,2293711.0,1894050.0,,,,,,132608.0,242858.0,,,,1165894.0,,,,3691640.0,,,,,,,,,,188649.0,,,,,,,,,,,,,,,,78313.0,,,358020.0,,,,,,4915776.0,,,,226668027.0,,,,,59942914.0,,,,,,,,,,11117466.0,,,,,,,,,,,,4783273.0,,,31728286.0,,,,,,,,,,,,,,,,,,,40006720.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2645743.0,,,,,,,,,,,,,,,,,,598450.0,,,,,,,,,,,,,,,,,,88103.0,,,,,2299536.0,,,,,,,,,,,122443.0,,,,645066.0,193965.0,1980718.0,4238446.0,,,,,,,,,1002718.0,,,,2676603.0,,,797757.0,51326.0,,388799.0,,,,,,,,,,,,,,,,1221193.0,70076.0,106190.0,,,109067.0,,,,,,329559.0,,,,,,668704.0,,3944872.0,,,,,,423168.0,,,,152898.0,,,,,,,,13795766.0,,,1911154.0,,,,,,,,,,,,,,,60948626.0,3497408.0,,,5299863.0,,,769062.0,,,,,,,,,,,,,,,,,,,,,,12211928.0,700756.0,,,,1061903.0,,,,3287776.0,,,,,,,,,,,1758591.0,,,,,,,9430104.0,,,,,,,,132385000.0,13641717.0,,,,,63969.0,3696188.0,,,,,,,,,,124135.0,7439512.0,143013.0,,,,,,,,,,4434122.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94062.0,,1440739.0,2150711.0,,,,,,,,,,,,,,,,,,4913560.0,,,,,13887718.0,,,,,,,,,,,,,,,,
Alpine District,Alpine District,2019.0,,41164981.0,2529789.0,29354147.0,1803955.0,23621690.0,1451668.0,,,,,3423107.0,2440967.0,1964280.0,,,,,,191146.0,280100.0,,,,1256172.0,,,,6386185.0,,,,,,,,,,,,,,,,,,,,,,,,,,432.0,,,,,,,,,4255584.0,,,,229120587.0,,,,,66407927.0,,,,,,,,,,19525154.0,,,,,,,,,,,,8248340.0,,,19556042.0,,,,,,,,,,,,,12755090.0,,,,,,43372080.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1495138.0,,,,,,,,,,,,,,,,,,959584.0,,,,,,,,,,,,,,,,,,193186.0,,,,,2443261.0,,,,,,,,,,,381.0,,,,,,,,,,,,,,,,1931.0,,,,14671.0,,,,,,21.0,,,,,,,,,,,,,,,,1976708.0,121478.0,164375.0,,,111824.0,,,,,,215224.0,,,,,,742556.0,,4194049.0,,,,,,455039.0,,,,,,,,,,,,14120191.0,,,1931217.0,,,,,,,,,,,,,,,62365230.0,3832646.0,,,5186027.0,,,1177171.0,,,,,,,,,,,,,,,,,,,,,,13589883.0,835164.0,,,,1130077.0,,,,4847261.0,,,,,,,,,,,1370396.0,,,,,,,8147020.0,,,,,,,,85000000.0,7622265.0,,,,,57286.0,189204.0,,,,,,,,,,188554.0,7754594.0,150423.0,,,,,,,,,,5000342.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,154213.0,,1235616.0,2302815.0,,,,,,,,,,,,,,,,,,6011343.0,,,,,8454015.0,,,,,,,,,,,,,,,,
Alpine District,Alpine District,2020.0,,47221193.0,3001004.0,33774098.0,2146413.0,24798167.0,1658592.0,,,,,3740060.0,2675010.0,2067053.0,,,,,,134190.0,269395.0,,,,902264.0,,,,4334215.0,,,,,,,,,,,,,,,,,,,,,,,,,,612.0,356.0,,,,,,,,3875871.0,,,,238426993.0,,,,,72079049.0,,,,,,,,,,12557555.0,,,,,,,,,,,,10146200.0,,,20370974.0,,,,,,,,,,,,,25518493.0,,,,,,35815686.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3380944.0,,,,,,,,,,,,,,,,,,603860.0,,,,,,,-1426500.0,,,,,,,,,,,211566.0,,,,,4106388.0,,,,,,,,,,,299.0,,,,,,,,,,,,,,,,703.0,,8704.0,,,,,,1230.0,,113.0,,,,,,,,,,,,,,,,3716497.0,153573.0,191394.0,,,97445.0,,16761.0,,,,221365.0,,,,,,939546.0,,5126219.0,,,,,,473208.0,,,,,,,122539.0,,,,,18124222.0,,,2105371.0,,,,,,,,,,,,,,,63255361.0,4020008.0,,,5010015.0,,,836024.0,,,,,,,,,,,,,,,,,,,,,,15863592.0,1008164.0,,,,1256444.0,,,,3035421.0,,,,,,,,,,,2080495.0,,,,,,,4686678.0,,,,,,,,73750000.0,10378055.0,,,1426500.0,,1556723.0,6500000.0,,,,,,,,,,166646.0,5935202.0,98658.0,,,,,,,,,,4984242.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,126909.0,,1358089.0,2658700.0,,,,,,,,,,,,,,,,,,5945961.0,,,,,8480320.0,,,,,,,,,,,,,,,,
Alpine District,Alpine District,2021.0,,52419012.0,3033360.0,51517456.0,2981189.0,18272670.0,1086271.0,,,,,3778150.0,3713169.0,1352986.0,,,,,,9333.0,374800.0,,,,713121.0,,,,1147144.0,,,,,,,,,,,,,,,,,,,,,,,,,,5574.0,2500.0,,,,,,,,5137257.0,,,,239712735.0,,,,,70593591.0,,,,,,,,,,22460310.0,,,,,,,,,,,,10264775.0,,,21398471.0,,,,,,,,,,,,,30327334.0,,,,,,28818110.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3098326.0,,,,,,,,,,,,,,,,,,434605.0,,,,,,,-1403500.0,,,,,,,,,,,466848.0,,,,,3101330.0,,,,,,,,,,,28.0,,,,,5910.0,,,,,,,,,6010.0,,503.0,158.0,1854.0,810.0,,,,,6010.0,,1180.0,,,,,,,,,,,,,,,,3686646.0,184461.0,229752.0,,,28931.0,,,15354.0,40982.0,,11065.0,,,,,,1053063.0,,5447062.0,,,,,,436154.0,,,,,,,169277.0,,,,,,,,2029072.0,,,,,,,,16603344.0,,,,,,,74217335.0,4294776.0,,,5349285.0,,,305533.0,,,,,,,,,,,,,,,,,,,,,,17032959.0,985656.0,,,,1227667.0,,,,403854.0,,,,,,,,,,,1567565.0,,,,,,,4846622.0,,,,,,,,32320000.0,4207964.0,,,1403500.0,,5666513.0,4250000.0,,,,,,,,,,45899.0,596754.0,26663.0,,,,,,,,,,5701675.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39040.0,,1520092.0,2835505.0,,,,,,,,,,,,,,,,,,18070879.0,,,,,8182073.0,,,,,,,,,,,,,,,,
Alpine District,Alpine School,2019.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1814.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,560.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1209.0,,,,,11718.0,,2981.0,,,,,,,,,3586.0,,,,23305.0,,,7256.0,,,4714.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alpine District,Alpine School,2020.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,520.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1119.0,,,,,7905.0,,,,,,,,,,,1787.0,114.0,,,,,,2580.0,11030.0,,453.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alpine District,Alpine School,2021.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1892.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,239.0,,,,,4314.0,,,,,,,,,,,1700.0,578.0,,,,,,11186.0,13230.0,,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alpine District,American Fork High,2017.0,,,,,,,,,,,,,,,,,,,,5050.0,,,,,,,,,,,,,,,42985.0,,,,,,,,,,,,,,,,,,,,2014.0,,,74303.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9079.0,,,,171587.0,,930982.0,646019.0,,,,,,,,,186580.0,,,,457132.0,,,22452.0,1000.0,,11279.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alpine District,American Fork High,2018.0,,,,,,,,,,,,,,,,,,,,5225.0,,,,,,,,,,,,,,,,,,,47595.0,,,,,,,,,,,,,,,,1996.0,,,73127.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16025.0,,,,196067.0,2650.0,758792.0,750719.0,,,,,,,,,203407.0,,,,517248.0,,,29104.0,2000.0,,7644.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alpine District,American Fork High,2019.0,,,,,,,,,,,,,,,,,,,,3515.0,,,,,,,,,,,,,,,,,,,59160.0,,,,,,,,,,,,,,,,6923.0,,,75193.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23770.0,,,,213750.0,14615.0,,1596489.0,,,,,,,,,236625.0,,,,533343.0,,,46991.0,2180.0,,6277.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alpine District,American Fork High,2020.0,,,,,,,,,,,,,,,,,,,,3965.0,,,,,,,,,,,,,,,,,,,55115.0,,,,,,,,,,,,,,,,3890.0,,,73080.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19421.0,,,,119004.0,227.0,,1197382.0,,,,,,,,,186318.0,18463.0,361648.0,,,,,45341.0,166054.0,,4884.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alpine District,American Fork High,2021.0,,,,,,,,,,,,,,,,,,,,6850.0,,,,,,,,,,,,,,,,,,,,,,78109.0,,58620.0,,,,,,,,,,,15828.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5865.0,,,,4477.0,,,,82708.0,,,,204341.0,,129335.0,,108484.0,,1031793.0,,5378.0,18360.0,10924.0,228976.0,,,,66821.0,139355.0,,4623.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alpine District,American Fork Jr High,2019.0,,,,,,,,,,,,,,,,,,,,955.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6980.0,,,21064.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12309.0,,,,21186.0,,,355858.0,,,,,,,,,19795.0,,,,572.0,,,55814.0,,,19045.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
