LEA,school,year,r_10_1100,r_10_1110,r_10_1111,r_10_1112,r_10_1113,r_10_1114,r_10_1115,r_10_1134,r_10_1135,r_10_1136,r_10_1154,r_10_1160,r_10_1162,r_10_1164,r_10_1184,r_10_1190,r_10_1199,r_10_1200,r_10_1300,r_10_1310,r_10_1320,r_10_1330,r_10_1340,r_10_1400,r_10_1410,r_10_1420,r_10_1440,r_10_1500,r_10_1510,r_10_1515,r_10_1540,r_10_1610,r_10_1620,r_10_1690,r_10_1700,r_10_1710,r_10_1720,r_10_1730,r_10_1740,r_10_1741,r_10_1742,r_10_1743,r_10_1744,r_10_1745,r_10_1746,r_10_1747,r_10_1748,r_10_1750,r_10_1760,r_10_1770,r_10_1780,r_10_1790,r_10_1800,r_10_1900,r_10_1910,r_10_1920,r_10_1930,r_10_1940,r_10_1950,r_10_1960,r_10_1965,r_10_1970,r_10_1980,r_10_1990,r_10_2000,r_10_3000,r_10_3005,r_10_3010,r_10_3013,r_10_3015,r_10_3020,r_10_3025,r_10_3100,r_10_3105,r_10_3110,r_10_3115,r_10_3120,r_10_3125,r_10_3128,r_10_3130,r_10_3155,r_10_3160,r_10_3200,r_10_3209,r_10_3210,r_10_3211,r_10_3212,r_10_3213,r_10_3215,r_10_3218,r_10_3220,r_10_3221,r_10_3230,r_10_3270,r_10_3300,r_10_3322,r_10_3336,r_10_3400,r_10_3405,r_10_3410,r_10_3415,r_10_3423,r_10_3435,r_10_3448,r_10_3467,r_10_3468,r_10_3470,r_10_3471,r_10_3477,r_10_3480,r_10_3500,r_10_3515,r_10_3520,r_10_3522,r_10_3555,r_10_3560,r_10_3600,r_10_3612,r_10_3613,r_10_3635,r_10_3636,r_10_3637,r_10_3641,r_10_3646,r_10_3655,r_10_3661,r_10_3687,r_10_3700,r_10_3701,r_10_3703,r_10_3704,r_10_3706,r_10_3708,r_10_3709,r_10_3710,r_10_3713,r_10_3714,r_10_3716,r_10_3717,r_10_3718,r_10_3719,r_10_3720,r_10_3725,r_10_3760,r_10_3762,r_10_3764,r_10_3769,r_10_3770,r_10_3772,r_10_3774,r_10_3776,r_10_3780,r_10_3785,r_10_3795,r_10_3799,r_10_3800,r_10_3805,r_10_3807,r_10_3808,r_10_3810,r_10_3816,r_10_3851,r_10_3861,r_10_3862,r_10_3865,r_10_3866,r_10_3867,r_10_3868,r_10_3876,r_10_3878,r_10_3881,r_10_3882,r_10_3900,r_10_3990,r_10_5100,r_10_5110,r_10_5120,r_10_5130,r_10_5140,r_10_5200,r_10_5210,r_10_5300,r_10_5400,r_10_5500,r_10_5600,r_10_5900,r_10_6100,r_10_6200,r_10_6300,r_10_6400,r_20_1500,r_20_1510,r_20_1770,r_20_1800,r_20_1900,r_20_1910,r_20_1920,r_20_1990,r_20_3816,r_20_3990,r_20_5200,r_20_5210,r_20_5900,r_21_1310,r_21_1320,r_21_1410,r_21_1500,r_21_1510,r_21_1610,r_21_1690,r_21_1700,r_21_1710,r_21_1720,r_21_1730,r_21_1740,r_21_1741,r_21_1742,r_21_1743,r_21_1744,r_21_1745,r_21_1746,r_21_1747,r_21_1748,r_21_1750,r_21_1760,r_21_1770,r_21_1780,r_21_1790,r_21_1800,r_21_1900,r_21_1910,r_21_1920,r_21_1940,r_21_1990,r_21_3010,r_21_3520,r_21_3800,r_21_3851,r_21_3900,r_21_3990,r_21_5200,r_21_5210,r_21_5300,r_21_5900,r_21_6400,r_23_1110,r_23_1111,r_23_1112,r_23_1113,r_23_1114,r_23_1115,r_23_1164,r_23_1310,r_23_1500,r_23_1510,r_23_1690,r_23_1740,r_23_1743,r_23_1747,r_23_1790,r_23_1800,r_23_1900,r_23_1910,r_23_1920,r_23_1930,r_23_1960,r_23_1990,r_23_2000,r_23_3100,r_23_3105,r_23_3115,r_23_3125,r_23_3160,r_23_3209,r_23_3300,r_23_3613,r_23_3700,r_23_3713,r_23_3800,r_23_3876,r_23_3900,r_23_3990,r_23_5200,r_23_5210,r_23_5300,r_23_5900,r_26_1110,r_26_1111,r_26_1112,r_26_1114,r_26_1115,r_26_1118,r_26_1124,r_26_1128,r_26_1134,r_26_1140,r_26_1164,r_26_1190,r_26_1965,r_26_1990,r_31_1110,r_31_1111,r_31_1112,r_31_1113,r_31_1128,r_31_1129,r_31_1136,r_31_1154,r_31_1178,r_31_1199,r_31_1500,r_31_1510,r_31_1690,r_31_1900,r_31_1920,r_31_1990,r_31_3650,r_31_3661,r_31_5100,r_31_5120,r_31_5130,r_31_5140,r_31_5200,r_31_5210,r_31_5900,r_31_6300,r_32_1100,r_32_1110,r_32_1111,r_32_1112,r_32_1113,r_32_1114,r_32_1115,r_32_1124,r_32_1125,r_32_1136,r_32_1154,r_32_1164,r_32_1174,r_32_1190,r_32_1199,r_32_1500,r_32_1510,r_32_1540,r_32_1690,r_32_1900,r_32_1910,r_32_1920,r_32_1930,r_32_1940,r_32_1950,r_32_1960,r_32_1965,r_32_1990,r_32_3100,r_32_3155,r_32_3200,r_32_3610,r_32_3650,r_32_3661,r_32_3700,r_32_3709,r_32_3710,r_32_3760,r_32_3800,r_32_3900,r_32_3990,r_32_5100,r_32_5110,r_32_5120,r_32_5130,r_32_5140,r_32_5200,r_32_5210,r_32_5300,r_32_5400,r_32_5500,r_32_5600,r_32_5900,r_32_6300,r_32_6400,r_40_1500,r_40_1510,r_40_5200,r_49_1500,r_49_1510,r_49_1610,r_49_1620,r_49_1690,r_49_1900,r_49_1920,r_49_1990,r_49_3010,r_49_3200,r_49_3400,r_49_3769,r_49_3770,r_49_3800,r_49_3900,r_49_3990,r_49_5200,r_49_5210,r_49_5300,r_49_5900,r_50_1310,r_50_1500,r_50_1510,r_50_1690,r_50_1910,r_50_1920,r_50_1990,r_50_3700,r_50_3900,r_50_5200,r_51_1500,r_51_1510,r_51_1610,r_51_1620,r_51_1690,r_51_1900,r_51_1920,r_51_1990,r_51_3721,r_51_3769,r_51_3770,r_51_3800,r_51_5200,r_51_5300,r_51_5900,r_60_1510,r_60_1900,r_60_1970,r_60_1990,r_60_5200,r_60_5210,r_70_1200,r_70_1320,r_70_1500,r_70_1510,r_70_1800,r_70_1900,r_70_1910,r_70_1920,r_70_1990,r_70_3100,r_70_3799,r_70_5200,r_70_5210,r_70_5900,r_71_1500,r_71_1510,r_71_1740,r_71_1800,r_71_1920,r_71_1960,r_71_1990,r_71_3200,r_71_3410,r_71_3415,r_71_3423,r_71_3560,r_71_3800,r_71_5000,r_71_5200,r_76_1200,r_76_1500,r_76_1510,r_76_1900,r_76_1920,r_76_1960,r_76_1990,r_76_5200
Davis District,West Clinton School,2019.0,,,,,,,,,,,,,,,,,,,,2729.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9656.25,,,,,,,,1036.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,870.36,,,,,,,,,,,,,,,,,,,,,,,20.0,,,,,,,,,,,1320.0,,,,,231.0,288.0,37759.5,,,,,,,,,,,,,,,,,4360.0,,396.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6280.03,1007.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Davis District,West Clinton School,2020.0,,,,,,,,,,,,,,,,,,,,4827.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4289.17,,,,,,,,3103.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,482.93,,,,,,,,,,,,,,,,,,,,,,,50.0,,,,,,,,,,,3322.0,,,,,1413.25,,39778.43,,,,,,,,,,,,,,,,,2360.0,,1055.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3953.08,587.85,-0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Davis District,West Clinton School,2021.0,,,,,,,,,,,,,,,,,,,,2010.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3958.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,500.0,,,,,,,,,,,3348.0,,,,,65.0,,30878.71,,,,,,,,,,,,,,,,,4034.0,,2553.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1008.9,211.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Davis District,West Point Jr High,2018.0,,,,,,,,,,,,,,,,,,,,24318.0,,,,,,,,,,,,,,,,,,,48490.0,,,,,,,,,,,,,,,,5265.0,5588.0,,,,,,,,14286.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45612.41,,,,,,,,,,,,,,,,,,704.0,,,,,,,,,,,,,,,,,,,,,,,900.0,,,,,,,,,,,5730.0,,,,,12074.52,2989.1,185854.09,,,,,,,,,,,,,,,,,890.0,,20911.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13255.45,2422.45,-0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Davis District,West Point Jr High,2019.0,,,,,,,,,,,,,,,,,,,,18182.25,,,,,,,,,,,,,,,,,,,51755.65,,,,,,,,,,,,,,,,3806.25,2055.99,,,,,,,,14443.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18573.7,,,,,,,,,,,,,,,,,,186.0,,,,,,,,,,,,,,,,,,,,,,,1000.0,,,,,,,,,,,10670.0,,,,,13771.32,1837.1,193854.91,,,,,,,,,,,,,,,,,4065.94,,21904.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8938.22,2151.2,-0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Davis District,West Point Jr High,2020.0,,,,,,,,,,,,,,,,,,,,9176.0,,,,,,,,,,,,,,,,,,,46533.75,,,,,,,,,,,,,,,,712.5,6823.13,,,,,,,,11561.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50864.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5621.0,,,,,,,,,,,17688.0,,,,,9481.32,1611.3,168687.78,,,,,,,,,,,,,,,,,3748.71,,19184.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9648.84,2277.7,-59.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Davis District,West Point Jr High,2021.0,,,,,,,,,,,,,,,,,,,,12662.5,,,,,,,,,,,,,,,,,,,49406.37,,,,,,,,,,,,,,,,4125.0,9396.0,,,,,,,,11951.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8011.0,,,,,,,,,,,14831.0,,,,,11206.28,1856.0,152356.43,,,,,2080.0,,,,,,,,,,,,3715.85,,40495.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,265.9,1774.15,15.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Davis District,West Point School,2018.0,,,,,,,,,,,,,,,,,,,,21119.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,175.0,1818.0,,,,,,,,6404.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1290.0,,,,,,80.0,5129.51,,,,,,,,,,,,,,,,,24101.7,,12855.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8097.95,2448.25,180.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Davis District,West Point School,2019.0,,,,,,,,,,,,,,,,,,,,16490.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4422.89,,,,,,,,4096.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1750.0,,,,,,,8254.03,,,,,,,,,,,,,,,,,29587.18,,10203.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7340.96,2347.04,200.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Davis District,West Point School,2020.0,,,,,,,,,,,,,,,,,,,,8320.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2291.43,,,,,,,,6769.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1599.81,,,,,,,,,,,,,,,,,,,,,,,617.96,,,,,,,,,,,2420.0,,,,,,305.0,4687.64,,,,,,,,,,,,,,,,,32454.89,,11950.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4376.09,2495.5,572.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Davis District,West Point School,2021.0,,,,,,,,,,,,,,,,,,,,330.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12331.0,,,,,,,,502.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3394.0,,,,,,330.0,8411.86,,,,,,,,,,,,,,,,,25089.0,,12918.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,379.98,1863.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Davis District,Whitesides School,2018.0,,,,,,,,,,,,,,,,,,,,450.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1214.08,1190.0,,,,,,,,6465.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,300.0,,,,,,,,,,,1140.0,,,,,489.01,,14781.94,,,,,,,,,,,,,,,,,2851.28,,541.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4096.42,3109.65,-0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Davis District,Whitesides School,2019.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,840.0,3951.62,,,,,,,,1880.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,127.48,,,,,,,,,,,,,,,,,,,,,,,3839.62,,,,,,,,,,,2700.0,,,,,348.75,,7828.08,,,,,,,,,,,,,,,,,3013.73,,648.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2362.22,2387.15,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Davis District,Whitesides School,2020.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,405.0,434.0,,,,,,,,1799.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,350.0,,,,,,,,,,,4172.0,,,,,101.0,,4597.0,,,,,,,,,,,,,,,,,2607.71,,3150.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1608.65,2135.05,-15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Davis District,Whitesides School,2021.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1800.0,300.0,,,,,,,,823.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4053.0,,,,,27.0,,4939.27,,,,,,,,,,,,,,,,,3031.8,,2205.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77.15,1021.1,-15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Davis District,Windridge School,2018.0,,,,,,,,,,,,,,,,,,,,300.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,175.0,41000.94,,,,,,,,5178.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28911.94,,,,,,,,,,,1300.0,,,,,,2286.0,14844.85,,,,,,,,,,,,,,,,,3901.24,,12213.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3246.45,1474.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Davis District,Windridge School,2019.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23889.93,,,,,,,,3587.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5808.0,,,,,,,,,,,1970.0,,,,,,2514.0,11913.16,,,,,,,,,,,,,,,,,3417.5,,6450.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,794.25,1446.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Davis District,Windridge School,2020.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10518.56,,,,,,,,8622.869999999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7494.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5331.06,,,,,,,,,,,3739.0,,,,,,2394.0,28960.37,,,,,,,,,,,,,,,,,5482.71,,8224.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,668.2,486.3,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Davis District,Windridge School,2021.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10534.6,,,,,,,,1445.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5352.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8160.6,,,,,,,,,,,3578.0,,,,,,1820.0,20784.01,,,,,,,,,,,,,,,,,9722.0,,20665.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.85,426.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
